序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000063,中兴通讯,38.3,9.12,22271.7372,816325.0332,涨幅偏离值达7%的证券
2,000636,风华高科,48.64,9.12,15308.3254,732559.4524,涨幅偏离值达7%的证券
3,002428,云南锗业,89.85,9.12,9030.7972,778054.4036,涨幅偏离值达7%的证券
4,002579,中京电子,18.19,9.12,23550.0049,398889.1223,涨幅偏离值达7%的证券
5,002636,金安国纪,53.5,9.12,6733.6581,344085.9023,涨幅偏离值达7%的证券
6,600032,浙江新能,10.4,9.93,8032.5077,80431.52,涨幅偏离值达7%的证券
7,600110,诺德股份,11.51,9.92,23248.4271,259061.46,涨幅偏离值达7%的证券
8,600527,江南高纤,2.7,10.09,12395.682,32379.43,涨幅偏离值达7%的证券
9,600589,大位科技,11.95,9.92,4846.7247,57918.36,涨幅偏离值达7%的证券
10,601588,北辰实业,2.06,10.04,9764.8378,19754.05,涨幅偏离值达7%的证券
11,000417,合百集团,7.61,-25.45,43017.6641,367676.421,连续三个交易日内，跌幅偏离值累计达20%的证券
12,000518,四环生物,3.56,-20.56,62719.9805,248115.7531,连续三个交易日内，跌幅偏离值累计达20%的证券
13,002297,博云新材,22.9,-20.66,27587.352,625377.9967,连续三个交易日内，跌幅偏离值累计达20%的证券
14,002535,林州重机,2.45,-20.95,2966.521,8444.6857,连续三个交易日内，跌幅偏离值累计达20%的证券
15,605303,园林股份,25.09,-25.81,1350.515,39216.8,连续三个交易日内，跌幅偏离值累计达20%的证券
16,000509,华塑控股,5.73,21.32,30547.1289,157524.7585,连续三个交易日内，涨幅偏离值累计达20%的证券
17,000539,粤电力A,8.07,21.42,32537.5532,244650.6626,连续三个交易日内，涨幅偏离值累计达20%的证券
18,002181,粤传媒,16.0,22.51,42342.3686,620457.913,连续三个交易日内，涨幅偏离值累计达20%的证券
19,002484,江海股份,74.07,21.43,3624.0939,257172.3433,连续三个交易日内，涨幅偏离值累计达20%的证券
20,600330,天通股份,34.33,20.08,47412.4392,1497129.77,连续三个交易日内，涨幅偏离值累计达20%的证券
21,600367,红星发展,33.22,24.02,17280.0012,539321.54,连续三个交易日内，涨幅偏离值累计达20%的证券
22,600726,华电能源,9.21,22.15,36217.9632,319805.32,连续三个交易日内，涨幅偏离值累计达20%的证券
23,601958,金钼股份,26.85,28.43,33728.4387,817970.77,连续三个交易日内，涨幅偏离值累计达20%的证券
24,603011,合锻智能,22.65,22.12,7949.4151,171513.24,连续三个交易日内，涨幅偏离值累计达20%的证券
25,603032,德新科技,27.69,22.15,4197.8596,106922.38,连续三个交易日内，涨幅偏离值累计达20%的证券
26,603601,再升科技,23.53,23.41,78747.3768,1630781.8,连续三个交易日内，涨幅偏离值累计达20%的证券
27,603678,火炬电子,47.31,21.07,14198.0918,615754.89,连续三个交易日内，涨幅偏离值累计达20%的证券
28,603989,艾华集团,38.42,22.14,8329.1632,294169.57,连续三个交易日内，涨幅偏离值累计达20%的证券
29,001225,和泰机电,51.27,-10.88,149.26,7667.7143,跌幅偏离值达7%的证券
30,002012,凯恩股份,8.69,-10.88,8703.7177,76288.9671,跌幅偏离值达7%的证券
31,002442,龙星科技,6.57,-10.88,4490.96,29737.6106,跌幅偏离值达7%的证券
32,002798,帝欧水华,6.72,-10.88,5867.7294,40577.4897,跌幅偏离值达7%的证券
33,601566,九牧王,10.96,-9.84,3068.8161,34462.62,跌幅偏离值达7%的证券
34,603767,中马传动,19.18,-10.03,2064.014,40329.77,跌幅偏离值达7%的证券
35,605162,新中港,9.9,-10.12,3482.2468,35577.85,跌幅偏离值达7%的证券
36,605500,森林包装,9.89,-10.13,3011.0398,30487.05,跌幅偏离值达7%的证券
37,001257,盛龙股份,28.0,47.58,6516.4934,185180.2468,换手率达20%的证券
38,002421,达实智能,4.57,36.5,74317.9401,344740.4733,换手率达20%的证券
39,002771,真视通,16.72,31.01,5600.7144,93071.6539,换手率达20%的证券
40,600186,莲花控股,10.95,22.09,39524.7239,431248.61,换手率达20%的证券
41,600396,华电辽能,19.26,23.76,34991.6311,676240.09,换手率达20%的证券
42,603005,晶方科技,45.6,22.17,14456.8467,636166.09,换手率达20%的证券
43,603459,红板科技,103.53,25.98,2053.7144,212827.8,换手率达20%的证券
44,920012,创达新材,87.81,36.56,705.5134,62318.98,换手率达20%的证券
45,920078,族兴新材,35.88,48.84,1010.893,37977.34,换手率达20%的证券
46,920161,龙辰科技,39.6,55.6,2051.5601,73437.06,换手率达20%的证券
47,920181,赛英电子,127.3,34.28,343.4977,42308.99,换手率达20%的证券
48,920725,惠丰钻石,48.25,28.57,1187.4466,53022.58,换手率达20%的证券
49,002635,安洁科技,17.23,15.79,6489.8218,115417.359,振幅值达15%的证券
50,603353,和顺石油,56.78,15.85,1416.629,74590.54,振幅值达15%的证券
51,605069,正和生态,13.18,19.65,1144.017,14906.89,振幅值达15%的证券
52,300179,四方达,43.13,20.0,6128.728,246448.3307,
53,300489,光智科技,140.02,20.0,1525.8673,200378.8617,
54,300964,本川智能,102.0,20.0,1051.6364,99625.7767,
55,301123,奕东电子,95.4,20.0,2127.6448,193060.9967,
56,301205,联特科技,292.8,20.0,1927.5726,517391.4429,
57,688006,杭可科技,39.44,19.99,5537.847,205084.66,
58,688172,燕东微,78.18,20.0,3579.746,265608.99,
59,688347,华虹公司,249.65,15.79,4362.4061,1054680.26,
60,688630,芯碁微装,326.0,15.19,1057.4911,321480.11,
61,688661,和林微纳,123.56,16.07,945.9093,107164.29,
62,301013,利和兴,45.51,30.49,5770.672,265881.7975,
63,301563,云汉芯城,242.61,44.81,659.6185,146384.0647,
64,301591,肯特股份,43.05,38.79,1733.9255,70517.7483,
65,301680,固德电材,126.6,34.32,576.5972,72620.3234,
66,688781,视涯科技,54.64,30.4,1241.5525,72683.49,
67,688091,上海谊众,51.6,-16.12,1617.2342,86963.68,
68,688146,中船特气,174.66,32.75,5236.3963,802893.74,
69,688175,高凌信息,36.26,31.09,250.357,8834.11,
70,688287,退市观典,0.37,0.0,517.4727,188.06,退市整理的证券
71,920339,恒太照明,14.04,42.14,2056.4141,25162.34,
