序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4098.6358,4.909,0.12,4093.7266,4080.3044,4110.7821,4055.8275,621179950.0,1361325732878,13613.26 亿
2,sz399001,深证成指,15861.891,125.422,0.797,15736.469,15691.162,15889.832,15504.787,74784943212.0,1606824859646,16068.25 亿
3,Total,沪深总成交额,,,,,,,,,2968150592524,29681.51 亿
