序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,603466,风语筑,11.68,9.98,1.06,1482971,1708631366.0,7.82,11.68,10.85,10.94,10.62,24.93,98.87,3.3,全息技术
2,600288,大恒科技,15.85,2.26,0.35,89329,141409909.0,3.42,16.0,15.47,15.5,15.5,2.05,75.54,3.64,全息技术
3,300020,ST银江,4.44,1.83,0.08,128823,57082399.28,2.75,4.48,4.36,4.36,4.36,1.68,-4.87,1.32,全息技术
4,300167,ST迪威迅,5.01,1.42,0.07,95905,48495379.0,4.25,5.16,4.95,4.95,4.94,2.67,-207.65,19.19,全息技术
5,002414,高德红外,16.84,0.72,0.12,518436,879339285.81,2.99,17.13,16.63,16.68,16.72,1.53,92.69,10.38,全息技术
6,002189,中光学,22.47,0.18,0.04,20685,46762792.84,1.69,22.78,22.4,22.43,22.43,0.79,-23.0,11.15,全息技术
7,300556,丝路视觉,21.22,-0.24,-0.05,56147,119690853.0,1.83,21.53,21.14,21.21,21.27,5.25,-15.79,5.82,全息技术
8,000050,深天马Ａ,9.65,-0.52,-0.05,271944,263707525.05,1.86,9.79,9.61,9.66,9.7,1.11,56.81,0.86,全息技术
9,603660,苏州科达,10.04,-0.69,-0.07,101613,103026256.0,3.17,10.35,10.03,10.08,10.11,1.78,-12.34,5.9,全息技术
10,600363,联创光电,65.7,-1.19,-0.79,85452,567875687.0,2.75,67.51,65.68,65.79,66.49,1.9,55.49,6.69,全息技术
11,000988,华工科技,74.93,-2.23,-1.71,257586,1939836765.27,1.38,75.96,74.9,75.7,76.64,2.56,42.77,6.91,全息技术
