序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,大位科技,600589,5天4板,-4.834054946899414,13.19,15.25,103.67 亿,195.01 亿,195.83 亿,49.34773635864258,0.22796352207660675,092502,1,17.099567413330078,IT服务Ⅱ
2,丽人丽妆,605136,0天0板,5.267857074737549,11.79,12.32,5.03 亿,47.21 亿,47.21 亿,10.411490440368652,0.0,093232,1,8.035714149475098,互联网电
3,人民网,603000,0天0板,4.087413787841797,25.72,27.18,39.02 亿,284.38 亿,284.38 亿,13.488377571105957,0.07782100886106491,093300,1,7.689194202423096,数字媒体
4,二六三,002467,0天0板,5.314685344696045,7.53,7.87,27.68 亿,102.93 亿,103.57 亿,26.453426361083984,0.0,093321,1,8.811188697814941,通信服务
5,深康佳Ａ,000016,0天0板,5.066666603088379,3.94,4.13,5.14 亿,62.91 亿,94.87 亿,8.035442352294922,0.0,093724,1,10.40000057220459,白色家电
6,江钨装备,600397,3天2板,8.245981216430664,15.49,15.74,27.17 亿,153.34 亿,153.34 亿,17.623180389404297,-1.5257469415664673,094000,24,7.966457366943359,专用设备
7,绿盟科技,300369,0天0板,9.47580623626709,10.86,11.9,25.44 亿,87.75 亿,88.03 亿,28.003629684448242,0.0,094015,1,18.044355392456055,软件开发
8,粤桂股份,000833,2天1板,6.85663366317749,24.0,24.71,25.75 亿,108.89 亿,192.50 亿,23.58212661743164,0.0,100121,3,10.284951210021973,综合Ⅱ
9,金富科技,003018,7天4板,2.0554065704345703,22.84,24.62,7.74 亿,22.38 亿,59.38 亿,33.98366928100586,-0.3055434226989746,102009,1,12.555853843688965,包装印刷
10,航发控制,000738,0天0板,7.442539215087891,29.45,30.15,31.70 亿,387.32 亿,387.32 亿,8.29487133026123,0.20415107905864716,104321,1,10.397665023803711,航空装备
11,银河电子,002519,0天0板,4.296455383300781,9.71,10.24,24.48 亿,108.63 亿,109.38 亿,22.888826370239258,0.0,132030,1,14.393125534057617,地面兵装
