序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3996.1616,-40.426,-1.001,4036.5879,4031.5373,4074.828,3995.8072,627450065.0,1563108691543,15631.09亿
2,sz399001,深证成指,15046.67,-352.059,-2.286,15398.729,15480.406,15581.943,15046.67,82860516995.0,1825435659219,18254.36亿
3,Total,沪深总成交额,,,,,,,,,3388544350762,33885.44亿
