序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,和远气体,002971,3,6天4板,10.010427474975586,52.75,12.49 亿,82.50 亿,111.70 亿,15.216740608215332,186198427,092500,095403,2,化学制品
2,中化国际,600500,3,8天4板,10.076335906982422,7.21,2.80 亿,258.72 亿,258.72 亿,1.0837148427963257,303417377,092501,092501,0,化学制品
3,XD宿迁联,603065,3,7天4板,9.964412689208984,12.36,1.59 亿,51.78 亿,51.78 亿,3.067594289779663,170619281,092502,092502,0,化学制品
4,京基智农,000048,3,3天3板,9.983174324035645,19.61,5.60 亿,103.80 亿,103.97 亿,5.505614280700684,73293179,093118,093227,1,养殖业
5,昊华科技,600378,2,2天2板,10.003443717956543,63.89,50.58 亿,685.26 亿,824.18 亿,7.443639755249023,193223165,092501,101507,8,化学制品
6,新亚强,603155,2,2天2板,9.982486724853516,25.12,9.18 亿,79.33 亿,79.33 亿,11.988792419433594,29922516,093404,133007,1,化学制品
7,东安动力,600178,2,2天2板,9.989593505859375,10.57,2.07 亿,49.31 亿,49.31 亿,4.356101989746094,45998526,095054,095054,0,汽车零部
8,天地源,600665,2,2天2板,10.0,4.07,1.44 亿,35.17 亿,35.17 亿,4.128636360168457,47622520,093025,093025,0,房地产开
9,康强电子,002119,2,2天2板,10.014103889465332,31.2,16.76 亿,117.09 亿,117.09 亿,14.575719833374023,119563579,093118,093854,1,半导体
10,雅克科技,002409,2,2天2板,10.004079818725586,134.81,75.05 亿,429.40 亿,641.60 亿,18.097957611083984,31423536,131933,150000,4,半导体
11,红 宝 丽,002165,2,2天2板,10.0,8.03,13.67 亿,58.43 亿,59.04 亿,24.156524658203125,62245348,132724,133809,1,化学制品
12,海亮股份,002203,1,首板,10.015487670898438,21.31,5.72 亿,471.41 亿,488.37 亿,1.2130619287490845,104400247,092500,092500,0,工业金属
13,顺发恒能,000631,1,首板,9.86842155456543,3.34,5482.49 万,76.82 亿,76.82 亿,0.7136799693107605,105121824,092500,092500,0,电力
14,山东墨龙,002490,1,4天2板,10.025707244873047,8.56,9.04 亿,46.37 亿,68.30 亿,19.606021881103516,18087280,093127,144521,2,专用设备
15,炬光科技,688167,1,首板,20.001415252685547,338.86,18.22 亿,440.99 亿,440.99 亿,4.18757963180542,417268476,093142,093142,0,半导体
16,和胜股份,002824,1,首板,9.984756469726562,28.86,8.63 亿,65.27 亿,89.81 亿,13.560506820678711,65644349,093300,103321,1,工业金属
17,博威合金,601137,1,首板,10.01780891418457,24.71,5.13 亿,226.80 亿,226.97 亿,2.3078861236572266,138297718,093401,093425,1,金属新材
18,威高血净,603014,1,首板,10.003313064575195,33.21,8276.64 万,33.70 亿,138.74 亿,2.4874956607818604,55877120,093613,093613,0,医疗器械
19,祥鑫科技,002965,1,首板,9.988584518432617,38.54,5.88 亿,73.39 亿,102.28 亿,8.096460342407227,87265351,093703,094233,1,汽车零部
20,兴发集团,600141,1,首板,10.016806602478027,32.73,3.48 亿,393.33 亿,393.33 亿,0.8851301074028015,341742439,092502,092502,0,农化制品
21,六国化工,600470,1,首板,10.097086906433105,5.67,8512.97 万,29.57 亿,29.57 亿,2.884946584701538,40719331,093009,093009,0,农化制品
22,正和生态,605069,1,3天2板,10.0,11.55,9565.60 万,24.45 亿,24.45 亿,4.032011985778809,37654386,093729,093729,0,环境治理
23,泰和新材,002254,1,5天4板,10.0,18.92,15.69 亿,160.94 亿,162.16 亿,10.051666259765625,86607700,093751,100436,1,化学纤维
24,贵研铂业,600459,1,首板,9.986859321594238,25.11,8.23 亿,190.76 亿,206.73 亿,4.425225734710693,122124996,093951,093951,0,小金属
25,冠城新材,600067,1,首板,10.10452938079834,3.16,1.24 亿,43.98 亿,43.98 亿,2.8481552600860596,39344212,093936,094045,1,电网设备
26,翔鹭钨业,002842,1,首板,10.011185646057129,39.34,15.99 亿,105.61 亿,128.71 亿,15.586928367614746,292831224,094109,094109,0,小金属
27,盛龙股份,001257,1,首板,9.986916542053223,25.22,8.28 亿,34.54 亿,463.03 亿,24.474119186401367,67588288,094436,103100,2,小金属
28,深桑达Ａ,000032,1,首板,9.974424362182617,17.2,6.12 亿,195.73 亿,209.01 亿,3.200562000274658,61856360,094506,094506,0,专业工程
29,津投城开,600322,1,首板,10.0,2.86,1.94 亿,31.62 亿,31.62 亿,6.247745513916016,27584391,094003,094909,1,房地产开
30,盛剑科技,603324,1,首板,10.016260147094727,33.83,1.77 亿,49.96 亿,49.96 亿,3.6423587799072266,75463227,094532,094532,0,环保设备
31,新金路,000510,1,首板,9.993753433227539,17.61,5.83 亿,106.82 亿,114.21 亿,5.61178731918335,92763668,094536,094751,1,化学原料
32,春光科技,603657,1,首板,10.017271041870117,25.48,6392.62 万,34.45 亿,34.45 亿,1.9265027046203613,67720744,095008,095008,0,家电零部
33,亚盛集团,600108,1,首板,10.030394554138184,3.62,2.71 亿,70.48 亿,70.48 亿,3.9636220932006836,84590317,094853,102847,1,种植业
34,章源钨业,002378,1,首板,10.00981330871582,33.63,41.01 亿,401.92 亿,404.04 亿,10.403814315795898,172354758,095012,103518,4,小金属
35,福鞍股份,603315,1,首板,10.0,16.5,2.42 亿,52.86 亿,52.86 亿,4.643613815307617,98393262,095221,095221,0,环境治理
36,金钼股份,601958,1,首板,10.004741668701172,23.2,10.73 亿,748.57 亿,748.57 亿,1.4601962566375732,342819022,093718,093824,1,小金属
37,爱迪特,301580,1,首板,20.0,45.18,2.58 亿,45.54 亿,67.40 亿,5.65914249420166,111990015,093000,093000,0,医疗器械
38,万润科技,002654,1,首板,10.006807327270508,16.16,15.95 亿,136.59 亿,136.60 亿,11.929871559143066,59187616,100354,111503,3,光学光电
39,广安爱众,600979,1,首板,9.911893844604492,4.99,3.32 亿,61.96 亿,62.96 亿,5.51251745223999,97000659,095950,095950,0,电力
40,火星人,300894,1,首板,20.042194366455078,11.38,2.68 亿,33.47 亿,46.23 亿,8.36752986907959,96820300,100454,100454,0,厨卫电器
