序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,002174,游族网络,-9.97280216217041,9.93,5.57 亿,97.24 亿,97.30 亿,23.44424057006836,5.564901828765869,505437,145442,56608943,1,10,游戏Ⅱ
2,000802,北京文化,-9.937888145446777,4.35,2.76 亿,31.13 亿,31.14 亿,-37.77071762084961,8.616171836853027,1837005,145148,70757100,1,36,影视院线
3,002829,星网宇达,-9.995241165161133,18.91,2.29 亿,27.62 亿,39.30 亿,-37.02468490600586,8.121785163879395,2689002,143257,30545323,1,13,航天装备
4,605398,新炬网络,-9.984089851379395,22.63,1.29 亿,36.82 亿,36.82 亿,293.7212219238281,3.4330883026123047,2702022,141947,21254096,1,0,IT服务Ⅱ
5,603036,如通股份,-9.993202209472656,13.24,1.60 亿,27.28 亿,27.28 亿,30.84064292907715,5.661582946777344,3035932,143120,14540163,1,10,专用设备
6,002194,武汉凡谷,-10.03184700012207,11.3,7.32 亿,57.73 亿,77.21 亿,-1315.0931396484375,12.393563270568848,4865780,145042,85922313,1,5,通信设备
7,603070,万控智造,-10.0,14.31,1.50 亿,57.38 亿,57.38 亿,-75.07190704345703,2.494173765182495,5993028,135833,32236137,1,9,电网设备
8,603001,奥康国际,-9.962406158447266,9.58,2.23 亿,38.41 亿,38.41 亿,37.82387924194336,5.566262722015381,12765350,140328,20251162,1,1,服装家纺
9,000530,冰山冷热,-9.968847274780273,5.78,3.61 亿,34.69 亿,48.74 亿,57.50957489013672,10.174592971801758,12803850,135833,63675216,1,5,通用设备
10,603135,中重科技,-9.98593521118164,12.8,6.61 亿,80.58 亿,81.18 亿,109.69412231445312,8.008171081542969,16666304,134828,2508032598,2,15,专用设备
11,000678,襄阳轴承,-10.017574310302734,10.24,1.74 亿,47.06 亿,47.06 亿,-61.932518005371094,3.6461269855499268,19627089,102836,46365696,1,0,汽车零部
12,603598,引力传媒,-10.018903732299805,19.04,4.54 亿,51.29 亿,51.35 亿,123.56812286376953,8.727768898010254,20035792,132644,108725554,1,21,广告营销
13,603103,横店影视,-9.987085342407227,20.91,3.10 亿,132.61 亿,132.61 亿,82.62926483154297,2.297062873840332,22292213,102018,88292472,1,18,影视院线
14,001317,三羊马,-10.0,52.29,2.86 亿,44.70 亿,44.74 亿,-3751.18896484375,6.200004577636719,29020950,111218,42893484,1,10,铁路公路
15,000681,视觉中国,-9.97912311553955,21.56,19.66 亿,145.77 亿,151.04 亿,15.810636520385742,13.082426071166992,33798814,135645,232396248,1,11,数字媒体
16,002552,宝鼎科技,-10.0,53.37,11.15 亿,196.67 亿,207.07 亿,78.37960052490234,5.395883083343506,35475039,142603,55083177,1,0,元件
17,000608,阳光股份,-9.942362785339355,6.25,4.34 亿,46.59 亿,46.87 亿,-49.91714096069336,8.951600074768066,38643800,104454,34961250,1,0,房地产开
18,002757,南兴股份,-9.987030029296875,20.82,5.67 亿,58.72 亿,61.51 亿,35.412925720214844,9.560606956481934,40800433,102445,92813478,1,1,专用设备
19,603861,白云电器,-9.981629371643066,14.7,3.88 亿,77.70 亿,79.46 亿,58.350196838378906,4.870782852172852,43047480,103929,91458990,1,7,电网设备
20,301313,凡拓数创,-19.99712371826172,55.61,16.33 亿,43.68 亿,57.53 亿,-57.222347259521484,35.52444076538086,58634016,135457,171762318,1,17,数字媒体
21,002962,五方光电,-9.976580619812012,19.22,6.05 亿,40.21 亿,56.06 亿,346.7961120605469,14.612860679626465,61753091,112633,91352660,1,5,光学光电
22,600592,龙溪股份,-9.983543395996094,16.41,2.24 亿,65.57 亿,65.57 亿,-6758.0771484375,3.345000743865967,64343462,101309,64744014,2,0,通用设备
23,002896,中大力德,-9.997793197631836,81.56,16.58 亿,160.28 亿,160.28 亿,362.2391662597656,10.190643310546875,67573601,135630,171510236,1,2,通用设备
24,603409,汇通控股,-10.0,35.28,8432.06 万,12.76 亿,44.46 亿,26.721847534179688,6.372858047485352,67752735,110753,13392288,1,0,汽车零部
25,002669,康达新材,-9.984317779541016,17.22,8.05 亿,52.13 亿,52.25 亿,190.27728271484375,15.252522468566895,113925798,100724,298842768,1,9,化学制品
26,603616,韩建河山,-10.013717651367188,6.56,2.18 亿,25.21 亿,25.40 亿,-64.73775482177734,8.507521629333496,117145770,093334,2502165119,1,1,水泥
27,603466,风语筑,-9.975062370300293,10.83,2.29 亿,64.42 亿,64.42 亿,37.79759216308594,3.510451555252075,198376835,093403,106000887,1,1,数字媒体
28,002181,粤 传 媒,-10.00621509552002,14.48,10.20 亿,164.28 亿,168.12 亿,240.00987243652344,6.1213154792785645,238143929,094103,490541535,1,3,出版
29,603859,能科科技,-9.991327285766602,51.89,6.57 亿,126.97 亿,126.97 亿,64.67732238769531,5.113111972808838,328093049,095402,457692424,1,2,IT服务Ⅱ
30,603773,沃格光电,-10.002580642700195,139.46,43.84 亿,313.31 亿,313.42 亿,-153.32652282714844,13.144071578979492,347612138,141746,278208753,1,0,光学光电
31,002354,天娱数科,-10.033822059631348,7.98,13.26 亿,129.73 亿,132.04 亿,109.1521987915039,9.864995956420898,1169214956,093227,326222407,1,0,广告营销
32,002421,达实智能,-9.944750785827637,4.89,2.19 亿,97.97 亿,103.70 亿,-159.8080596923828,2.237736463546753,1332415933,092500,1824568047,1,0,IT服务Ⅱ
