序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sz300308,中际旭创,1136.55,13.202,513.02亿
2,sz300502,新易盛,551.77,8.19,398.83亿
3,sh603986,兆易创新,475.53,10.0,330.88亿
4,sz002384,东山精密,231.0,6.095,327.06亿
5,sh688256,寒武纪,1350.02,11.664,220.91亿
6,sh600584,长电科技,84.69,10.001,209.05亿
7,sz000938,紫光股份,41.46,10.003,193.06亿
8,sz000725,京东方Ａ,6.31,8.981,192.69亿
9,sz001309,德明利,508.0,5.2,188.35亿
10,sh688008,澜起科技,219.6,15.615,188.11亿
11,sh600487,亨通光电,59.96,6.011,187.20亿
12,sh688981,中芯国际,160.0,11.111,172.65亿
13,sz300750,宁德时代,382.2,1.533,169.35亿
14,sh688012,中微公司,407.89,19.092,166.46亿
15,sz000977,浪潮信息,88.66,9.066,155.18亿
16,sh688525,佰维存储,270.97,11.053,139.84亿
17,sz300394,天孚通信,231.0,8.176,138.59亿
18,sh688041,海光信息,344.53,7.625,136.22亿
19,sz002156,通富微电,69.3,10.0,134.28亿
20,sz002281,光迅科技,187.0,9.671,134.24亿
