序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,001211,双枪科技,-10.005620956420898,48.03,3.57 亿,32.18 亿,34.58 亿,158.77871704101562,10.741904258728027,2925027,140248,41142498,1,15,家居用品
2,600156,华升股份,-10.00735855102539,12.23,8.47 亿,49.18 亿,49.18 亿,-212.3269805908203,16.67473602294922,4037123,145648,94174669,1,3,纺织制造
3,603790,雅运股份,-10.006082534790039,29.59,2.28 亿,56.62 亿,56.62 亿,38.66176986694336,3.925554037094116,4383462,130840,90453671,1,16,化学制品
4,002888,惠威科技,-10.012948036193848,20.85,1.65 亿,15.62 亿,30.78 亿,-334.3558654785156,10.522720336914062,14644623,102106,356301897,2,19,消费电子
5,002940,昂利康,-10.002433776855469,36.98,7.67 亿,68.51 亿,74.60 亿,105.63592529296875,10.931632041931152,18796934,133030,96118415,2,31,化学制药
6,002759,天际股份,-9.988992691040039,32.71,22.47 亿,163.86 亿,164.00 亿,20.785810470581055,13.453676223754883,21622127,110851,335409252,1,13,电池
7,000676,智度股份,-9.985315322875977,6.13,3.33 亿,77.18 亿,77.23 亿,41.85007858276367,4.232811450958252,54032363,101312,116287263,1,0,广告营销
8,002380,科远智慧,-10.007895469665527,45.59,7.65 亿,64.83 亿,109.41 亿,35.87352752685547,11.445425987243652,55183959,131209,56072050,1,2,IT服务Ⅱ
9,001365,天海电子,-10.0,52.83,6.74 亿,30.38 亿,277.36 亿,59.31117248535156,21.897552490234375,80580700,102300,154286469,1,2,汽车零部
10,002045,国光电器,-10.03649616241455,9.86,1.99 亿,55.39 亿,55.46 亿,-53.864295959472656,3.5441975593566895,106085406,094618,49708627,1,0,消费电子
11,605168,三人行,-10.001572608947754,57.23,7.66 亿,120.65 亿,120.65 亿,274.24627685546875,6.144681930541992,108839670,105055,195514849,1,3,广告营销
12,603496,恒为科技,-10.0,26.91,6.67 亿,86.17 亿,86.17 亿,370.33026123046875,7.5407514572143555,145377776,095845,174312216,1,1,计算机设
13,603778,国晟科技,-10.004185676574707,21.5,9.74 亿,138.21 亿,141.91 亿,-101.8432846069336,6.994746208190918,153471300,102952,3123173312,1,8,光伏设备
14,603220,中贝通信,-9.993468284606934,27.56,11.40 亿,119.68 亿,147.82 亿,-1298104.25,9.154814720153809,200012566,100339,201204755,1,0,通信服务
15,002407,多氟多,-10.0,38.43,84.39 亿,414.57 亿,457.48 亿,30.45592498779297,19.86968421936035,237624949,130230,709473637,1,0,化学制品
