序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,百川股份,002455,0天0板,0.35874438285827637,11.19,12.27,25.78 亿,73.94 亿,80.84 亿,33.245849609375,0.0,092500,2,10.044842720031738,化学制品
2,九鼎新材,002201,3天2板,-3.3942558765411377,14.8,16.85,29.75 亿,89.10 亿,96.44 亿,31.525266647338867,-0.06752194464206696,093030,1,13.772845268249512,玻璃玻纤
3,长源东谷,603950,0天0板,0.5356861352920532,63.81,69.82,8.80 亿,206.49 亿,206.83 亿,4.149442195892334,1.2857142686843872,093056,1,12.320781707763672,汽车零部
4,海星股份,603115,3天2板,9.316654205322266,58.55,58.92,12.19 亿,141.63 亿,141.63 亿,8.72154712677002,0.08547008782625198,093229,7,7.823002338409424,元件
5,日海智能,002313,0天0板,3.301886796951294,8.76,9.33,2.24 亿,32.80 亿,32.80 亿,6.7092461585998535,0.11428571492433548,093354,1,9.551886558532715,通信设备
6,中国动力,600482,0天0板,7.2316670417785645,42.26,43.35,39.54 亿,958.56 亿,958.56 亿,4.105352401733398,-0.16536734998226166,093354,1,5.658462047576904,其他电源
7,云南锗业,002428,5天3板,2.1796915531158447,76.88,82.76,130.01 亿,502.05 亿,502.12 亿,25.534944534301758,0.5098705887794495,093733,1,10.712387084960938,小金属
8,键邦股份,603285,0天0板,6.0521650314331055,41.88,43.44,4.67 亿,26.09 亿,67.01 亿,17.651090621948242,0.0,093906,1,10.81286334991455,化学制品
9,利通电子,603629,0天0板,7.65249490737915,116.48,119.02,50.80 亿,299.18 亿,305.55 亿,17.228790283203125,0.0,094122,1,10.268022537231445,消费电子
10,福田汽车,600166,0天0板,6.552706718444824,3.74,3.86,21.46 亿,296.11 亿,296.11 亿,7.162874221801758,0.0,095021,1,9.40170955657959,商用车
11,小商品城,600415,0天0板,8.692184448242188,13.63,13.79,44.42 亿,747.41 亿,747.41 亿,6.000690937042236,0.0,100250,3,8.054226875305176,一般零售
12,赛伍技术,603212,0天0板,5.543237209320068,14.28,14.88,8.59 亿,62.47 亿,62.47 亿,13.53799057006836,-0.06997900456190109,101616,1,9.977827072143555,光伏设备
13,博云新材,002297,9天6板,9.610645294189453,22.24,22.32,47.19 亿,127.46 亿,127.46 亿,37.90380096435547,-0.04494382068514824,101706,7,8.772793769836426,航空装备
14,飞亚达,000026,0天0板,3.965517044067383,18.09,19.14,5.30 亿,65.95 亿,73.40 亿,7.965044975280762,0.0,102206,1,12.241378784179688,饰品
15,立达信,605365,3天2板,5.19395112991333,32.0,33.46,9.16 亿,160.64 亿,160.64 亿,5.631824016571045,0.6605851054191589,110522,1,9.007231712341309,照明设备
16,恒铭达,002947,0天0板,7.715499401092529,78.6,80.27,21.08 亿,151.41 亿,201.38 亿,14.072693824768066,0.15290521085262299,131651,1,9.058517456054688,消费电子
17,粤电力Ａ,000539,0天0板,9.160305976867676,7.15,7.21,20.22 亿,182.71 亿,375.40 亿,11.73381519317627,0.0,132627,7,15.114503860473633,电力
18,新天绿能,600956,0天0板,8.628841400146484,9.19,9.31,5.77 亿,215.79 亿,414.72 亿,2.7550880908966064,0.10893245786428452,132910,1,9.929078102111816,电力
19,金富科技,003018,9天5板,4.9233717918396,54.77,57.42,14.36 亿,130.02 亿,142.40 亿,11.223631858825684,0.03652968257665634,141827,1,10.344827651977539,包装印刷
20,神开股份,002278,0天0板,7.3656840324401855,12.39,12.69,5.74 亿,41.23 亿,48.15 亿,14.302253723144531,0.0,144657,1,11.958405494689941,专用设备
