序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4093.2501,-13.008,-0.317,4106.2581,4110.7883,4114.8443,4070.4598,671166092.0,1234396207619,12343.96 亿
2,sz399001,深证成指,15043.449,-133.837,-0.882,15177.286,15234.217,15248.431,14934.676,76102281752.0,1570096212349,15700.96 亿
3,Total,沪深总成交额,,,,,,,,,2804492419968,28044.92 亿
