序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,600482,中国动力,42.26,7.23,2.85,931195,39.54 亿,5.66,43.35,41.12,41.53,39.41,4.11,59.53,2.37,船舶制造
2,600150,中国船舶,38.6,5.81,2.12,2419553,91.64 亿,6.58,38.91,36.51,36.52,36.48,3.22,37.23,2.06,船舶制造
3,600685,中船防务,32.24,5.43,1.66,404032,12.83 亿,6.8,32.59,30.51,30.56,30.58,4.92,45.2,2.5,船舶制造
4,300600,国瑞科技,13.88,4.44,0.59,261668,3.67 亿,9.63,14.57,13.29,13.29,13.29,8.89,-243.36,3.4,船舶制造
5,601890,亚星锚链,10.99,3.19,0.34,768099,8.40 亿,4.51,11.1,10.62,10.62,10.65,8.01,37.43,2.85,船舶制造
6,300008,天海防务,8.13,2.39,0.19,1460604,11.81 亿,3.78,8.19,7.89,7.91,7.94,8.87,47.08,5.82,船舶制造
7,603268,松发股份,142.48,0.86,1.21,90423,12.82 亿,5.31,144.5,137.0,142.66,141.27,3.88,52.1,14.63,船舶制造
8,601868,中国能建,2.99,0.34,0.01,9660712,28.91 亿,4.36,3.07,2.94,2.97,2.98,2.98,22.65,1.12,船舶制造
9,300589,江龙船艇,15.78,-1.07,-0.17,209163,3.33 亿,3.89,16.26,15.64,15.8,15.95,8.92,465.44,8.58,船舶制造
10,300065,海兰信,25.7,-1.57,-0.41,761935,19.80 亿,3.83,26.46,25.46,25.98,26.11,11.6,2759.51,10.56,船舶制造
11,300123,ST亚光,4.02,-6.94,-0.3,1169835,4.79 亿,3.47,4.17,4.02,4.14,4.32,11.77,-3.34,12.08,船舶制造
