序号,代码,名称,最新价,涨跌幅,成交额(亿元)
5,sz002384,东山精密,210.93,10.003,220.70 亿
8,sh600522,中天科技,42.89,8.886,170.69 亿
14,sh600487,亨通光电,83.12,10.005,154.81 亿
