序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4075.1016,17.362,0.428,4057.74,4061.4629,4089.5747,4032.5826,642244656.0,1280966176161,12809.66 亿
2,sz399001,深证成指,15591.128,250.772,1.635,15340.356,15410.705,15664.388,15203.797,73735030673.0,1512025925726,15120.26 亿
3,Total,沪深总成交额,,,,,,,,,2792992101887,27929.92 亿
