序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,600599,退市熊猫,-10.526315689086914,0.51,705.79 万,8466.00 万,8466.00 万,2.32366943359375,7.995727062225342,308393,144809,3474224,1,2,多元金融
2,600421,退市华嵘,-10.256410598754883,0.35,1116.17 万,6846.00 万,6846.00 万,2.336191177368164,15.74478530883789,425109,142644,2108957,1,1,通用设备
3,003018,金富科技,-9.991756439208984,54.59,10.00 亿,129.59 亿,141.93 亿,172.21592712402344,7.459406852722168,1785093,140354,188313664,1,15,包装印刷
4,002878,元隆雅图,-10.006027221679688,14.93,3.31 亿,35.22 亿,39.12 亿,-323.47320556640625,9.194215774536133,3087524,135048,50782902,1,1,广告营销
5,605099,共创草坪,-9.99109935760498,40.45,3.08 亿,162.39 亿,162.83 亿,20.278553009033203,1.8642783164978027,5634685,140042,74274290,1,9,家居用品
6,603815,交建股份,-9.98593521118164,6.4,1.72 亿,39.61 亿,39.61 亿,17.266162872314453,4.194794654846191,15603200,132630,31111040,1,8,基础建设
7,002354,天娱数科,-9.946236610412598,6.7,18.60 亿,108.92 亿,110.86 亿,91.64407348632812,16.564661026000977,30114945,135733,281800207,1,4,广告营销
8,603075,热威股份,-10.003560066223145,25.28,1.17 亿,10.43 亿,101.75 亿,35.57234573364258,10.925670623779297,30532425,094724,24931135,1,0,家电零部
9,603435,嘉德利,-10.004685401916504,76.82,8.35 亿,27.42 亿,352.73 亿,139.04931640625,30.21864891052246,33836905,131458,327780023,1,14,电子化学
10,600636,退市国化,-10.0,2.25,7412.33 万,9.87 亿,9.87 亿,-11.363171577453613,7.387657642364502,40452342,100958,42796711,1,4,教育
11,603399,永杉锂业,-9.984151840209961,17.04,12.61 亿,87.29 亿,87.29 亿,16.467796325683594,14.263978958129883,47882894,140421,592117502,1,10,能源金属
12,603637,镇海股份,-9.977426528930664,19.94,2.02 亿,47.59 亿,47.59 亿,-631.9622192382812,4.093711853027344,68879639,093958,95570027,1,0,专业工程
13,605299,舒华体育,-10.00552749633789,16.28,2.14 亿,66.37 亿,66.37 亿,68.2054672241211,3.1446895599365234,75010100,094012,73777704,1,2,文娱用品
14,600158,中体产业,-9.956709861755371,10.4,6.86 亿,99.79 亿,99.79 亿,-435.1698913574219,6.737882137298584,133146582,094805,251204720,1,6,体育Ⅱ
15,603601,再升科技,-10.020986557006836,17.15,49.87 亿,195.91 亿,195.91 亿,342.34088134765625,25.244985580444336,191353303,143403,8216032232,3,5,专业工程
16,002181,粤 传 媒,-10.022026062011719,16.34,9.58 亿,185.38 亿,189.72 亿,270.8398742675781,5.024494171142578,553969840,093557,338827824,1,2,出版
