序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3878.4296,56.145,1.469,3822.2846,3815.1217,3884.3971,3815.1217,592155124.0,1208723017752,12087.23亿
2,sz399001,深证成指,14144.204,258.493,1.862,13885.711,13644.835,14246.383,13644.835,73240919663.0,1450911483783,14509.11亿
3,Total,沪深总成交额,,,,,,,,,2659634501535,26596.35亿
