序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,301176,逸豪新材,-20.008068084716797,39.66,7.96亿,65.06亿,67.05亿,178.50271606445312,11.031181335449219,51558,145648,57855009,1,12,元件
2,605589,圣泉集团,-9.990439414978027,37.66,17.54亿,318.57亿,318.75亿,44.93313217163086,5.230042934417725,120512,150000,171519984,1,11,塑料
3,300868,杰美特,-19.99781036376953,73.13,5.74亿,59.06亿,93.57亿,-290.2170104980469,8.653615951538086,124321,145606,43044318,1,6,消费电子
4,605090,九丰能源,-10.0,34.38,17.18亿,242.22亿,242.69亿,13.968122482299805,6.747378826141357,139445,150000,108958538,1,5,燃气Ⅱ
5,603051,鹿山新材,-10.009765625,18.43,1.95亿,29.79亿,29.79亿,37.25153350830078,6.241275310516357,221160,150000,15512531,1,15,化学制品
6,000510,新金路,-9.968050956726074,14.09,6.84亿,85.47亿,91.38亿,-44.96940612792969,7.526066303253174,271937,145557,70847338,1,13,化学原料
7,000668,荣丰控股,-9.977194786071777,15.79,1.04亿,23.19亿,23.19亿,-45.70638656616211,4.245790958404541,331590,150000,9570319,1,9,房地产开
8,002963,豪尔赛,-10.0,13.5,9999.61万,16.60亿,20.30亿,-108.08404541015625,5.731415748596191,357750,143533,6034500,2,14,装修装饰
9,600397,江钨装备,-10.019145011901855,14.1,8.95亿,139.58亿,139.58亿,2617.71875,6.001961708068848,369532,150000,72737670,1,6,专用设备
10,603391,力聚热能,-9.998109817504883,47.62,1.07亿,10.83亿,43.33亿,289.3468933105469,9.397802352905273,380960,150000,13319314,2,14,专用设备
11,603285,键邦股份,-10.003096580505371,29.06,1.90亿,18.10亿,46.50亿,36.576881408691406,9.892807006835938,409281,140327,11435110,1,18,化学制品
12,002767,先锋电子,-9.983721733093262,16.59,1.00亿,21.60亿,24.89亿,1868.3590087890625,4.432613849639893,432999,134500,11677701,1,6,通用设备
13,603933,睿能科技,-10.005379676818848,16.73,1.61亿,34.72亿,34.72亿,25.15361213684082,4.404784202575684,478478,145642,18776079,2,13,其他电子
14,002853,皮阿诺,-9.99535083770752,19.36,6878.15万,24.92亿,35.41亿,-79.4371337890625,2.649815320968628,499488,144845,12942160,1,10,家居用品
15,605228,神通科技,-10.016695022583008,10.78,1.93亿,51.44亿,51.64亿,27.806114196777344,3.5879950523376465,568106,150000,22544213,2,24,汽车零部
16,603270,金帝股份,-9.996283531188965,24.22,2.00亿,17.13亿,53.07亿,31.708473205566406,11.205741882324219,583702,150000,25232536,2,9,通用设备
17,603038,华立股份,-9.978307723999023,12.45,1.15亿,33.45亿,33.45亿,12.156485557556152,3.2558341026306152,608805,150000,1828905,1,1,装修建材
18,603155,新亚强,-9.978918075561523,12.81,2.73亿,58.66亿,58.66亿,43.18378829956055,4.406762599945068,707368,145257,38546481,1,21,化学制品
19,603738,泰晶科技,-9.994120597839355,30.62,11.74亿,118.16亿,118.16亿,128.18544006347656,9.38392448425293,817554,150000,115148653,1,21,元件
20,688308,欧科亿,-20.0,85.6,17.47亿,135.92亿,135.92亿,16.665111541748047,11.398515701293945,819962,150000,80932237,1,9,通用设备
21,603679,华体科技,-10.0,14.4,1.98亿,25.59亿,25.59亿,-45.33403015136719,7.360896587371826,820512,150000,9334080,2,2,光学光电
22,605288,凯迪股份,-9.991849899291992,55.22,6606.34万,54.27亿,54.64亿,-158.99224853515625,1.146916389465332,862536,150000,2766522,1,1,自动化设
23,603262,技源集团,-10.01662540435791,21.65,6064.66万,8.66亿,86.60亿,94.43058013916016,6.772170543670654,907135,150000,19415720,1,9,食品加工
24,603052,可川科技,-10.001824378967285,49.31,3.03亿,92.65亿,92.65亿,-199.87582397460938,3.076936960220337,966476,150000,10867924,2,3,消费电子
25,002885,京泉华,-10.015290260314941,23.54,3.95亿,55.85亿,63.77亿,51.80000305175781,6.6275553703308105,988680,150000,31860141,1,26,其他电子
26,603435,嘉德利,-10.0,40.95,1.59亿,14.61亿,188.03亿,74.12222290039062,10.440287590026855,1048320,145256,21974627,1,13,电子化学
27,603324,盛剑科技,-9.996600151062012,26.47,2.05亿,39.09亿,39.09亿,-37.42157745361328,4.991238594055176,1106446,141652,17724839,1,16,环保设备
28,300780,德恩精工,-19.991971969604492,19.93,2.67亿,21.43亿,29.23亿,-68.28301239013672,11.437590599060059,1195800,145503,27915951,1,28,通用设备
29,600172,黄河旋风,-10.008410453796387,10.7,17.00亿,136.56亿,154.31亿,-39.966732025146484,11.572552680969238,1290420,150000,169333918,1,18,通用设备
30,603657,春光科技,-9.990999221801758,20.0,8168.08万,27.04亿,27.04亿,-19.089824676513672,2.8519110679626465,1294000,150000,7218000,1,2,家电零部
31,001300,三柏硕,-10.01838207244873,9.79,7132.26万,23.87亿,23.87亿,-92.73773956298828,2.8390417098999023,1312839,145242,13463208,1,6,文娱用品
32,603177,德创环保,-9.966776847839355,8.13,6570.66万,16.60亿,16.60亿,-35.873863220214844,3.782658100128174,1339824,150000,27816795,1,12,环境治理
33,600520,三佳科技,-10.0038480758667,23.39,3.59亿,37.06亿,37.06亿,620.8591918945312,9.205832481384277,1340247,150000,42544071,2,34,半导体
34,002993,奥海科技,-10.0,37.26,3.24亿,88.85亿,102.85亿,55.119041442871094,3.4240994453430176,1535112,145427,33023538,2,9,消费电子
35,605588,冠石科技,-10.006998062133789,38.58,1.24亿,28.20亿,28.27亿,-32.22034454345703,4.16650915145874,1585638,141023,11203632,2,16,光学光电
36,603777,来伊份,-9.984871864318848,11.9,1.60亿,39.80亿,39.80亿,-70.86592102050781,3.832827091217041,1587936,150000,10477950,2,8,休闲食品
37,600539,狮头股份,-10.011848449707031,15.19,2.74亿,34.94亿,34.94亿,1659.658935546875,7.4408745765686035,1660267,150000,16851786,1,7,互联网电
38,603903,中持股份,-9.970888137817383,12.37,1.93亿,31.58亿,31.58亿,45.782928466796875,5.814226150512695,1686031,142104,11337052,1,7,环境治理
39,002631,德尔未来,-9.93197250366211,6.62,2.29亿,52.53亿,52.78亿,-93.94734191894531,4.108051776885986,1712594,145351,17862746,1,8,家居用品
40,600379,宝光股份,-10.0,10.08,2.20亿,33.28亿,33.28亿,90.22614288330078,6.322388172149658,1767991,150000,19718535,1,8,电网设备
41,603976,正川股份,-10.00800609588623,22.48,2.08亿,35.70亿,35.70亿,130.71681213378906,5.613437175750732,1796152,150000,27839508,1,18,医疗器械
42,003004,声迅股份,-10.006263732910156,57.47,2.11亿,39.51亿,47.05亿,-349.0000305175781,5.057581901550293,1816052,145627,19709508,2,14,计算机设
43,301276,嘉曼服饰,-20.01748275756836,18.3,1.44亿,13.22亿,23.72亿,11.790804862976074,9.99266529083252,1826340,145409,23201727,1,18,服装家纺
44,688096,京源环保,-20.0,7.6,1.16亿,17.77亿,17.77亿,-95.43004608154297,5.875584602355957,1831516,141858,20823698,1,5,环境治理
45,003018,金富科技,-9.995251655578613,37.91,4.54亿,107.86亿,119.02亿,144.41128540039062,3.9650018215179443,1885491,145148,46941865,3,4,包装印刷
46,603407,长裕集团,-10.003384590148926,53.17,2.77亿,19.09亿,216.87亿,97.22064208984375,14.008576393127441,1903486,150000,34199420,2,20,化学原料
47,603090,宏盛股份,-10.0,36.0,2.14亿,36.00亿,36.00亿,52.21771240234375,5.60260009765625,1911600,150000,9327600,1,2,通用设备
48,001268,联合精密,-9.979423522949219,17.5,6533.20万,16.51亿,26.37亿,-376.1942443847656,3.734395742416382,2035250,145418,4005400,1,4,家电零部
49,002134,天津普林,-10.008976936340332,20.05,3.54亿,49.64亿,49.68亿,107.13861083984375,6.762081623077393,2051115,145615,19907645,1,6,元件
50,600110,诺德股份,-9.949748992919922,8.96,10.03亿,155.47亿,155.47亿,96.95267486572266,6.1692914962768555,2276736,150000,137688533,1,5,电池
51,603063,禾望电气,-9.984496116638184,29.03,8.55亿,134.19亿,134.74亿,65.89265441894531,6.0691680908203125,2328206,150000,90103314,1,15,风电设备
52,002695,煌上煌,-10.021322250366211,8.44,1.62亿,43.17亿,47.23亿,25.88822364807129,3.6986043453216553,2345476,132348,24637204,2,16,休闲食品
53,603015,弘讯科技,-9.949748992919922,8.96,7701.71万,36.22亿,36.22亿,133.8319854736328,2.034768581390381,2350208,150000,10172533,1,6,自动化设
54,002240,盛新锂能,-10.006925582885742,25.99,15.00亿,237.26亿,237.88亿,12.81608772277832,6.069361686706543,2869296,145348,151166519,1,17,能源金属
