序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000037,深南电A,10.12,27.57,11276.0376,107335.6495,连续三个交易日内，涨幅偏离值累计达20%的证券
2,000600,建投能源,8.98,20.18,16880.1909,142166.0254,连续三个交易日内，涨幅偏离值累计达20%的证券
3,000601,韶能股份,7.05,21.33,27510.8074,182249.4943,连续三个交易日内，涨幅偏离值累计达20%的证券
4,000862,银星能源,5.42,21.08,12539.5993,63625.0256,连续三个交易日内，涨幅偏离值累计达20%的证券
5,000899,赣能股份,11.76,27.38,10645.3004,117108.0395,连续三个交易日内，涨幅偏离值累计达20%的证券
6,001369,双欣材料,13.22,20.34,5878.4707,74399.7911,连续三个交易日内，涨幅偏离值累计达20%的证券
7,002173,创新医疗,18.71,25.97,20465.3069,362553.3533,连续三个交易日内，涨幅偏离值累计达20%的证券
8,600021,上海电力,16.35,20.07,31030.181,466847.54,连续三个交易日内，涨幅偏离值累计达20%的证券
9,600032,浙江新能,7.78,21.91,18647.3864,132643.34,连续三个交易日内，涨幅偏离值累计达20%的证券
10,600095,湘财股份,9.12,20.81,31295.2671,271286.53,连续三个交易日内，涨幅偏离值累计达20%的证券
11,600227,赤天化,3.37,23.44,54645.1798,169304.21,连续三个交易日内，涨幅偏离值累计达20%的证券
12,600236,桂冠电力,11.68,23.26,11161.7427,123666.46,连续三个交易日内，涨幅偏离值累计达20%的证券
13,600310,广西能源,4.83,20.03,34408.5941,154055.56,连续三个交易日内，涨幅偏离值累计达20%的证券
14,600602,云赛智联,19.27,20.12,23736.2664,442264.01,连续三个交易日内，涨幅偏离值累计达20%的证券
15,600644,乐山电力,9.91,23.22,11292.3126,105808.56,连续三个交易日内，涨幅偏离值累计达20%的证券
16,600722,金牛化工,9.38,23.25,9836.3693,86206.27,连续三个交易日内，涨幅偏离值累计达20%的证券
17,600744,华银电力,6.56,23.26,25982.5101,162614.13,连续三个交易日内，涨幅偏离值累计达20%的证券
18,600982,宁波能源,5.52,21.44,21124.4571,108441.14,连续三个交易日内，涨幅偏离值累计达20%的证券
19,603519,立霸股份,17.6,25.0,5405.5316,87466.56,连续三个交易日内，涨幅偏离值累计达20%的证券
20,603823,百合花,77.2,22.37,9043.5012,645057.82,连续三个交易日内，涨幅偏离值累计达20%的证券
21,605011,杭州热电,20.04,21.51,4063.9649,76669.36,连续三个交易日内，涨幅偏离值累计达20%的证券
22,605179,一鸣食品,15.7,20.5,3922.3628,57652.8,连续三个交易日内，涨幅偏离值累计达20%的证券
23,000759,中百集团,7.22,25.31,16597.606,118698.3215,换手率达20%的证券
24,002396,星网锐捷,28.74,26.91,20381.0454,612431.6746,换手率达20%的证券
25,003001,中岩大地,17.6,24.41,2791.3287,52729.1728,换手率达20%的证券
26,600664,哈药股份,5.31,29.46,74186.7065,386326.43,换手率达20%的证券
27,603118,共进股份,13.57,22.49,17704.1169,264749.2,换手率达20%的证券
28,603137,恒尚节能,25.97,23.28,4258.788,125878.65,换手率达20%的证券
29,603538,美诺华,31.07,21.11,7113.3015,226042.53,换手率达20%的证券
30,920046,亿能电力,23.6,22.88,1279.6037,28514.57,换手率达20%的证券
31,920072,科莱瑞迪,27.66,23.11,334.2395,9016.61,换手率达20%的证券
32,920088,科力股份,55.0,32.7,1057.7325,54806.7,换手率达20%的证券
33,920117,龙鑫智能,25.03,40.26,813.9006,21203.09,换手率达20%的证券
34,920211,新睿电子,126.0,22.75,131.033,17891.44,换手率达20%的证券
35,000539,粤电力A,5.84,11.33,16860.1756,95497.8207,涨幅偏离值达7%的证券
36,000596,古井贡酒,93.83,11.33,1138.8249,104465.0864,涨幅偏离值达7%的证券
37,000722,湖南发展,15.21,11.33,7535.5637,110083.8182,涨幅偏离值达7%的证券
38,000767,晋控电力,3.76,11.33,33092.8728,121043.4173,涨幅偏离值达7%的证券
39,002440,闰土股份,11.78,11.33,10032.9679,114272.9598,涨幅偏离值达7%的证券
40,600126,杭钢股份,6.23,9.22,17602.0525,108626.42,涨幅偏离值达7%的证券
41,600821,金开新能,6.24,9.2,8563.3829,51800.02,涨幅偏离值达7%的证券
42,600863,华能蒙电,5.02,9.24,33217.7669,161537.91,涨幅偏离值达7%的证券
43,000811,冰轮环境,40.2,20.42,5364.4378,224373.2058,振幅值达15%的证券
44,001896,豫能控股,14.82,19.43,19455.1866,275801.5467,振幅值达15%的证券
45,002432,九安医疗,72.5,21.76,9182.2987,751870.0489,振幅值达15%的证券
46,002515,金字火腿,7.06,19.48,12842.9061,96432.1541,振幅值达15%的证券
47,600396,华电辽能,12.82,22.21,28207.8792,342256.01,振幅值达15%的证券
48,603580,艾艾精工,40.43,22.21,2092.9343,95379.12,振幅值达15%的证券
49,603938,三孚股份,40.88,19.99,3530.3854,153226.13,振幅值达15%的证券
50,001309,德明利,482.89,-8.67,1776.0246,859692.313,跌幅偏离值达7%的证券
51,002185,华天科技,16.85,-8.67,43612.3753,766369.2171,跌幅偏离值达7%的证券
52,002281,光迅科技,170.51,-8.67,4581.7973,807224.9077,跌幅偏离值达7%的证券
53,002384,东山精密,217.73,-8.67,10882.4069,2458373.9099,跌幅偏离值达7%的证券
54,002463,沪电股份,115.02,-8.67,8742.6039,1044070.1014,跌幅偏离值达7%的证券
55,200512,闽灿坤B,1.85,-11.71,57.87,98.4204,跌幅偏离值达7%的证券
56,600162,香江控股,2.75,-10.98,30894.8586,87434.11,跌幅偏离值达7%的证券
57,600226,亨通股份,5.55,-10.9,16687.2962,97398.04,跌幅偏离值达7%的证券
58,600545,卓郎智能,3.66,-10.93,10414.951,40631.89,跌幅偏离值达7%的证券
59,300005,探路者,11.9,-20.0,11559.1286,147884.6563,
60,301176,逸豪新材,39.66,-20.0,1809.7051,79609.7994,
61,301217,铜冠铜箔,103.24,-20.0,2504.6897,266614.9246,
62,301511,德福科技,76.98,-20.0,4851.1632,406695.2185,
63,301520,万邦医药,53.3,-20.0,1467.1069,88416.5202,
64,688146,中船特气,200.8,-20.0,1801.6878,399954.82,
65,688308,欧科亿,85.6,-20.0,1809.8758,174745.0,
66,688386,泛亚微透,56.02,-20.01,520.2605,32849.09,
67,688500,慧辰股份,27.46,-20.01,202.5257,5561.36,
68,688502,茂莱光学,363.92,-20.0,312.994,126687.85,
69,300201,海伦哲,10.58,32.25,9615.9292,109053.4859,
70,300649,杭州园林,20.92,37.04,1316.3675,29797.4869,
71,300806,斯迪克,53.69,33.49,4325.7636,250948.4966,
72,301583,托伦斯,110.22,34.89,1430.294,179715.8389,
73,688257,新锐股份,58.44,33.13,2957.7947,185460.17,
74,688359,三孚新科,105.82,32.2,894.3118,105534.67,
75,688371,菲沃泰,22.86,31.71,1623.9107,41249.1,
76,688549,中巨芯,21.28,35.48,12817.3086,301554.28,
77,688669,聚石化学,64.01,40.29,793.7502,61976.65,
78,920367,新赣江,25.28,30.0,884.9674,24917.79,
79,300040,九洲集团,6.83,36.7,22438.2802,137349.81,
80,300164,通源石油,12.2,32.05,43507.0968,480364.9493,
81,300317,珈伟新能,4.65,38.94,37829.826,158987.3496,
82,300368,汇金股份,9.41,34.46,9736.3185,83071.5141,
83,301609,山大电力,37.46,30.7,1445.5196,50425.3806,
84,300515,三德科技,14.86,20.0,597.7015,8880.9352,
85,300534,陇神戎发,12.04,20.0,11295.4175,124624.0698,
86,301190,善水科技,17.42,20.0,1266.0662,20778.2761,
87,688057,金达莱,16.81,19.99,856.5811,14170.6,
88,688382,益方生物,26.04,15.48,3284.1135,81910.63,
89,301042,安联锐视,33.3,-37.84,2290.3866,98635.7976,
90,600176,中国巨石,39.44,-21.55,57969.4875,2616216.73,连续三个交易日内，跌幅偏离值累计达20%的证券
91,600206,有研新材,35.87,-20.69,25585.6968,1075213.43,连续三个交易日内，跌幅偏离值累计达20%的证券
92,600330,天通股份,17.39,-21.74,30712.1178,615587.84,连续三个交易日内，跌幅偏离值累计达20%的证券
93,600488,津药药业,5.23,-21.04,39967.2476,248241.89,连续三个交易日内，跌幅偏离值累计达20%的证券
94,600641,先导基电,28.94,-23.07,21959.463,744768.81,连续三个交易日内，跌幅偏离值累计达20%的证券
95,600869,远东股份,15.35,-20.83,32472.9445,571942.89,连续三个交易日内，跌幅偏离值累计达20%的证券
96,603045,福达合金,50.63,-21.29,2337.1837,137319.93,连续三个交易日内，跌幅偏离值累计达20%的证券
97,603061,金海通,283.08,-20.24,1374.3064,448985.32,连续三个交易日内，跌幅偏离值累计达20%的证券
98,603115,海星股份,65.66,-23.07,2446.36,183597.74,连续三个交易日内，跌幅偏离值累计达20%的证券
99,603256,宏和科技,144.25,-20.12,4553.0473,757953.23,连续三个交易日内，跌幅偏离值累计达20%的证券
100,603283,赛腾股份,42.17,-22.56,8093.5757,399727.05,连续三个交易日内，跌幅偏离值累计达20%的证券
101,603324,盛剑科技,26.47,-20.19,1915.3019,57891.59,连续三个交易日内，跌幅偏离值累计达20%的证券
102,603669,灵康药业,5.91,-23.09,14565.469,104806.97,连续三个交易日内，跌幅偏离值累计达20%的证券
103,603683,晶华新材,20.7,-23.08,1313.46,35350.89,连续三个交易日内，跌幅偏离值累计达20%的证券
104,603698,航天工程,23.48,-22.91,11614.768,308196.08,连续三个交易日内，跌幅偏离值累计达20%的证券
105,603738,泰晶科技,30.62,-20.08,10372.7366,367570.16,连续三个交易日内，跌幅偏离值累计达20%的证券
