序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3930.1164,-11.972,-0.304,3942.0879,3955.5489,3980.2022,3915.2213,537286161.0,938255187184,9382.55亿
2,sz399001,深证成指,13516.969,-108.153,-0.794,13625.122,13725.65,13798.358,13448.793,67847537179.0,1092412648913,10924.13亿
3,Total,沪深总成交额,,,,,,,,,2030667836097,20306.68亿
