序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,龙版传媒,605577,5,5天5板,9.971712112426758,15.55,4.95亿,69.11亿,69.11亿,7.270991325378418,83333989,093109,093551,2,出版
2,恒盛能源,605580,2,2天2板,9.985315322875977,22.47,8133.24万,62.92亿,62.92亿,1.292714238166809,102941811,092501,092501,0,电力
3,新炬网络,605398,2,2天2板,9.983498573303223,26.66,1.09亿,43.38亿,43.38亿,2.5223724842071533,83906671,092501,092501,0,IT服务Ⅱ
4,爱仕达,002403,2,2天2板,10.04878044128418,11.28,1.35亿,33.52亿,38.42亿,4.086751461029053,87603300,093133,093133,0,小家电
5,百大集团,600865,2,2天2板,9.980620384216309,11.35,6.02亿,42.70亿,42.70亿,15.303146362304688,25398950,135254,140606,2,一般零售
6,海通发展,603162,2,2天2板,9.992486953735352,14.64,11.97亿,61.84亿,201.30亿,19.81428337097168,25500757,093840,104052,9,航运港口
7,亚盛集团,600108,2,2天2板,10.1010103225708,4.36,9.44亿,84.89亿,84.89亿,11.68822193145752,157784414,093623,093750,1,种植业
8,翠微股份,603123,1,4天2板,10.039369583129883,11.18,3.55亿,72.92亿,89.30亿,4.866092681884766,382641235,093002,093002,0,多元金融
9,高争民爆,002827,1,首板,9.993349075317383,66.15,6.33亿,182.57亿,183.27亿,3.50026798248291,79489147,093039,094315,3,化学制品
10,楚天龙,003040,1,11天7板,10.0,21.12,10.40亿,96.49亿,97.39亿,10.79935359954834,542740957,093000,093000,0,通信设备
11,会稽山,601579,1,首板,10.009140968322754,24.07,3.99亿,115.41亿,115.41亿,3.516770362854004,69676873,093449,094034,1,非白酒
12,播恩集团,001366,1,3天2板,10.038313865661621,14.36,2.07亿,23.07亿,23.07亿,9.386992454528809,70654072,094448,094448,0,饲料
13,古越龙山,600059,1,首板,10.059880256652832,9.19,6.55亿,83.77亿,83.77亿,7.907764911651611,3980813,094710,144322,22,非白酒
14,中水渔业,000798,1,首板,9.978307723999023,10.14,2.14亿,37.10亿,37.10亿,5.901119709014893,68788411,094830,094830,0,渔业
15,通达电气,603390,1,首板,10.0,11.11,1.49亿,39.00亿,39.07亿,3.8840248584747314,64693530,093818,093909,1,汽车零部
16,天沃科技,002564,1,首板,10.044642448425293,4.93,7829.27万,42.34亿,42.34亿,1.8954565525054932,84331101,095012,095012,0,专用设备
17,敦煌种业,600354,1,6天3板,10.038119316101074,8.66,12.40亿,45.71亿,45.71亿,27.93406105041504,9999017,095108,145105,19,种植业
18,欢瑞世纪,000892,1,5天4板,10.039369583129883,5.59,16.60亿,39.73亿,54.84亿,43.850101470947266,10029019,095430,144109,20,影视院线
19,天邦食品,002124,1,首板,10.0,2.42,6.87亿,47.73亿,53.77亿,14.635340690612793,27342950,095448,110515,1,养殖业
20,湖南天雁,600698,1,首板,10.013908386230469,7.91,6.09亿,65.69亿,84.53亿,9.438883781433105,11577867,095542,144545,4,汽车零部
21,柏星龙,920075,1,首板,30.000001907348633,21.32,1.22亿,7.49亿,13.82亿,17.23892593383789,31648282,095711,095711,0,包装印刷
22,华天酒店,000428,1,首板,10.093896865844727,4.69,2.80亿,47.79亿,47.79亿,6.0949015617370605,31297659,095857,095857,0,酒店餐饮
23,中国出版,601949,1,首板,10.0,5.83,3.06亿,111.00亿,111.00亿,2.807518720626831,19300162,094840,094840,0,出版
24,邦基科技,603151,1,首板,10.01213550567627,18.13,1.01亿,31.05亿,31.05亿,3.3589675426483154,23813755,101605,101605,0,饲料
25,统一股份,600506,1,首板,10.011919021606445,18.46,6.07亿,46.08亿,46.08亿,13.657356262207031,78144133,101922,102849,2,炼化及贸
26,合富中国,603122,1,首板,9.975668907165527,13.56,4.50亿,53.98亿,53.98亿,8.573790550231934,27327468,103632,144805,2,医疗服务
27,福建水泥,600802,1,首板,9.91561222076416,5.21,1.26亿,23.87亿,23.87亿,5.370412349700928,6172552,103308,103308,0,水泥
28,平潭发展,000592,1,首板,9.985315322875977,7.49,24.72亿,143.44亿,144.69亿,17.804250717163086,152791506,104303,132230,1,林业Ⅱ
29,安记食品,603696,1,首板,10.03636360168457,15.13,4.96亿,35.59亿,35.59亿,14.220208168029785,8669490,104504,144658,14,调味发酵
