序号,代码,名称,最新价,涨跌幅,成交额(亿元)
2,sz000977,浪潮信息,77.72,-9.994,137.08亿
3,sh600150,中国船舶,37.47,9.178,123.93亿
18,sh603228,景旺电子,96.34,8.957,74.14亿
