序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,高争民爆,002827,5天4板,10.010509490966797,41.87,41.87,24.02亿,115.56亿,116.00亿,21.20249366760254,0.0,092500,26,8.013662338256836,化学制品
2,皇氏集团,002329,0天0板,6.430868148803711,3.31,3.42,3.32亿,21.57亿,27.55亿,15.497282028198242,0.0,094315,1,10.289388656616211,饮料乳品
3,炜冈科技,001256,0天0板,8.459595680236816,25.77,26.14,1.46亿,27.55亿,36.75亿,5.406745433807373,0.0,112718,3,11.111111640930176,专用设备
4,胜蓝股份,300843,0天0板,17.878089904785156,112.55,114.58,12.44亿,180.64亿,184.25亿,7.206943511962891,0.0,133106,4,19.449100494384766,消费电子
5,宏和科技,603256,0天0板,8.870967864990234,125.55,126.85,34.09亿,1104.50亿,1135.71亿,3.1768267154693604,0.0,133236,3,12.35692024230957,玻璃玻纤
6,欧莱新材,688530,0天0板,17.038593292236328,44.58,45.71,6.14亿,31.11亿,71.35亿,20.616323471069336,0.0,133929,1,19.375164031982422,半导体
7,兴森科技,002436,0天0板,9.239543914794922,28.73,28.93,38.91亿,436.10亿,488.32亿,9.145870208740234,0.0,134015,3,10.456274032592773,元件
8,长源东谷,603950,0天0板,9.1304349899292,52.71,53.13,4.73亿,170.71亿,170.85亿,2.8481595516204834,0.0,135311,1,11.262939453125,汽车零部
9,欧克科技,001223,3天2板,9.095935821533203,39.46,39.79,2.24亿,27.56亿,51.57亿,8.413154602050781,0.0,135515,8,12.49654483795166,自动化设
10,大族激光,002008,0天0板,8.668883323669434,88.25,89.33,44.94亿,844.31亿,908.63亿,5.421348571777344,0.0,140048,1,11.094693183898926,自动化设
11,华源控股,002787,0天0板,8.429752349853516,19.68,19.97,4.43亿,48.82亿,65.42亿,9.377771377563477,0.0,140109,1,10.798898696899414,包装印刷
12,博迁新材,605376,0天0板,9.321128845214844,143.32,144.21,26.79亿,374.93亿,374.93亿,7.411957740783691,0.0,140139,2,13.470633506774902,金属新材
13,洁美科技,002859,0天0板,8.75475788116455,60.0,60.69,15.38亿,256.99亿,272.19亿,6.182710647583008,0.0,141000,1,13.829980850219727,其他电子
14,科新发展,600234,0天0板,7.714958667755127,18.29,18.68,8424.40万,48.02亿,48.02亿,1.7763152122497559,0.0,141204,1,10.12956428527832,装修装饰
15,中钨高新,000657,0天0板,8.793498992919922,52.21,52.79,41.48亿,758.85亿,1189.66亿,5.571543216705322,0.0,141318,1,9.731193542480469,小金属
