序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,旭光电子,600353,4,11天6板,10.002617835998535,42.01,13.57亿,348.18亿,348.18亿,3.9395227432250977,346903036,093135,093135,0,其他电子
2,艾华集团,603989,3,3天3板,9.992049217224121,41.5,2.20亿,165.49亿,165.49亿,1.3470396995544434,127836351,093047,093047,0,元件
3,贤丰控股,002141,3,8天4板,10.04672908782959,4.71,2.58亿,48.65亿,48.65亿,5.3909592628479,113782296,093109,093109,0,动物保健
4,江钨装备,600397,3,3天3板,10.0217866897583,20.2,29.56亿,199.97亿,199.97亿,15.531048774719238,33317880,140036,144139,3,专用设备
5,中天精装,002989,3,3天3板,10.008831024169922,37.37,7.61亿,68.51亿,75.34亿,11.372570991516113,46338052,094839,101615,9,装修装饰
6,通鼎互联,002491,2,2天2板,9.996517181396484,31.58,17.25亿,371.53亿,388.43亿,4.712760925292969,232353450,093057,093057,0,通信设备
7,中京电子,002579,2,2天2板,10.016242027282715,20.32,14.22亿,118.55亿,124.48亿,12.147542953491211,166495984,093212,093500,2,元件
8,金博股份,688598,2,2天2板,20.004016876220703,59.75,17.75亿,121.64亿,124.02亿,14.992186546325684,50302688,093951,100436,6,非金属材
9,冰轮环境,000811,2,8天4板,9.994523048400879,40.17,1.70亿,393.02亿,398.68亿,0.4330304265022278,341234067,092500,092500,0,通用设备
10,立航科技,603261,2,2天2板,10.0,44.77,1.17亿,34.70亿,34.70亿,3.388554573059082,16197786,093115,093612,4,航空装备
11,智微智能,001339,2,2天2板,10.000866889953613,126.93,9.66亿,158.07亿,320.23亿,6.220464706420898,154063191,094339,094606,2,计算机设
12,盛剑科技,603324,2,6天3板,10.005104064941406,43.1,7.65亿,63.65亿,63.65亿,12.44101619720459,16069404,130447,131811,5,环保设备
13,三祥新材,603663,1,3天2板,9.99497127532959,87.49,16.24亿,370.05亿,370.34亿,4.4168291091918945,36515088,093047,141138,2,化学原料
14,祥龙电业,600769,1,首板,9.988518714904785,19.16,1.04亿,71.85亿,71.85亿,1.441874384880066,147585648,092502,092502,0,环境治理
15,长裕集团,603407,1,4天3板,10.008084297180176,68.04,1.60亿,24.43亿,277.52亿,6.552343368530273,168155620,092503,092503,0,化学原料
16,东方锆业,002167,1,首板,10.027284622192383,16.13,4.56亿,122.38亿,124.95亿,3.7271997928619385,417903298,092500,092500,0,小金属
17,爱迪特,301580,1,首板,20.003799438476562,63.17,2.20亿,63.68亿,94.24亿,3.453092575073242,234128866,092500,092500,0,医疗器械
18,晶升股份,688478,1,首板,20.00596809387207,80.44,4.31亿,111.30亿,111.30亿,4.022396564483643,188654323,093350,093350,0,半导体
19,丰元股份,002805,1,3天2板,9.983633041381836,26.88,8.28亿,74.95亿,75.28亿,11.121984481811523,29230360,093118,104248,7,电池
20,华达科技,603358,1,首板,9.994416236877441,39.4,11.46亿,181.94亿,185.08亿,6.322932243347168,12864100,093648,144715,23,汽车零部
21,共达电声,002655,1,首板,9.98967456817627,42.61,16.16亿,155.01亿,155.32亿,10.523432731628418,28970539,093645,131651,3,消费电子
22,天润工业,002283,1,首板,10.039761543273926,11.07,4.72亿,111.01亿,126.14亿,4.302578449249268,68479020,093824,095042,1,汽车零部
23,江西铜业,600362,1,4天2板,10.008254051208496,53.31,65.81亿,1106.31亿,1845.98亿,6.0043792724609375,254477577,093723,112823,3,工业金属
24,康欣新材,600076,1,首板,9.880239486694336,3.67,1.06亿,49.34亿,49.34亿,2.202329158782959,50226625,093941,093941,0,包装印刷
