序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,凯盛新能,600876,2天1板,5.414012908935547,9.93,10.36,3.50亿,39.29亿,64.12亿,8.889579772949219,0.0,093457,1,9.235669136047363,玻璃玻纤
2,黄河旋风,600172,0天0板,5.338346004486084,14.01,14.63,48.94亿,178.80亿,202.05亿,26.862442016601562,0.0,093953,1,6.39097785949707,通用设备
3,荣丰控股,000668,0天0板,4.802259922027588,22.26,23.36,1.86亿,32.69亿,32.69亿,5.577245235443115,0.04494382068514824,094236,1,9.27495288848877,房地产开
4,康美药业,600518,0天0板,3.6764707565307617,1.41,1.5,8.03亿,194.90亿,194.99亿,4.045860767364502,0.0,094334,1,11.029412269592285,中药Ⅱ
5,深桑达Ａ,000032,6天4板,5.94315242767334,24.6,25.54,36.67亿,279.94亿,298.93亿,12.952615737915039,0.0,094542,1,9.948320388793945,专业工程
6,丹娜生物,920009,0天0板,20.951007843017578,41.97,45.11,8812.98万,4.23亿,32.55亿,20.926815032958984,0.047675807029008865,094829,1,25.129682540893555,医疗器械
7,京能置业,600791,0天0板,-5.314009666442871,9.8,11.39,5.64亿,44.33亿,44.38亿,11.612732887268066,-0.10193679481744766,095005,1,16.231884002685547,房地产开
8,正和生态,605069,0天0板,2.69016695022583,11.07,11.86,2.39亿,23.43亿,23.43亿,9.982537269592285,0.4537205100059509,095011,1,10.76066780090332,环境治理
9,雷柏科技,002577,0天0板,7.845304012298584,19.52,19.91,2.80亿,54.79亿,54.79亿,5.151556015014648,0.0,095239,1,10.828728675842285,计算机设
10,亚盛集团,600108,0天0板,5.2478132247924805,3.61,3.77,9.25亿,70.28亿,70.28亿,13.095758438110352,-0.5509641766548157,095430,1,13.70262336730957,种植业
11,盛视科技,002990,4天2板,3.60326886177063,55.78,59.22,10.06亿,76.99亿,146.06亿,12.749444007873535,-0.017924359068274498,095621,1,7.800891399383545,计算机设
12,应流股份,603308,0天0板,6.581209659576416,68.18,70.37,31.18亿,462.97亿,462.97亿,6.6469621658325195,0.0,095656,3,7.331561088562012,通用设备
13,鲁信创投,600783,0天0板,6.021073818206787,21.13,21.92,12.01亿,157.28亿,157.28亿,7.635119915008545,0.0947418287396431,095758,1,12.393377304077148,通用设备
14,深振业Ａ,000006,0天0板,6.072351455688477,8.21,8.51,5.07亿,110.83亿,110.83亿,4.56771183013916,0.0,100030,1,10.206718444824219,房地产开
15,三人行,605168,0天0板,7.609775543212891,54.16,55.36,6.41亿,114.18亿,114.18亿,5.648333549499512,-0.055360764265060425,100239,1,9.835088729858398,广告营销
