序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,300411,金盾股份,-19.963703155517578,8.82,5.11亿,27.26亿,35.86亿,300.4041748046875,18.3002986907959,1241503,150000,348512597,1,11,专用设备
2,000539,粤电力Ａ,-9.975668907165527,7.4,19.35亿,189.10亿,388.52亿,-64.04886627197266,9.847758293151855,4077969,150000,120008771,1,3,电力
3,600539,狮头股份,-9.975062370300293,14.44,3.89亿,33.21亿,33.21亿,1577.7138671875,11.053174018859863,7747060,133611,60168592,1,7,互联网电
4,000037,深南电A,-9.982638359069824,10.37,5.12亿,35.14亿,62.51亿,129.9457550048828,14.119976997375488,8897460,140730,42273305,1,0,电力
5,001269,欧晶科技,-9.981024742126465,23.72,2.93亿,45.64亿,45.64亿,-104.95089721679688,6.204007148742676,15152810,132124,42694099,1,10,光伏设备
6,603070,万控智造,-9.972451210021973,16.34,1.60亿,65.52亿,65.52亿,-85.72151947021484,2.408254384994507,23397246,101559,91768708,1,13,电网设备
7,603212,赛伍技术,-10.025219917297363,14.27,6.05亿,62.43亿,62.43亿,-135.33328247070312,9.319585800170898,29205467,143223,55849269,1,1,光伏设备
8,603778,国晟科技,-9.975961685180664,14.98,12.68亿,96.30亿,98.87亿,-70.9587173461914,12.906942367553711,36824585,140854,177806607,1,7,光伏设备
9,000777,中核科技,-10.018298149108887,19.67,10.77亿,75.42亿,75.42亿,-176.07333374023438,14.095796585083008,64323516,134406,1817162630,1,2,通用设备
10,002568,百润股份,-10.010881423950195,16.54,3.17亿,126.21亿,172.28亿,19.90006446838379,2.476560115814209,73172943,093621,110735249,1,1,非白酒
11,601991,大唐发电,-9.967141151428223,8.22,87.23亿,1018.96亿,1521.25亿,13.143702507019043,8.121872901916504,73722344,145646,502709765,1,1,电力
12,605006,山东玻纤,-10.0,23.4,6.17亿,147.04亿,147.04亿,364.5894470214844,4.175884246826172,448996696,093204,7132032179,1,1,玻璃玻纤
