序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4026.6256,38.068,0.954,3988.558,4006.7267,4026.6256,3992.4071,570259003.0,998435132020,9984.35 亿
2,sz399001,深证成指,14639.952,232.088,1.611,14407.864,14514.688,14640.769,14463.93,68274226324.0,1385270907015,13852.71 亿
3,Total,沪深总成交额,,,,,,,,,2383706039035,23837.06 亿
