序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,300857,协创数据,249.6,20.0,41.6,170763,42.21 亿,4.59,249.6,240.06,240.06,208.0,4.96,74.2,19.68,存储芯片
2,300903,科翔股份,37.8,13.68,4.55,520566,18.84 亿,14.65,37.87,33.0,33.3,33.25,15.85,-103.11,9.09,存储芯片
3,688525,佰维存储,288.1,12.61,32.25,522018,146.30 亿,12.59,294.22,262.01,265.99,255.85,11.09,159.02,24.74,存储芯片
4,688123,聚辰股份,127.8,10.03,11.65,179535,22.26 亿,10.8,129.85,117.3,118.58,116.15,11.34,55.63,7.71,存储芯片
5,002213,大为股份,38.08,9.99,3.46,179726,6.63 亿,10.25,38.08,34.53,34.88,34.62,8.7,-578.9,16.61,存储芯片
6,301592,六九一二,127.0,9.97,11.51,28327,3.40 亿,10.81,127.0,114.52,116.29,115.49,12.13,-296.31,10.14,存储芯片
7,000620,盈新发展,3.11,9.89,0.28,2200347,6.70 亿,9.89,3.11,2.83,2.87,2.83,4.71,-28.18,4.08,存储芯片
8,688652,京仪装备,108.18,8.02,8.03,60871,6.50 亿,10.46,111.43,100.95,101.0,100.15,5.04,122.86,8.26,存储芯片
9,301308,江波龙,381.51,7.62,27.01,241660,91.35 亿,10.96,393.86,355.0,357.91,354.5,8.81,168.29,21.24,存储芯片
10,688766,普冉股份,271.03,7.22,18.25,71814,19.26 亿,8.31,277.0,256.0,257.33,252.78,4.85,193.36,16.6,存储芯片
11,688416,恒烁股份,82.91,7.19,5.56,57280,4.66 亿,8.69,84.79,78.07,78.77,77.35,6.9,-69.7,5.37,存储芯片
12,603986,兆易创新,280.01,6.82,17.87,466205,128.61 亿,5.66,281.23,266.39,269.5,262.14,6.98,119.12,9.84,存储芯片
13,002916,深南电路,285.77,6.36,17.08,147089,41.76 亿,8.6,291.9,268.78,272.14,268.69,2.21,59.42,11.11,存储芯片
14,600667,太极实业,10.19,6.04,0.58,2742988,28.15 亿,8.01,10.57,9.8,9.82,9.61,13.11,36.19,2.46,存储芯片
15,600183,生益科技,66.82,5.28,3.35,799660,53.06 亿,6.9,67.66,63.28,64.5,63.47,3.34,48.68,9.71,存储芯片
