序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,300308,中际旭创,773.0,4.74,224.76 亿
2,300502,新易盛,520.0,1.42,203.35 亿
3,300750,宁德时代,430.79,0.86,186.64 亿
4,300476,胜宏科技,310.0,3.97,178.12 亿
5,000988,华工科技,120.63,-3.62,170.13 亿
6,300394,天孚通信,345.84,-1.47,157.19 亿
7,601138,工业富联,58.92,5.78,148.57 亿
8,300274,阳光电源,139.46,3.89,146.48 亿
9,688525,佰维存储,288.1,12.61,146.30 亿
10,002475,立讯精密,59.14,0.92,144.87 亿
11,603986,兆易创新,280.01,6.82,128.61 亿
12,002384,东山精密,146.0,-0.57,127.67 亿
13,300058,蓝色光标,17.27,4.41,113.22 亿
14,601899,紫金矿业,34.8,3.39,103.62 亿
15,001309,德明利,500.63,3.98,101.64 亿
16,688008,澜起科技,153.36,0.7,98.66 亿
17,688256,寒武纪,1241.98,1.83,94.13 亿
18,301308,江波龙,381.51,7.62,91.35 亿
19,002463,沪电股份,97.54,10.0,89.99 亿
20,600487,亨通光电,52.67,-1.53,83.21 亿
