序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4182.5909,19.709,0.473,4162.8815,4151.8011,4188.7702,4131.3676,861579218.0,1345892469395,13458.92 亿
2,sz399001,深证成指,14465.788,-29.305,-0.202,14495.093,14327.65,14509.689,14285.667,93379464716.0,1674826283498,16748.26 亿
3,Total,沪深总成交额,,,,,,,,,3020718752893,30207.19 亿
