序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,章源钨业,002378,8天5板,8.226600646972656,43.94,44.66,63.90 亿,525.14 亿,527.90 亿,12.26387882232666,-0.0682283341884613,092500,1,6.551723957061768,小金属
2,金正大,002470,8天5板,-6.129032135009766,2.91,3.41,31.36 亿,95.62 亿,95.62 亿,30.806434631347656,0.0,093015,1,17.74193572998047,农化制品
3,四川美丰,000731,2天1板,8.998732566833496,8.6,8.68,13.61 亿,47.20 亿,47.20 亿,28.837051391601562,0.0,093018,8,4.435994625091553,农化制品
4,亿田智能,300911,0天0板,16.51839256286621,48.46,49.91,12.98 亿,83.03 亿,88.84 亿,15.628494262695312,0.0,093239,4,16.61457061767578,厨卫电器
5,岳阳林纸,600963,0天0板,8.415841102600098,6.57,6.67,9.52 亿,115.47 亿,115.47 亿,8.279906272888184,-0.30349013209342957,094600,1,11.551155090332031,造纸
6,赣能股份,000899,4天3板,0.3422313332557678,14.66,16.07,24.62 亿,143.03 亿,143.03 亿,16.600841522216797,0.2735978364944458,094924,1,10.746064186096191,电力
7,中国卫星,600118,0天0板,9.26047134399414,100.17,100.85,119.24 亿,1184.50 亿,1184.50 亿,10.232457160949707,-0.0099820327013731,095656,1,8.56239128112793,航天装备
8,中无人机,688297,0天0板,19.71124839782715,59.7,59.84,31.84 亿,402.98 亿,402.98 亿,8.217872619628906,0.0,100049,1,14.357328414916992,航空装备
9,海通发展,603162,0天0板,7.010581970214844,16.18,16.63,6.89 亿,45.18 亿,150.13 亿,15.483583450317383,0.06184292212128639,101830,2,10.714285850524902,航运港口
10,中英科技,300936,0天0板,12.359550476074219,50.0,53.4,6.31 亿,23.73 亿,37.60 亿,26.702054977416992,0.0,103212,1,18.853933334350586,元件
11,通鼎互联,002491,0天0板,5.004721641540527,11.12,11.65,30.04 亿,130.82 亿,136.78 亿,22.9453125,-0.44762757420539856,103612,1,15.486307144165039,通信设备
12,科创新源,300731,0天0板,15.022323608398438,79.86,83.32,19.11 亿,95.98 亿,100.97 亿,20.04864501953125,0.0,104000,2,18.118968963623047,橡胶
13,长飞光纤,601869,0天0板,4.8030781745910645,242.42,254.44,52.79 亿,985.05 亿,2007.01 亿,5.283199787139893,0.008250825107097626,104439,1,12.878820419311523,通信设备
14,民爆光电,301362,0天0板,15.657880783081055,111.02,115.19,13.35 亿,32.94 亿,116.20 亿,40.770206451416016,0.0,105106,4,19.46036148071289,照明设备
15,德才股份,605287,0天0板,3.742690086364746,53.22,56.43,7.78 亿,74.51 亿,74.51 亿,10.259525299072266,-0.11261261254549026,130109,1,11.364522933959961,装修装饰
16,粤桂股份,000833,0天0板,8.439002990722656,24.8,25.16,21.15 亿,112.52 亿,198.92 亿,19.2876033782959,0.4048583209514618,130203,1,9.5758638381958,综合Ⅱ
17,中煤能源,601898,0天0板,9.096901893615723,16.55,16.69,19.53 亿,1514.66 亿,2194.31 亿,1.31917405128479,0.36385688185691833,131838,1,7.053394794464111,煤炭开采
18,西部材料,002149,0天0板,5.7197699546813965,55.08,57.31,64.01 亿,268.87 亿,268.91 亿,24.044742584228516,-0.018152114003896713,132433,1,10.95969295501709,小金属
19,中国黄金,600916,0天0板,8.370043754577637,12.3,12.49,35.84 亿,206.64 亿,206.64 亿,17.668725967407227,-0.7263922691345215,141006,1,8.281937599182129,饰品
20,国际实业,000159,0天0板,8.96358585357666,7.78,7.85,8.06 亿,37.40 亿,37.40 亿,22.56228256225586,-0.6385695934295654,143300,1,10.504201889038086,炼化及贸
21,三孚股份,603938,0天0板,6.712878704071045,29.25,30.15,12.64 亿,111.92 亿,111.92 亿,11.332880020141602,0.06842285394668579,143306,1,14.84859561920166,化学原料
22,株冶集团,600961,0天0板,9.056604385375977,26.01,26.24,16.64 亿,195.55 亿,279.05 亿,8.882329940795898,0.0,143736,2,11.446540832519531,工业金属
23,山东黄金,600547,0天0板,9.976749420166016,52.03,52.04,77.51 亿,1880.59 亿,2398.55 亿,4.338371276855469,0.0,145226,3,9.744240760803223,贵金属
