序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,300936,中英科技,58.54,20.01,9.76,86118.0,4.85 亿,19.56,58.54,49.0,49.24,48.78,18.15,-459.4,4.4,PCB
2,688655,迅捷兴,29.4,20.0,4.9,119654.0,3.28 亿,19.18,29.4,24.7,24.8,24.5,8.97,-183.48,5.96,PCB
3,688300,联瑞新材,99.96,20.0,16.66,186276.0,18.13 亿,14.35,99.96,88.01,88.01,83.3,7.71,82.48,14.16,PCB
4,301176,逸豪新材,28.97,15.01,3.78,147047.0,4.14 亿,17.11,29.73,25.42,25.42,25.19,26.09,-189.75,3.23,PCB
5,300903,科翔股份,40.97,13.18,4.77,573471.0,22.18 亿,15.39,41.27,35.7,36.9,36.2,17.46,-111.76,9.85,PCB
6,301282,金禄电子,34.2,11.36,3.49,212633.0,7.16 亿,14.23,35.38,31.01,31.01,30.71,18.08,63.08,3.02,PCB
7,300964,本川智能,65.56,11.18,6.59,77569.0,4.99 亿,10.97,66.6,60.13,60.13,58.97,13.87,114.91,4.94,PCB
8,600330,天通股份,17.22,10.03,1.57,1314157.0,22.11 亿,8.31,17.22,15.92,16.12,15.65,10.65,277.92,2.65,PCB
9,001389,广合科技,120.23,10.0,10.93,75082.0,8.86 亿,8.17,120.23,111.3,111.96,109.3,4.97,53.03,14.07,PCB
10,002384,东山精密,108.06,10.0,9.82,913332.0,96.00 亿,6.98,108.06,101.2,102.0,98.24,6.59,121.35,9.29,PCB
11,002636,金安国纪,27.87,9.98,2.53,161749.0,4.39 亿,7.38,27.87,26.0,26.13,25.34,2.23,87.99,5.82,PCB
12,603124,江南新材,107.0,8.63,8.5,22703.0,2.37 亿,9.72,107.8,98.23,100.0,98.5,7.77,70.78,8.68,PCB
13,688388,嘉元科技,45.45,8.32,3.49,302921.0,13.38 亿,7.39,45.6,42.5,43.0,41.96,7.0,332.64,2.79,PCB
14,301251,威尔高,67.05,8.11,5.03,86616.0,5.73 亿,7.51,67.73,63.07,63.54,62.02,16.04,97.05,5.75,PCB
15,688630,芯碁微装,192.72,7.97,14.22,45219.0,8.53 亿,5.48,193.38,183.6,183.6,178.5,3.43,87.57,11.0,PCB
