序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,688048,长光华芯,188.4,20.0,31.4,190392,33.17 亿,17.45,188.4,161.0,163.86,157.0,10.8,1701.16,11.05,光通信模块
2,920045,蘅东光,385.0,17.04,56.05,25089,9.01 亿,14.8,385.7,337.0,337.88,328.95,12.47,86.83,24.34,光通信模块
3,688662,富信科技,71.78,15.49,9.63,98428,6.88 亿,15.61,73.0,63.3,64.46,62.15,11.15,158.8,8.67,光通信模块
4,688498,源杰科技,917.86,13.84,111.56,43550,38.24 亿,12.25,921.77,823.0,830.0,806.3,5.13,413.19,33.82,光通信模块
5,600330,天通股份,17.22,10.03,1.57,1314157,22.11 亿,8.31,17.22,15.92,16.12,15.65,10.65,277.92,2.65,光通信模块
6,601869,长飞光纤,233.1,10.0,21.19,170543,38.00 亿,8.9,233.1,214.25,217.25,211.91,4.2,308.17,14.94,光通信模块
7,600498,烽火通信,57.2,10.0,5.2,1440117,80.10 亿,8.63,57.2,52.71,53.0,52.0,11.33,113.65,4.88,光通信模块
8,002384,东山精密,108.06,10.0,9.82,913332,96.00 亿,6.98,108.06,101.2,102.0,98.24,6.59,121.35,9.29,光通信模块
9,002281,光迅科技,86.16,10.0,7.83,554095,45.57 亿,9.15,86.16,78.99,78.99,78.33,7.11,72.5,7.11,光通信模块
10,002025,航天电器,56.03,9.99,5.09,281213,15.64 亿,7.89,56.03,52.01,52.01,50.94,6.2,131.04,3.92,光通信模块
11,001267,汇绿生态,45.68,9.99,4.15,451783,20.20 亿,6.41,45.68,43.02,43.8,41.53,7.45,520.12,22.64,光通信模块
12,688143,长盈通,60.57,9.63,5.32,112049,6.59 亿,8.71,60.9,56.09,56.3,55.25,9.16,335.66,5.79,光通信模块
13,600487,亨通光电,49.99,9.34,4.27,1536678,74.48 亿,7.61,50.2,46.72,46.72,45.72,6.28,38.93,4.01,光通信模块
14,688195,腾景科技,228.0,9.04,18.9,98491,22.13 亿,7.88,232.73,216.25,219.0,209.1,7.61,417.77,29.84,光通信模块
15,300548,长芯博创,153.78,8.48,12.02,262122,39.08 亿,6.81,153.96,144.31,144.54,141.76,9.73,134.53,23.92,光通信模块
