序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,301191,菲菱科思,119.35,11.9,12.69,50668,5.90 亿,12.75,121.6,108.0,108.26,106.66,9.71,132.92,4.98,F5G概念
2,600498,烽火通信,57.2,10.0,5.2,1440117,80.10 亿,8.63,57.2,52.71,53.0,52.0,11.33,113.65,4.88,F5G概念
3,002281,光迅科技,86.16,10.0,7.83,554095,45.57 亿,9.15,86.16,78.99,78.99,78.33,7.11,72.5,7.11,F5G概念
4,603803,瑞斯康达,11.0,10.0,1.0,108682,1.20 亿,0.0,11.0,11.0,11.0,10.0,2.56,-74.45,2.98,F5G概念
5,600487,亨通光电,49.99,9.34,4.27,1536678,74.48 亿,7.61,50.2,46.72,46.72,45.72,6.28,38.93,4.01,F5G概念
6,300548,长芯博创,153.78,8.48,12.02,262122,39.08 亿,6.81,153.96,144.31,144.54,141.76,9.73,134.53,23.92,F5G概念
7,603083,剑桥科技,120.1,7.94,8.83,418606,49.33 亿,7.62,121.99,113.51,113.71,111.27,15.19,122.51,12.76,F5G概念
8,688313,仕佳光子,82.99,7.22,5.59,339135,27.53 亿,5.65,83.38,79.01,79.87,77.4,7.5,109.79,24.7,F5G概念
9,002902,铭普光磁,21.54,6.42,1.3,153132,3.24 亿,6.03,21.81,20.59,20.59,20.24,8.62,-25.38,6.0,F5G概念
10,000070,特发信息,17.46,6.01,0.99,1348283,22.80 亿,7.53,17.48,16.24,16.38,16.47,15.17,1474.47,10.43,F5G概念
11,002396,星网锐捷,30.72,5.31,1.55,245392,7.46 亿,4.7,30.85,29.48,29.48,29.17,4.21,39.18,2.61,F5G概念
12,300252,金信诺,14.59,4.59,0.64,302531,4.37 亿,3.44,14.6,14.12,14.16,13.95,5.41,918.26,4.43,F5G概念
13,605277,新亚电子,23.76,4.49,1.02,89681,2.11 亿,2.64,23.79,23.19,23.33,22.74,2.82,36.4,4.77,F5G概念
14,000988,华工科技,123.51,4.14,4.91,1137800,136.37 亿,6.28,124.0,116.55,119.49,118.6,11.32,70.49,11.39,F5G概念
15,300308,中际旭创,547.0,3.99,21.01,283094,153.49 亿,3.6,548.98,530.02,540.0,525.99,2.56,56.28,20.26,F5G概念
