序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,920045,蘅东光,385.0,17.04,56.05,25089,9.01 亿,14.8,385.7,337.0,337.88,328.95,12.47,86.83,24.34,CPO概念
2,688205,德科立,181.0,13.89,22.07,156652,27.84 亿,10.07,183.0,167.0,167.0,158.93,9.9,391.56,12.35,CPO概念
3,688167,炬光科技,341.5,13.64,40.99,80797,26.89 亿,7.82,344.5,321.0,321.0,300.51,8.99,-736.93,13.79,CPO概念
4,300964,本川智能,65.56,11.18,6.59,77569,4.99 亿,10.97,66.6,60.13,60.13,58.97,13.87,114.91,4.94,CPO概念
5,300394,天孚通信,340.48,10.92,33.52,380508,127.46 亿,5.5,341.88,325.01,329.0,306.96,4.9,135.48,54.26,CPO概念
6,600330,天通股份,17.22,10.03,1.57,1314157,22.11 亿,8.31,17.22,15.92,16.12,15.65,10.65,277.92,2.65,CPO概念
7,603803,瑞斯康达,11.0,10.0,1.0,108682,1.20 亿,0.0,11.0,11.0,11.0,10.0,2.56,-74.45,2.98,CPO概念
8,600498,烽火通信,57.2,10.0,5.2,1440117,80.10 亿,8.63,57.2,52.71,53.0,52.0,11.33,113.65,4.88,CPO概念
9,002281,光迅科技,86.16,10.0,7.83,554095,45.57 亿,9.15,86.16,78.99,78.99,78.33,7.11,72.5,7.11,CPO概念
10,002025,航天电器,56.03,9.99,5.09,281213,15.64 亿,7.89,56.03,52.01,52.01,50.94,6.2,131.04,3.92,CPO概念
11,001267,汇绿生态,45.68,9.99,4.15,451783,20.20 亿,6.41,45.68,43.02,43.8,41.53,7.45,520.12,22.64,CPO概念
12,600487,亨通光电,49.99,9.34,4.27,1536678,74.48 亿,7.61,50.2,46.72,46.72,45.72,6.28,38.93,4.01,CPO概念
13,300548,长芯博创,153.78,8.48,12.02,262122,39.08 亿,6.81,153.96,144.31,144.54,141.76,9.73,134.53,23.92,CPO概念
14,603083,剑桥科技,120.1,7.94,8.83,418606,49.33 亿,7.62,121.99,113.51,113.71,111.27,15.19,122.51,12.76,CPO概念
15,300620,光库科技,163.05,7.91,11.95,182534,29.25 亿,6.03,164.2,155.09,155.13,151.1,7.39,264.26,19.57,CPO概念
