序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,海南海药,000566,4,8天6板,10.018214225769043,6.04,7.45亿,78.32亿,78.36亿,9.530638694763184,120544483,093000,101600,1,化学制药
2,先导基电,600641,3,3天3板,10.011402130126953,48.24,32.82亿,448.94亿,456.77亿,7.3817243576049805,460947044,092503,093651,2,半导体
3,恒尚节能,603137,3,3天3板,9.978918075561523,15.65,568.41万,28.63亿,28.63亿,0.1985422670841217,390220230,092503,092503,0,装修装饰
4,恒久退,002808,3,3天3板,8.69565200805664,0.25,536.78万,4671.53万,6720.00万,11.550288200378418,19008,092500,143957,11,光学光电
5,凤凰航运,000520,2,2天2板,10.0,4.51,1.68亿,45.64亿,45.64亿,3.716066837310791,37478866,093012,093345,2,航运港口
6,韶能股份,000601,2,2天2板,9.937888145446777,7.08,5.07亿,74.31亿,75.36亿,6.895941257476807,89712634,093109,093339,1,电力
7,益生股份,002458,2,2天2板,10.058479309082031,9.41,9.76亿,90.94亿,134.68亿,10.833244323730469,60892411,093057,094851,6,养殖业
8,宜宾纸业,600793,2,2天2板,9.977324485778809,14.55,6353.34万,25.74亿,25.74亿,2.5094237327575684,61404783,093135,093135,0,造纸
9,亚威股份,002559,2,5天3板,10.01430606842041,15.38,14.24亿,77.52亿,84.55亿,18.67824363708496,10039617,093651,093651,0,通用设备
10,争光股份,301092,2,2天2板,20.004074096679688,58.91,5.40亿,35.90亿,79.25亿,15.461567878723145,19487545,093536,094203,5,塑料
11,易明医药,002826,2,2天2板,9.981851577758789,18.18,1.27亿,33.58亿,34.67亿,3.83718204498291,30558762,093215,094939,5,化学制药
12,美诺华,603538,2,2天2板,9.997207641601562,39.39,3.87亿,94.79亿,95.64亿,4.125134468078613,98746791,093111,093111,0,化学制药
13,和远气体,002971,2,2天2板,10.0,75.02,17.17亿,117.33亿,158.01亿,15.13784408569336,69656070,094057,094503,3,化学制品
14,福莱新材,605488,2,2天2板,10.0,34.32,7.01亿,94.71亿,103.61亿,7.559617042541504,56965708,100926,132639,3,塑料
15,粤海饲料,001313,2,2天2板,10.0,8.58,2.75亿,59.99亿,60.06亿,4.720195293426514,36199878,130109,130109,0,饲料
16,金石资源,603505,2,2天2板,10.013531684875488,24.39,25.15亿,205.28亿,205.28亿,12.725604057312012,29130220,112822,144655,4,化学制品
17,富春染织,605189,2,2天2板,10.030165672302246,14.59,3.57亿,34.76亿,34.76亿,10.64159107208252,32497707,133452,133452,0,纺织制造
18,S佳通,600182,2,2天2板,4.9703264236450195,14.15,2862.08万,24.05亿,48.11亿,1.1991182565689087,12106725,094237,094331,1,汽车零部
19,华映科技,000536,2,2天2板,10.027100563049316,4.06,6.32亿,112.18亿,112.30亿,5.854804992675781,72384586,095118,095118,0,光学光电
20,天娱数科,002354,1,10天5板,10.0,10.34,10.57亿,168.10亿,171.08亿,6.315818786621094,502010308,093003,093003,0,广告营销
21,福石控股,300071,1,首板,19.891008377075195,4.4,7.08亿,41.60亿,42.41亿,17.847394943237305,8120200,093215,140803,1,广告营销
22,欢瑞世纪,000892,1,首板,10.144927024841309,3.8,7380.87万,27.01亿,37.28亿,2.7702677249908447,42454082,093257,093257,0,影视院线
23,优彩资源,002998,1,首板,10.071942329406738,7.65,7407.92万,20.69亿,27.14亿,3.5915334224700928,37434739,092500,093115,1,化学纤维
24,京新药业,002020,1,首板,9.977494239807129,14.66,1.45亿,106.13亿,126.23亿,1.3653565645217896,117563685,092500,092500,0,化学制药
25,雷赛智能,002979,1,首板,10.003479957580566,63.23,2.25亿,140.84亿,199.80亿,1.5944751501083374,311613563,092500,092500,0,自动化设
26,宝塔实业,000595,1,首板,10.097086906433105,5.67,817.33万,64.56亿,64.56亿,0.1265965849161148,135255582,092500,092500,0,电力
27,石药景峰,000908,1,首板,10.035211563110352,6.25,7876.83万,54.99亿,109.97亿,1.4592617750167847,123504331,093236,093236,0,化学制药
28,天地在线,002995,1,首板,10.005589485168457,19.68,1.26亿,22.12亿,34.92亿,5.7903242111206055,103095234,093233,093233,0,广告营销
29,金科股份,000656,1,首板,10.280373573303223,1.18,742.68万,89.53亿,124.95亿,0.08295213431119919,224196261,092500,092500,0,房地产开
30,尤夫股份,002427,1,首板,9.95850658416748,5.3,1.94亿,52.18亿,52.23亿,3.801440954208374,71111652,093927,093927,0,化学纤维
31,平潭发展,000592,1,首板,10.070921897888184,7.76,6.42亿,148.61亿,149.91亿,4.449007511138916,118444829,093924,093924,0,林业Ⅱ
32,海马汽车,000572,1,首板,10.079575538635254,4.15,1.80亿,68.15亿,68.25亿,2.712883710861206,105559487,093836,093836,0,乘用车
33,法尔胜,000890,1,首板,10.0,9.02,1.31亿,37.84亿,37.84亿,3.5154507160186768,36831356,093554,093554,0,环保设备
34,祖名股份,003030,1,首板,10.0,22.44,3099.04万,18.17亿,28.00亿,1.7503529787063599,42448244,093348,093348,0,农产品加
35,长城科技,603897,1,首板,9.99705982208252,37.41,2.19亿,77.23亿,77.23亿,2.8878684043884277,60770262,093527,093712,1,电网设备
36,日盈电子,603286,1,首板,10.006373405456543,51.78,1.47亿,60.19亿,61.11亿,2.4623770713806152,112634496,093255,093434,1,汽车零部
37,国晟科技,603778,1,首板,9.982934951782227,12.89,5.11亿,82.86亿,85.08亿,6.371275424957275,121306501,094303,094345,1,光伏设备
38,厦工股份,600815,1,首板,9.885931968688965,2.89,1.15亿,51.27亿,51.27亿,2.300328493118286,24580317,094526,094526,0,工程机械
39,海南瑞泽,002596,1,首板,9.863945960998535,3.23,7812.53万,37.03亿,37.07亿,2.167888641357422,26886843,094639,094639,0,水泥
40,铁流股份,603926,1,首板,9.99428939819336,19.26,7138.17万,44.46亿,44.87亿,1.6448794603347778,91696205,094642,094642,0,汽车零部
41,帝欧水华,002798,1,首板,10.099010467529297,5.56,7239.37万,28.73亿,32.67亿,2.5835421085357666,87299806,094639,094639,0,家居用品
42,龙头股份,600630,1,首板,9.979423522949219,10.69,5.33亿,45.42亿,45.42亿,11.966915130615234,31803027,094849,095635,3,服装家纺
43,天元智能,603273,1,首板,10.038022994995117,14.47,4793.75万,8.11亿,31.01亿,6.0374555587768555,57133333,094309,094309,0,工程机械
44,天域生物,603717,1,首板,10.082645416259766,6.66,9665.29万,19.32亿,19.32亿,5.165360927581787,80600652,094430,094430,0,基础建设
45,欣龙控股,000955,1,首板,10.089685440063477,4.91,5670.55万,26.43亿,26.44亿,2.2025277614593506,17742334,094103,094103,0,纺织制造
46,雅运股份,603790,1,首板,9.986742973327637,24.89,7152.42万,47.63亿,47.63亿,1.552701711654663,46370070,095200,095200,0,化学制品
