序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,002735,王子新材,-9.988248825073242,15.32,6.23亿,43.67亿,57.49亿,142.53964233398438,13.89857292175293,3705908,144154,35347836,1,1,包装印刷
2,605060,联德股份,-10.005247116088867,51.45,3.77亿,122.93亿,123.78亿,49.63468551635742,2.9516146183013916,4706388,135250,24006570,1,0,通用设备
3,605289,罗曼股份,-10.0,143.55,13.61亿,218.77亿,219.07亿,117.70658111572266,5.998295307159424,11949102,144238,122350536,1,3,专业工程
4,002522,浙江众成,-10.041841506958008,6.45,7.19亿,58.37亿,58.42亿,95.55396270751953,12.145052909851074,12036990,144333,172167196,2,8,塑料
5,001223,欧克科技,-9.991639137268066,43.06,1.61亿,30.07亿,56.28亿,45.7199821472168,5.277407646179199,14008279,140315,32783297,1,4,自动化设
6,600228,返利科技,-10.035842895507812,7.53,4.49亿,31.33亿,31.38亿,-55.93982696533203,13.781533241271973,16824279,140114,32223129,2,8,数字媒体
7,603163,圣晖集成,-10.0,129.6,7.27亿,129.60亿,129.60亿,83.73046112060547,5.357950210571289,18390240,144827,185833440,1,0,专业工程
8,600396,华电辽能,-10.026041030883789,13.82,32.73亿,203.53亿,203.53亿,32.26627731323242,15.107063293457031,19328652,144326,150765144,1,1,电力
9,600237,铜峰电子,-10.014204978942871,12.67,9.67亿,79.14亿,79.88亿,81.30889892578125,11.916325569152832,23350810,145431,141851361,1,7,元件
10,600545,卓郎智能,-9.931035041809082,6.53,11.71亿,116.75亿,116.75亿,-96.9947738647461,9.715476989746094,24439497,135940,225964773,2,5,专用设备
11,603005,晶方科技,-9.990503311157227,47.39,41.42亿,309.06亿,309.06亿,118.0777359008789,13.037525177001953,32722368,143832,252171666,1,0,半导体
12,003026,中晶科技,-10.0,39.6,8.66亿,57.25亿,74.36亿,134.2243194580078,14.808938980102539,40299138,142600,130449129,1,7,半导体
13,603458,勘设股份,-9.992313385009766,11.71,2.51亿,35.85亿,35.85亿,-56.17462158203125,6.8617329597473145,42669928,101811,39132477,1,2,工程咨询
14,002106,莱宝高科,-9.972298622131348,16.25,12.54亿,114.55亿,114.70亿,82.18091583251953,10.803936004638672,47532387,142245,272177809,1,9,光学光电
15,002463,沪电股份,-9.999310493469238,130.51,117.70亿,2509.46亿,2511.49亿,50.549964904785156,4.568760871887207,53592365,144706,613483788,1,7,元件
16,000823,超声电子,-10.0,23.4,26.35亿,139.21亿,139.22亿,105.48455810546875,18.484264373779297,56861976,142215,1758926519,1,2,元件
17,600184,光电股份,-10.003135681152344,28.7,11.92亿,167.24亿,167.24亿,3727.666259765625,7.0323076248168945,72069603,134540,126125017,1,3,地面兵装
18,600667,太极实业,-10.0,28.89,115.61亿,604.25亿,604.25亿,116.98925018310547,18.75649070739746,81481933,144737,2231819749,1,8,工程咨询
19,603061,金海通,-10.0,470.7,13.79亿,409.51亿,409.51亿,124.0900650024414,3.2850401401519775,81727641,133136,79689510,1,0,半导体
20,000988,华工科技,-9.997118949890137,156.2,129.89亿,1569.79亿,1570.60亿,61.49917221069336,8.054327011108398,84757087,144345,774122822,1,2,自动化设
21,605006,山东玻纤,-10.018298149108887,19.67,10.36亿,128.44亿,126.86亿,318.47198486328125,7.986823558807373,98694716,131227,188300303,1,6,玻璃玻纤
22,603738,泰晶科技,-10.006054878234863,59.45,43.55亿,229.41亿,229.41亿,248.87734985351562,17.523691177368164,107290009,142133,117386223,1,1,元件
23,600105,永鼎股份,-10.006403923034668,56.21,55.15亿,821.79亿,821.79亿,129.3532257080078,6.5419087409973145,110236466,142821,391004235,1,1,通信设备
24,605376,博迁新材,-10.001462936401367,246.11,31.38亿,643.82亿,643.82亿,224.71621704101562,4.751394271850586,113148580,135948,357120130,1,8,金属新材
25,002491,通鼎互联,-10.003379821777344,26.63,37.23亿,313.29亿,327.55亿,159.70437622070312,11.447392463684082,152077139,134336,234689736,1,1,通信设备
26,000636,风华高科,-10.0,66.96,58.91亿,774.74亿,774.74亿,218.70590209960938,7.453082084655762,154799065,143557,648594842,1,9,元件
27,600563,法拉电子,-9.997261047363281,164.3,18.97亿,369.68亿,369.68亿,34.5185432434082,5.015954494476318,157914973,140341,188008490,1,3,元件
28,002859,洁美科技,-10.0,98.91,19.69亿,423.65亿,448.70亿,234.90574645996094,4.5935163497924805,158530079,131315,1022127424,1,6,其他电子
29,603083,剑桥科技,-10.0,218.43,52.64亿,601.97亿,804.37亿,169.9434051513672,8.629229545593262,256420437,134211,5554849202,1,3,通信设备
30,603283,赛腾股份,-10.0049409866333,72.86,25.15亿,256.85亿,256.85亿,70.51378631591797,9.71289348602295,285580453,131053,8737270352,1,7,自动化设
31,002409,雅克科技,-10.000423431396484,212.48,91.87亿,676.80亿,1011.25亿,94.7972183227539,13.337220191955566,293660108,140439,1611393707,1,8,半导体
32,603629,利通电子,-10.0,174.06,35.74亿,449.13亿,456.59亿,42.078853607177734,7.85128927230835,299919304,105718,1048321605,1,11,消费电子
33,605358,立昂微,-9.994989395141602,71.86,51.43亿,554.90亿,554.90亿,1920.18115234375,9.124798774719238,323003442,134310,847309155,1,6,半导体
34,002281,光迅科技,-9.998762130737305,218.19,79.90亿,1702.97亿,1805.66亿,188.14358520507812,4.611920356750488,471542627,132339,573575905,1,1,通信设备
35,002384,东山精密,-9.999593734741211,221.68,188.50亿,3073.20亿,4060.31亿,91.45718383789062,6.0874433517456055,580974510,131148,1744291296,1,3,元件
36,600584,长电科技,-9.996249198913574,95.98,186.87亿,1717.48亿,1717.48亿,147.9195098876953,10.662949562072754,646874774,142015,1977877422,1,3,半导体
37,000021,深科技,-10.006424903869629,56.03,99.41亿,882.00亿,882.12亿,91.06095123291016,11.190718650817871,822173126,131157,2245219532,1,4,消费电子
38,603001,奥康国际,-9.971712112426758,12.73,712.24万,51.04亿,51.04亿,50.260746002197266,0.1395331472158432,978404376,092503,130416304,1,0,服装家纺
39,002371,北方华创,-10.000428199768066,841.82,103.46亿,6104.12亿,6109.00亿,93.42465209960938,1.6716103553771973,1119437925,130936,1129165989,1,10,半导体
40,603986,兆易创新,-9.999870300292969,694.81,321.21亿,4644.75亿,4875.83亿,83.41885375976562,6.7680158615112305,2143314452,132019,2380696984,1,0,半导体
