序号,代码,名称,最新价,涨跌幅,成交额(亿元)
4,sh603986,兆易创新,694.81,-10.0,321.21亿
8,sz002384,东山精密,221.68,-10.0,188.50亿
9,sh600584,长电科技,95.98,-9.996,186.87亿
