序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4028.9038,-83.542,-2.031,4112.4453,4054.0857,4093.6777,4019.2147,656233612.0,1577183734747,15771.84亿
2,sz399001,深证成指,15498.811,-620.357,-3.849,16119.168,15729.923,15886.698,15453.521,85662638667.0,1873351357004,18733.51亿
3,Total,沪深总成交额,,,,,,,,,3450535091751,34505.35亿
