序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3888.1106,-46.293,-1.177,3934.4036,3910.9234,3912.3247,3852.0322,579123145.0,958186336970,9581.86亿
2,sz399001,深证成指,13471.257,-146.413,-1.075,13617.67,13483.628,13522.303,13263.346,63608892475.0,1013712150760,10137.12亿
3,Total,沪深总成交额,,,,,,,,,1971898487730,19718.98亿
