序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,津药药业,600488,4,4天4板,9.923664093017578,5.76,2.12 亿,62.89 亿,62.89 亿,3.3789613246917725,184673664,093013,093013,0,化学制药
2,星辉环材,300834,2,2天2板,20.0,36.24,6.47 亿,69.74 亿,70.20 亿,9.31887149810791,68434093,093000,132818,2,塑料
3,通达股份,002560,2,2天2板,10.009267807006836,11.87,9.81 亿,53.76 亿,62.41 亿,18.4615478515625,74337062,093312,094518,2,电网设备
4,凯莱英,002821,2,2天2板,10.002708435058594,121.85,22.37 亿,386.32 亿,439.73 亿,6.033252239227295,153758493,103206,103351,1,医疗服务
5,新中港,605162,2,2天2板,9.991386413574219,12.77,6.64 亿,51.16 亿,51.15 亿,13.687420845031738,28167159,102255,140810,2,电力
6,锦江航运,601083,1,首板,10.042552947998047,12.93,2.44 亿,25.10 亿,167.33 亿,9.739691734313965,21238818,093055,094855,3,航运港口
7,铭普光磁,002902,1,6天3板,10.015290260314941,28.78,4.61 亿,51.12 亿,67.64 亿,9.015470504760742,320514226,093000,093000,0,通信设备
8,两面针,600249,1,首板,10.047096252441406,7.01,5015.34 万,38.55 亿,38.55 亿,1.3008276224136353,118268149,092503,092503,0,个护用品
9,瑞斯康达,603803,1,首板,9.967845916748047,13.68,11.55 亿,58.12 亿,58.12 亿,20.041812896728516,29019384,093219,133007,5,通信设备
10,九安医疗,002432,1,4天3板,10.002717971801758,80.94,11.00 亿,354.85 亿,376.35 亿,3.174217939376831,293010327,093236,093236,0,医疗器械
11,奥瑞德,600666,1,11天6板,10.0,6.27,16.26 亿,151.72 亿,172.52 亿,10.923579216003418,341188959,093259,093259,0,光学光电
12,山东玻纤,605006,1,首板,10.01137638092041,9.67,1.63 亿,58.02 亿,58.02 亿,2.8238625526428223,35822901,093318,093318,0,玻璃玻纤
13,招商轮船,601872,1,首板,10.024450302124023,18.0,35.23 亿,1453.42 亿,1453.42 亿,2.437836170196533,68412204,093342,140400,25,航运港口
14,宁波富达,600724,1,3天2板,10.082645416259766,6.66,2.66 亿,96.23 亿,96.25 亿,2.8036277294158936,37165450,093450,104326,1,房地产服
15,润都股份,002923,1,首板,10.019145011901855,17.24,1.46 亿,44.49 亿,57.74 亿,3.3317067623138428,114602382,093603,093603,0,化学制药
16,卓郎智能,600545,1,首板,9.89011001586914,4.0,3.17 亿,71.52 亿,71.52 亿,4.51487922668457,96330200,093647,093647,0,专用设备
17,中京电子,002579,1,首板,10.02685832977295,12.29,5.52 亿,71.70 亿,75.29 亿,7.823275566101074,74998004,093733,093918,1,元件
18,锡华科技,603248,1,4天2板,9.985369682312012,30.07,5.22 亿,20.84 亿,138.32 亿,25.410974502563477,77271660,093911,094753,1,风电设备
19,罗曼股份,605289,1,首板,10.001055717468262,104.16,4.57 亿,112.84 亿,113.54 亿,4.130910396575928,87650640,094053,100447,1,专业工程
20,美利云,000815,1,首板,9.989372253417969,20.7,14.12 亿,143.92 亿,143.92 亿,10.0767822265625,140947562,094124,094124,0,IT服务Ⅱ
21,柏诚股份,601133,1,首板,9.976662635803223,18.85,3.08 亿,28.16 亿,99.53 亿,11.121661186218262,95293875,094259,094259,0,专业工程
22,万泽股份,000534,1,首板,9.988713264465332,38.98,4.51 亿,194.89 亿,198.62 亿,2.3675172328948975,142639514,094512,094512,0,生物制品
23,大胜达,603687,1,11天6板,10.0,16.39,12.66 亿,90.15 亿,90.15 亿,14.201321601867676,72700959,093211,131032,3,包装印刷
24,美邦服饰,002269,1,首板,10.179640769958496,1.84,2.64 亿,46.23 亿,46.23 亿,5.720592021942139,22438800,092500,093718,1,服装家纺
25,雪龙集团,603949,1,首板,9.994050979614258,18.49,3.37 亿,38.87 亿,38.97 亿,8.863479614257812,23649726,094753,143526,1,汽车零部
26,华勤技术,603296,1,首板,9.996255874633789,88.14,18.92 亿,501.40 亿,895.27 亿,3.8315491676330566,27341028,094741,100623,5,消费电子
27,华宏科技,002645,1,首板,10.029850959777832,18.43,5.66 亿,103.01 亿,115.67 亿,5.614065170288086,66574523,095027,095027,0,环保设备
28,佳力图,603912,1,首板,10.011000633239746,10.0,5.53 亿,54.18 亿,54.18 亿,10.38736343383789,16749160,095842,100657,2,通用设备
29,会稽山,601579,1,首板,9.982068061828613,18.4,3.45 亿,88.22 亿,88.22 亿,4.0020904541015625,76954320,101013,101013,0,非白酒
30,益佰制药,600594,1,首板,10.1010103225708,4.36,3.97 亿,34.53 亿,34.53 亿,11.751498222351074,31916508,101419,103125,2,中药Ⅱ
31,昂利康,002940,1,首板,9.996846199035645,34.88,7.27 亿,64.62 亿,70.36 亿,11.707435607910156,100457888,100554,100554,0,化学制药
32,爱建集团,600643,1,首板,10.04273509979248,5.15,3.32 亿,81.90 亿,82.05 亿,4.173036098480225,95140003,100830,100830,0,多元金融
33,海欣股份,600851,1,首板,9.948979377746582,8.62,1.47 亿,63.63 亿,104.05 亿,2.3724043369293213,43100862,101736,101736,0,化学制药
34,睿智医药,300149,1,首板,20.0,12.42,8.35 亿,58.94 亿,61.85 亿,14.886271476745605,101179231,101506,101506,0,医疗服务
35,海王生物,000078,1,首板,9.872611999511719,3.45,4.10 亿,90.61 亿,90.77 亿,4.7034711837768555,110888916,101836,101836,0,医药商业
36,德才股份,605287,1,首板,10.00487995147705,45.08,3.41 亿,63.11 亿,63.11 亿,5.557957172393799,55033664,103334,105737,1,装修装饰
37,北大医药,000788,1,首板,10.067113876342773,6.56,4.22 亿,39.10 亿,39.10 亿,11.11470890045166,103316720,103600,103600,0,化学制药
38,丽岛新材,603937,1,首板,10.014410018920898,15.27,2.47 亿,31.90 亿,31.90 亿,8.080153465270996,59392665,103723,103723,0,工业金属
39,博迈科,603727,1,首板,10.005266189575195,20.89,2.66 亿,58.85 亿,58.85 亿,4.67969274520874,75369031,105045,105045,0,油服工程
40,孚日股份,002083,1,首板,10.02548885345459,12.95,9.28 亿,122.59 亿,122.59 亿,7.8650078773498535,68638690,105130,105130,0,纺织制造
41,国晟科技,603778,1,3天2板,10.0,27.5,29.81 亿,176.79 亿,181.51 亿,17.44072914123535,68201155,105330,132742,2,光伏设备
42,完美世界,002624,1,首板,10.017074584960938,19.33,13.30 亿,353.30 亿,375.00 亿,3.872434616088867,164183221,105851,105851,0,游戏Ⅱ
43,广生堂,300436,1,首板,20.002016067504883,119.03,17.75 亿,162.74 亿,189.58 亿,11.763447761535645,147247132,110030,110030,0,化学制药
44,润本股份,603193,1,首板,9.982014656066895,24.46,2.75 亿,25.28 亿,98.96 亿,11.17033863067627,42617660,130244,131341,2,个护用品
45,华培动力,603121,1,首板,9.98781967163086,18.06,1.60 亿,61.14 亿,61.14 亿,2.7178711891174316,57445248,130338,130338,0,汽车零部
46,腾龙股份,603158,1,首板,10.035842895507812,12.28,4.12 亿,60.27 亿,60.27 亿,7.06462287902832,122097584,130752,130752,0,汽车零部
47,艾迪药业,688488,1,首板,20.0,17.82,4.85 亿,74.98 亿,74.98 亿,6.800871849060059,28570485,131157,142724,1,生物制品
48,汇成真空,301392,1,首板,19.996238708496094,127.58,10.72 亿,52.05 亿,127.58 亿,21.534042358398438,19055221,131500,145421,5,专用设备
49,恒润股份,603985,1,首板,10.0,20.46,9.91 亿,90.20 亿,90.20 亿,11.329416275024414,97327278,132001,132001,0,风电设备
50,智立方,301312,1,首板,20.0,103.2,10.71 亿,62.49 亿,125.06 亿,18.043115615844727,68354623,132521,132521,0,自动化设
51,齐翔腾达,002408,1,首板,9.966216087341309,6.51,6.40 亿,179.10 亿,185.07 亿,3.6951727867126465,92224338,132557,132557,0,炼化及贸
52,巨人网络,002558,1,首板,9.98731803894043,34.69,18.75 亿,659.30 亿,659.30 亿,2.944178342819214,123643346,133136,133136,0,游戏Ⅱ
53,永鼎股份,600105,1,首板,9.985580444335938,30.51,69.73 亿,446.05 亿,446.05 亿,16.102191925048828,314460468,134150,134150,0,通信设备
54,衢州东峰,601515,1,首板,9.90338134765625,4.55,3.44 亿,87.56 亿,87.56 亿,4.0797529220581055,53652207,140741,140741,0,包装印刷
55,雪人集团,002639,1,首板,9.994154930114746,18.82,21.82 亿,122.45 亿,145.40 亿,18.64430046081543,240843661,143706,143706,0,通用设备
56,力诺药包,301188,1,首板,20.011735916137695,20.45,7.27 亿,54.71 亿,54.71 亿,14.332616806030273,40694906,145418,145418,0,医疗器械
