序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,300274,阳光电源,134.45,-10.82,225.41 亿
2,300308,中际旭创,601.87,5.7,151.21 亿
3,300502,新易盛,460.6,4.01,142.63 亿
4,300394,天孚通信,333.33,10.52,136.80 亿
5,001309,德明利,371.98,-2.03,118.27 亿
6,601138,工业富联,53.32,3.61,113.37 亿
7,601899,紫金矿业,34.15,4.37,110.15 亿
8,688256,寒武纪,1051.4,6.96,104.11 亿
9,688525,佰维存储,215.6,1.7,97.18 亿
10,603986,兆易创新,255.0,7.1,96.93 亿
11,300750,宁德时代,405.71,1.0,93.84 亿
12,603259,药明康德,103.81,5.82,80.34 亿
13,002384,东山精密,109.0,5.52,75.33 亿
14,002594,比亚迪,102.65,-2.47,73.83 亿
15,002361,神剑股份,17.0,3.03,70.17 亿
16,600105,永鼎股份,30.51,9.99,69.73 亿
17,603993,洛阳钼业,18.24,6.36,69.63 亿
18,600487,亨通光电,51.96,-1.33,66.86 亿
19,688521,芯原股份,223.0,10.23,60.27 亿
20,600875,东方电气,38.28,9.22,60.14 亿
