序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,688488,艾迪药业,17.82,20.0,2.97,286169,4.85 亿,18.52,17.82,15.07,15.14,14.85,6.8,-383.89,7.77,创新药
2,300149,睿智医药,12.42,20.0,2.07,706432,8.35 亿,20.29,12.42,10.32,10.43,10.35,14.89,654.12,4.93,创新药
3,300436,广生堂,119.03,20.0,19.84,160832,17.75 亿,19.66,119.03,99.53,100.01,99.19,11.76,-127.42,49.49,创新药
4,688553,汇宇制药-W,19.69,17.9,2.99,226370,4.32 亿,19.64,20.04,16.76,16.98,16.7,6.59,-344.65,2.21,创新药
5,688382,益方生物-U,22.08,16.09,3.06,381247,8.11 亿,16.72,22.44,19.26,19.26,19.02,6.59,-40.3,8.3,创新药
6,688759,必贝特-U,42.0,14.6,5.35,78870,3.17 亿,17.27,42.83,36.5,36.8,36.65,16.98,-123.47,11.32,创新药
7,688799,华纳药厂,62.6,13.84,7.61,114004,6.83 亿,12.18,62.8,56.1,56.1,54.99,8.68,34.04,4.02,创新药
8,688513,苑东生物,73.18,13.65,8.79,66871,4.77 亿,16.83,76.2,65.36,65.36,64.39,3.79,45.61,4.41,创新药
9,688506,百利天恒,312.9,12.55,34.9,34324,10.34 亿,13.11,315.0,278.56,278.56,278.0,0.83,-122.96,19.51,创新药
10,300683,海特生物,48.78,12.5,5.42,287141,13.23 亿,17.16,49.88,42.44,43.87,43.36,23.52,-30.29,2.86,创新药
11,688331,荣昌生物,144.0,11.83,15.23,153612,21.10 亿,11.47,144.0,129.23,130.06,128.77,9.42,114.54,22.49,创新药
12,688658,悦康药业,19.1,11.5,1.97,248754,4.65 亿,13.13,19.55,17.3,17.3,17.13,5.53,-32.76,2.59,创新药
13,688176,亚虹医药-U,14.52,11.01,1.44,300793,4.22 亿,10.17,14.63,13.3,13.38,13.08,6.9,-19.78,5.17,创新药
14,920478,峆一药业,18.05,10.87,1.77,71463,1.29 亿,17.38,19.1,16.27,16.5,16.28,15.13,28.23,2.77,创新药
15,688221,前沿生物-U,21.0,10.82,2.05,262514,5.38 亿,14.25,21.63,18.93,19.28,18.95,7.01,-30.06,8.9,创新药
