序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率,所属板块
1,300149,睿智医药,12.42,20.0,2.07,706432,8.35 亿,20.29,12.42,10.32,10.43,10.35,14.89,654.12,4.93,CAR-T细胞疗法
2,301080,百普赛斯,49.13,12.22,5.35,127953,6.13 亿,16.42,50.97,43.78,43.99,43.78,10.16,46.52,3.12,CAR-T细胞疗法
3,688062,迈威生物-U,39.15,8.72,3.14,146024,5.60 亿,8.47,39.58,36.53,36.53,36.01,7.15,-16.14,44.76,CAR-T细胞疗法
4,688238,和元生物,7.23,7.75,0.52,186395,1.32 亿,7.15,7.23,6.75,6.8,6.71,2.91,-21.26,3.2,CAR-T细胞疗法
5,688621,阳光诺和,68.78,7.17,4.6,48346,3.27 亿,8.55,69.77,64.28,65.89,64.18,4.32,39.29,6.37,CAR-T细胞疗法
6,300363,博腾股份,22.49,7.1,1.49,237964,5.23 亿,7.19,22.52,21.01,21.27,21.0,4.77,114.7,2.3,CAR-T细胞疗法
7,300122,智飞生物,16.02,7.09,1.06,422699,6.61 亿,7.15,16.08,15.01,15.18,14.96,2.99,-23.84,1.31,CAR-T细胞疗法
8,920344,三元基因,20.65,7.05,1.36,14080,2859.54 万,7.15,20.87,19.49,19.69,19.29,1.24,462.43,4.02,CAR-T细胞疗法
9,300238,冠昊生物,15.45,6.7,0.97,138225,2.11 亿,8.29,15.72,14.52,14.71,14.48,5.21,168.27,7.19,CAR-T细胞疗法
10,600645,中源协和,32.94,6.6,2.04,318728,10.26 亿,5.95,32.94,31.1,31.39,30.9,6.81,107.14,4.15,CAR-T细胞疗法
11,603259,药明康德,103.81,5.82,5.71,790276,80.34 亿,6.15,104.11,98.08,100.06,98.1,3.2,16.17,3.89,CAR-T细胞疗法
12,300404,博济医药,10.38,4.64,0.46,203586,2.09 亿,4.94,10.4,9.91,10.1,9.92,7.13,137.08,3.92,CAR-T细胞疗法
13,300147,ST香雪,9.75,4.17,0.39,177240,1.71 亿,4.38,9.8,9.39,9.39,9.36,2.7,-13.36,9.31,CAR-T细胞疗法
14,002605,姚记科技,21.18,4.03,0.82,74230,1.55 亿,2.95,21.2,20.6,20.9,20.36,2.2,17.0,2.4,CAR-T细胞疗法
15,300244,迪安诊断,19.2,4.01,0.74,263995,5.04 亿,4.66,19.49,18.63,18.92,18.46,5.26,158.71,1.85,CAR-T细胞疗法
