序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,神州高铁,000008,3天2板,0.0,3.27,3.6,22.86 亿,88.82 亿,88.83 亿,24.321149826049805,0.3067484498023987,092500,2,11.009174346923828,轨交设备
2,北方国际,000065,0天0板,0.13745704293251038,14.57,16.01,16.89 亿,142.05 亿,169.22 亿,11.477840423583984,-0.13708019256591797,092500,1,10.034364700317383,专业工程
3,德明利,001309,0天0板,-2.033184051513672,371.98,417.67,118.27 亿,598.43 亿,843.82 亿,18.88039779663086,-0.005376344081014395,092500,1,14.01369571685791,半导体
4,中工国际,002051,0天0板,0.5580357313156128,9.01,9.86,9.03 亿,111.48 亿,111.49 亿,7.711024761199951,0.0,092500,2,9.933035850524902,专业工程
5,光电股份,600184,2天1板,4.834329128265381,19.3,20.25,22.61 亿,112.47 亿,112.47 亿,19.491411209106445,0.5732151865959167,092502,4,8.202064514160156,地面兵装
6,安徽建工,600502,3天2板,-1.420959234237671,5.55,6.19,17.88 亿,95.27 亿,95.27 亿,17.592267990112305,-0.17985612154006958,093020,1,11.367673873901367,基础建设
7,好利科技,002729,0天0板,7.484076023101807,20.25,20.72,3.89 亿,35.53 亿,37.05 亿,11.043885231018066,-0.049358345568180084,093045,1,7.324841022491455,其他电子
8,宏和科技,603256,0天0板,4.111349105834961,72.93,77.06,28.81 亿,641.59 亿,659.71 亿,4.427052021026611,0.041152264922857285,093057,1,9.364739418029785,玻璃玻纤
9,华新建材,600801,0天0板,7.358490467071533,22.76,23.32,8.49 亿,305.37 亿,473.18 亿,2.7776005268096924,0.0,093150,4,5.943396091461182,水泥
10,晋西车轴,600495,2天1板,1.0141987800598145,4.98,5.42,8.84 亿,60.17 亿,60.17 亿,13.979157447814941,0.0,093229,1,9.330628395080566,轨交设备
11,深圳华强,000062,0天0板,5.544314384460449,26.08,27.18,13.36 亿,272.51 亿,272.77 亿,4.815395832061768,0.0,093406,1,8.093889236450195,其他电子
12,北投科技,600936,0天0板,3.5,4.14,4.4,3.50 亿,69.18 亿,69.18 亿,4.93616247177124,-0.2409638613462448,093449,2,9.0,电视广播
13,本川智能,300964,0天0板,14.468629837036133,71.52,74.98,10.99 亿,40.06 亿,54.59 亿,27.16696548461914,0.0,093609,1,15.973112106323242,元件
14,宁波建工,601789,0天0板,6.148282051086426,5.87,6.08,13.05 亿,63.80 亿,89.48 亿,20.314760208129883,0.0,093713,2,7.775768756866455,房屋建设
15,华盛昌,002980,0天0板,7.173396587371826,45.12,46.31,10.65 亿,45.75 亿,85.46 亿,23.64246940612793,0.15538290143013,093715,1,11.995248794555664,电网设备
16,金安国纪,002636,0天0板,4.245439529418945,31.43,33.17,17.42 亿,227.65 亿,228.81 亿,7.472402095794678,-0.03180661424994469,093851,1,7.860696315765381,元件
17,依顿电子,603328,0天0板,6.148282051086426,11.74,12.17,6.38 亿,117.22 亿,117.22 亿,5.376241683959961,-0.08510638028383255,094055,2,7.233273029327393,元件
18,圣阳股份,002580,2天1板,4.258943557739258,18.36,19.37,32.00 亿,83.05 亿,83.33 亿,37.89456558227539,0.38272279500961304,094154,3,13.628620147705078,电池
19,晨丰科技,603685,0天0板,7.81879186630249,32.13,32.78,2.37 亿,64.73 亿,80.63 亿,3.671483278274536,0.34353527426719666,094200,1,8.120804786682129,光学光电
20,东方电气,600875,0天0板,9.21540641784668,38.28,38.56,60.14 亿,866.42 亿,1323.86 亿,7.000926494598389,0.0,094738,2,5.7346649169921875,其他电源
21,群兴玩具,002575,0天0板,5.622009754180908,8.83,9.2,11.08 亿,51.70 亿,54.44 亿,21.344200134277344,0.11337868869304657,094836,1,8.851675033569336,文娱用品
