序号,代码,名称,最新价,涨跌幅,成交额(亿元)
1,sz300308,中际旭创,864.01,-1.03,156.14亿
2,sz300750,宁德时代,316.36,-6.155,155.59亿
3,sh600176,中国巨石,47.09,3.974,146.75亿
4,sh600183,生益科技,150.25,2.911,124.11亿
5,sh688256,寒武纪,1075.79,3.441,116.05亿
6,sh603986,兆易创新,363.11,1.746,106.94亿
7,sh688825,长鑫科技,54.22,-0.496,98.44亿
8,sz300502,新易盛,397.01,-1.217,97.27亿
9,sz000636,风华高科,57.51,-2.36,90.72亿
10,sz002384,东山精密,182.82,-1.237,88.54亿
11,sz300394,天孚通信,257.38,0.163,81.38亿
12,sh600522,中天科技,34.53,1.858,80.89亿
13,sh600487,亨通光电,62.42,-1.234,71.05亿
14,sz002636,金安国纪,83.99,1.806,70.49亿
15,sz301526,国际复材,31.8,3.079,63.63亿
16,sh600869,远东股份,21.92,-10.016,63.44亿
17,sz000657,中钨高新,62.23,5.172,61.29亿
18,sz300285,国瓷材料,66.6,1.216,61.13亿
19,sz300408,三环集团,126.21,0.302,58.80亿
20,sz002436,兴森科技,40.86,1.997,58.68亿
