序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,603344,星德胜,-9.992100715637207,22.79,2.46亿,12.31亿,44.33亿,32.604774475097656,19.010019302368164,3559798,150000,30700446,1,25,电机Ⅱ
2,600698,湖南天雁,-10.0,6.93,4.53亿,57.55亿,74.06亿,1805.8778076171875,7.672164440155029,5227721,144448,37655260,1,2,汽车零部
3,603983,丸美生物,-9.984102249145508,28.31,2.53亿,113.52亿,113.52亿,36.509464263916016,2.1851234436035156,6024368,150000,43382244,1,20,化妆品
4,003002,壶化股份,-10.0,18.09,2.78亿,33.10亿,43.92亿,36.53593826293945,8.17689037322998,7842015,143803,17507501,1,0,化学制品
5,000428,华天酒店,-10.043667793273926,4.12,3.84亿,41.98亿,41.98亿,-18.54783821105957,8.893118858337402,8229700,133727,55680561,1,2,酒店餐饮
6,003013,地铁设计,-10.005104064941406,17.63,1.93亿,71.09亿,80.90亿,28.07754898071289,2.6618475914001465,12958173,132545,85651714,1,9,工程咨询
7,600280,中央商场,-9.84615421295166,2.93,3.25亿,33.06亿,33.06亿,-57.83460235595703,9.551322937011719,14557523,130655,28673858,1,0,一般零售
8,002059,云南旅游,-9.980430603027344,4.6,5.85亿,45.56亿,46.57亿,-16.709413528442383,12.68606185913086,18978680,140245,188533760,3,19,旅游及景
9,605188,国光连锁,-10.022438049316406,12.03,2.29亿,61.08亿,61.08亿,140.91969299316406,3.6669163703918457,22092613,105607,49677163,1,8,一般零售
10,000713,国投丰乐,-9.98593521118164,6.4,2.28亿,39.30亿,51.09亿,-81.86585235595703,5.7153401374816895,36282105,095112,61724800,1,1,种植业
11,000523,红棉股份,-9.972298622131348,3.25,8.15亿,58.33亿,59.65亿,39.202781677246094,13.660772323608398,36844736,133551,96558149,3,1,综合Ⅱ
12,603261,立航科技,-10.00646686553955,55.67,1.49亿,43.15亿,43.15亿,-94.49638366699219,3.4168107509613037,39297453,095218,803279130,1,8,航空装备
13,002870,香山股份,-10.0,47.7,2.14亿,61.88亿,72.87亿,-296.22613525390625,3.397989511489868,56634210,093136,144082620,1,2,汽车零部
14,002790,瑞尔特,-10.023866653442383,7.54,3.60亿,19.66亿,31.51亿,-148.95806884765625,18.069305419921875,58499014,100006,213503303,2,2,家居用品
15,605577,龙版传媒,-10.0,15.12,7.41亿,67.20亿,67.20亿,42.705711364746094,10.672967910766602,69934656,110126,7531638085,2,0,出版
16,600929,雪天盐业,-9.921259880065918,5.72,1.86亿,93.81亿,93.81亿,59.240291595458984,1.9564685821533203,80256599,093436,84247590,1,1,化学原料
17,600865,百大集团,-10.01602554321289,11.23,4.08亿,42.25亿,42.25亿,185.6461944580078,9.559874534606934,94352214,095920,141438984,1,6,一般零售
18,600712,南宁百货,-9.950248718261719,5.43,1.93亿,29.25亿,29.57亿,1043.2886962890625,6.533557415008545,97083225,094708,274525812,2,4,一般零售
19,603136,天目湖,-9.99074935913086,9.73,1.06亿,26.28亿,26.28亿,34.27475357055664,3.9986789226531982,108515761,093046,1048133677,1,0,旅游及景
20,002161,远 望 谷,-9.944750785827637,6.52,1.57亿,48.22亿,48.23亿,-25.170867919921875,3.244293689727783,117328254,093048,782414996,2,0,其他电子
21,600354,敦煌种业,-10.030394554138184,8.88,8.44亿,46.87亿,46.87亿,16.19835662841797,17.73680305480957,137587590,101746,980190817,2,8,种植业
22,600359,新农开发,-9.942856788635254,7.88,2.25亿,30.06亿,30.06亿,80.940673828125,7.496707439422607,202043783,093628,1447371851,2,2,种植业
23,000759,中百集团,-10.0,6.75,5.88亿,44.26亿,44.28亿,-7.477238178253174,13.172701835632324,230252672,094636,348480777,1,4,一般零售
24,000978,桂林旅游,-10.036831855773926,9.77,7.17亿,45.74亿,45.74亿,372.635986328125,14.969025611877441,266871712,093821,265845608,1,2,旅游及景
25,601086,国芳集团,-10.005558013916016,16.19,8.76亿,107.83亿,107.83亿,75.7907485961914,7.924054145812988,330887706,094640,247177586,1,3,一般零售
26,600869,远东股份,-10.016420364379883,21.92,63.44亿,486.48亿,486.48亿,118.42425537109375,12.487604141235352,347904222,141310,278618543,1,0,电网设备
27,600127,金健米业,-10.021171569824219,12.75,20.78亿,81.83亿,81.83亿,-427.1145935058594,24.241710662841797,447105282,102341,118467759,1,0,农产品加
