序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,安凯客车,000868,2天1板,2.301790237426758,4.0,4.3,4.22亿,37.58亿,37.58亿,10.875589370727539,0.0,092500,1,10.230178833007812,商用车
2,三力制药,603439,3天2板,2.5380709171295166,14.14,15.17,9.66亿,57.10亿,57.10亿,16.500661849975586,0.0,092500,1,11.530094146728516,中药Ⅱ
3,欧亚集团,600697,2天1板,-9.210526466369629,11.04,13.38,5.06亿,17.15亿,17.56亿,26.260496139526367,0.0,092501,1,19.983552932739258,一般零售
4,奥瑞德,600666,0天0板,4.01146125793457,3.63,3.84,13.83亿,93.36亿,99.87亿,14.294015884399414,0.0,092502,2,6.59025764465332,IT服务Ⅱ
5,中视传媒,600088,3天2板,-2.035278081893921,14.44,16.21,9.14亿,57.43亿,57.43亿,14.58906364440918,0.0,093003,1,12.211668968200684,影视院线
6,翔鹭钨业,002842,0天0板,9.058403015136719,36.6,36.92,22.20亿,98.26亿,119.75亿,22.69144058227539,0.0,093039,1,4.410012245178223,小金属
7,山子高科,000981,2天1板,5.964911937713623,3.02,3.14,46.28亿,287.30亿,301.92亿,15.74440860748291,0.0,093112,7,4.912280559539795,汽车零部
8,天融信,002212,2天1板,5.0,7.77,8.14,27.78亿,90.66亿,91.64亿,29.59052848815918,0.0,093127,6,5.270270347595215,软件开发
9,光华科技,002741,0天0板,3.0528054237365723,24.98,26.66,11.01亿,107.42亿,117.06亿,10.111231803894043,0.0,093227,1,10.684819221496582,电子化学
10,云煤能源,600792,6天3板,7.085020065307617,5.29,5.43,10.89亿,58.71亿,58.71亿,18.422542572021484,0.0,093415,6,9.514169692993164,焦炭Ⅱ
11,超声电子,000823,7天4板,5.6120195388793945,23.9,24.89,57.94亿,142.19亿,142.19亿,40.42097091674805,0.0,093618,1,9.235527992248535,元件
12,海量数据,603138,0天0板,5.46875,14.85,15.49,6.51亿,42.82亿,43.60亿,14.865653038024902,0.0,093744,3,9.80113697052002,IT服务Ⅱ
13,津药药业,600488,4天2板,3.5653650760650635,6.1,6.48,15.41亿,66.61亿,66.61亿,22.429155349731445,0.0,094140,4,8.488964080810547,化学制药
14,人民网,603000,0天0板,3.9831020832061768,17.23,18.23,13.21亿,190.51亿,190.51亿,6.774648666381836,0.0,094423,1,7.905854225158691,数字媒体
15,骏亚科技,603386,0天0板,8.115942001342773,18.65,18.98,11.35亿,60.86亿,60.86亿,18.77672004699707,0.0,094716,7,11.768115997314453,元件
16,沃特股份,002886,0天0板,5.958958148956299,26.85,27.87,14.66亿,56.14亿,70.67亿,26.015605926513672,0.0,094939,1,11.325966835021973,塑料
17,宏和科技,603256,0天0板,5.785566329956055,138.23,143.74,45.88亿,1250.41亿,1250.41亿,3.6261589527130127,0.0,095209,1,9.749751091003418,玻璃玻纤
18,凌玮科技,301373,0天0板,11.518112182617188,109.6,117.94,15.87亿,76.34亿,118.89亿,20.515663146972656,0.0,095736,1,16.72771644592285,化学制品
19,气派科技,688216,0天0板,15.932520866394043,37.11,38.41,7.26亿,39.43亿,42.46亿,18.6313419342041,0.0,101731,1,13.651983261108398,半导体
20,宝丽迪,300905,0天0板,15.52706527709961,40.55,42.12,9.82亿,56.50亿,72.59亿,17.551904678344727,0.0,101930,2,20.541309356689453,化学纤维
21,臻宝科技,688797,0天0板,12.336518287658691,274.0,292.69,19.65亿,79.99亿,425.50亿,24.498178482055664,0.0,102453,1,21.11434555053711,半导体
22,镇海股份,603637,0天0板,4.9783549308776855,14.55,15.25,2.38亿,34.73亿,34.73亿,6.778222560882568,0.0,103105,2,10.966811180114746,专业工程
23,宏工科技,301662,0天0板,15.030674934387207,67.5,70.42,6.12亿,30.10亿,78.30亿,20.71253204345703,0.0,103400,1,19.461484909057617,电池
24,国风新材,000859,0天0板,6.394708156585693,9.65,9.98,11.51亿,86.46亿,86.46亿,13.384759902954102,0.0,134336,3,12.017640113830566,塑料
