序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000657,中钨高新,57.31,8.34,8266.271,455125.4146,涨幅偏离值达7%的证券
2,002176,江特电机,16.09,8.34,38388.14,577928.8777,涨幅偏离值达7%的证券
3,002192,融捷股份,99.29,8.34,3998.1284,375660.66,涨幅偏离值达7%的证券
4,002378,章源钨业,32.92,8.34,11153.8852,354905.8438,涨幅偏离值达7%的证券
5,002709,天赐材料,59.32,8.34,18057.4439,1030077.5598,涨幅偏离值达7%的证券
6,600156,华升股份,11.17,9.34,3250.0155,35198.81,涨幅偏离值达7%的证券
7,600379,宝光股份,15.25,9.32,6651.1283,98704.29,涨幅偏离值达7%的证券
8,600654,中安科,4.06,9.32,22046.9944,88221.84,涨幅偏离值达7%的证券
9,600714,金瑞矿业,20.09,9.32,1905.8201,37465.06,涨幅偏离值达7%的证券
10,603933,睿能科技,23.27,9.32,804.2,18641.43,涨幅偏离值达7%的证券
11,900939,汇丽B,0.56,8.93,185.13,100.74,涨幅偏离值达7%的证券
12,000925,众合科技,9.76,34.74,23389.1261,236364.0625,换手率达20%的证券
13,002297,博云新材,23.21,37.26,21356.4202,486785.7526,换手率达20%的证券
14,002361,神剑股份,20.05,28.72,24257.1891,488105.6753,换手率达20%的证券
15,002902,铭普光磁,30.99,34.94,6516.0392,204786.9872,换手率达20%的证券
16,003026,中晶科技,47.42,28.53,2848.3249,136839.5959,换手率达20%的证券
17,600152,维科技术,14.5,34.4,18202.401,264068.3,换手率达20%的证券
18,600227,赤天化,4.21,30.44,38892.8167,164097.49,换手率达20%的证券
19,601789,宁波建工,6.03,26.87,29198.6184,176079.97,换手率达20%的证券
20,603318,水发燃气,14.55,33.32,15295.7928,212132.08,换手率达20%的证券
21,603538,美诺华,65.3,26.54,6210.922,387545.5,换手率达20%的证券
22,920012,创达新材,55.66,20.33,269.7793,15015.93,换手率达20%的证券
23,920125,鸿仕达,67.08,46.74,770.4275,46241.52,换手率达20%的证券
24,920156,海昌智能,44.11,48.15,1045.32,42946.06,换手率达20%的证券
25,920181,赛英电子,77.98,21.0,210.4532,16255.76,换手率达20%的证券
26,920873,中设咨询,9.43,21.52,2578.3929,25101.96,换手率达20%的证券
27,000973,佛塑科技,21.29,16.34,11707.5639,235723.1104,振幅值达15%的证券
28,001215,千味央厨,42.6,18.3,1538.7302,69437.0415,振幅值达15%的证券
29,600726,华电能源,7.1,16.49,53310.3923,385506.98,振幅值达15%的证券
30,600770,综艺股份,7.89,17.02,29454.5016,229771.28,振幅值达15%的证券
31,603026,石大胜华,119.25,16.34,2773.2387,309845.01,振幅值达15%的证券
32,603095,越剑智能,23.06,18.26,2392.878,51197.13,振幅值达15%的证券
33,001233,海安集团,59.51,-11.66,219.03,13034.4753,跌幅偏离值达7%的证券
34,002099,海翔药业,6.58,-11.66,5378.5364,35510.4875,跌幅偏离值达7%的证券
35,002514,宝馨科技,3.4,-11.66,615.51,2092.734,跌幅偏离值达7%的证券
36,002724,海洋王,6.44,-11.66,2760.4045,17840.4537,跌幅偏离值达7%的证券
37,002779,中坚科技,75.65,-11.66,193.75,14657.1875,跌幅偏离值达7%的证券
38,603215,比依股份,20.0,-10.7,957.84,19158.58,跌幅偏离值达7%的证券
39,603282,亚光股份,19.68,-10.72,102.41,2015.43,跌幅偏离值达7%的证券
40,603313,梦百合,6.98,-10.64,651.01,4544.05,跌幅偏离值达7%的证券
41,603378,亚士创能,5.21,-10.72,220.76,1150.16,跌幅偏离值达7%的证券
42,605599,菜百股份,21.02,-10.68,827.3428,17430.24,跌幅偏离值达7%的证券
43,001266,宏英智能,39.52,20.43,379.306,14706.4411,连续三个交易日内，涨幅偏离值累计达20%的证券
44,002081,金螳螂,5.36,20.42,78561.3002,385091.0393,连续三个交易日内，涨幅偏离值累计达20%的证券
45,002115,三维通信,14.68,20.05,48261.9762,676233.77,连续三个交易日内，涨幅偏离值累计达20%的证券
46,002655,共达电声,30.7,20.99,19341.0448,537078.0947,连续三个交易日内，涨幅偏离值累计达20%的证券
47,603110,东方材料,21.61,20.26,13526.3042,280318.13,连续三个交易日内，涨幅偏离值累计达20%的证券
48,603317,天味食品,17.28,20.49,7683.2183,126760.95,连续三个交易日内，涨幅偏离值累计达20%的证券
49,603399,永杉锂业,17.63,20.49,11679.2108,191280.25,连续三个交易日内，涨幅偏离值累计达20%的证券
50,603629,利通电子,131.29,20.49,2067.659,262956.92,连续三个交易日内，涨幅偏离值累计达20%的证券
51,605168,三人行,48.5,20.49,3490.7006,159435.68,连续三个交易日内，涨幅偏离值累计达20%的证券
52,688121,卓然股份,7.72,-20.0,382.8985,2955.98,
53,688280,精进电动,8.26,-19.96,1685.7316,13935.41,
54,300209,行云科技,17.03,20.0,19050.0189,309903.4857,
55,300438,鹏辉能源,81.0,20.0,7383.6638,552400.8096,
56,300769,德方纳米,63.72,20.0,5490.561,326879.4226,
57,300982,苏文电能,23.77,20.0,2134.0289,48965.1886,
58,301217,铜冠铜箔,70.98,20.0,7795.9778,499991.581,
59,688059,华锐精密,140.99,17.24,938.336,126802.82,
60,688390,固德威,101.63,15.1,2402.2478,231991.88,
61,688515,裕太微,152.18,16.93,883.8716,127614.96,
62,688531,日联科技,100.5,20.0,240.3333,24153.5,
63,300890,翔丰华,42.45,30.68,3343.6276,138647.1194,
64,301292,海科新源,90.8,31.65,2696.114,233652.1933,
65,301666,大普微,296.0,38.79,1028.4967,287106.8114,
66,688530,欧莱新材,49.7,34.56,2342.2957,116722.72,
67,600965,福成股份,3.81,-27.68,947.29,3795.2,连续三个交易日内，跌幅偏离值累计达20%的证券
