序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,600053,九鼎投资,-100.0,0.0,0.00,0.00,0.00,-0.0,0.0,0,000000,0,2,0,多元金融
2,603359,东珠生态,-100.0,0.0,0.00,0.00,0.00,-0.0,0.0,0,000000,0,2,0,基础建设
3,603282,亚光股份,-10.013717651367188,19.68,2015.43 万,26.34 亿,26.34 亿,-201.99517822265625,0.7652817368507385,26262960,092502,109531008,1,0,环保设备
4,603313,梦百合,-9.935483932495117,6.98,4544.05 万,39.83 亿,39.83 亿,-26.1245059967041,1.1409480571746826,26520258,092502,267967086,1,0,家居用品
5,002099,海翔药业,-9.986320495605469,6.58,3.55 亿,106.29 亿,106.51 亿,100.68611145019531,3.329620122909546,27538616,130921,393115774,1,6,化学制药
6,001233,海安集团,-9.99697494506836,59.51,1.30 亿,21.06 亿,110.67 亿,52.076839447021484,6.1897501945495605,45852216,092500,399954808,1,0,汽车零部
7,688280,精进电动-W,-19.961240768432617,8.26,1.39 亿,43.00 亿,48.75 亿,-13.334623336791992,3.238402843475342,75009786,093154,1224923209,1,1,汽车零部
8,603378,亚士创能,-10.017271041870117,5.21,1150.16 万,22.33 亿,22.33 亿,-5.720316410064697,0.5150763392448425,76573792,092502,129606044,1,0,装修建材
9,603215,比依股份,-9.990999221801758,20.0,1.92 亿,37.45 亿,37.59 亿,-56.911338806152344,5.115890979766846,77143320,093543,1584653940,1,3,小家电
10,600965,福成股份,-9.929078102111816,3.81,2597.01 万,31.19 亿,31.19 亿,36.26185989379883,0.8325750827789307,81726389,092503,142952724,3,0,养殖业
11,688121,卓然股份,-20.0,7.72,2955.98 万,15.65 亿,18.04 亿,24.68826675415039,1.8893017768859863,110954472,092503,211720776,1,0,专用设备
12,002514,宝馨科技,-10.052909851074219,3.4,2092.73 万,18.84 亿,24.48 亿,-48.76112747192383,1.1109634637832642,138842923,092500,96890820,2,0,通用设备
13,002779,中坚科技,-10.004758834838867,75.65,1.47 亿,125.43 亿,139.80 亿,121.9935531616211,1.168517827987671,256469991,092500,242745720,2,0,专用设备
