序号,名称,代码,连板数,涨停统计,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,所属行业
1,飞马国际,002210,3,3天3板,9.966776847839355,3.31,6.12 亿,87.89 亿,88.09 亿,7.006499290466309,86400049,093100,093100,0,环境治理
2,越剑智能,603095,3,3天3板,10.019083976745605,23.06,5.12 亿,59.56 亿,59.56 亿,9.265053749084473,56914639,131653,131653,0,专用设备
3,宝光股份,600379,2,2天2板,10.028860092163086,15.25,9.87 亿,50.36 亿,50.36 亿,20.14263153076172,34025815,093052,135858,2,电网设备
4,宏英智能,001266,2,2天2板,9.991650581359863,39.52,1.19 亿,22.98 亿,40.96 亿,5.164770126342773,46048704,092500,092500,0,自动化设
5,三人行,605168,2,2天2板,10.002267837524414,48.5,9.89 亿,102.25 亿,102.25 亿,9.793976783752441,31945446,093932,143611,5,广告营销
6,华升股份,600156,2,10天5板,10.049261093139648,11.17,3.52 亿,44.92 亿,44.92 亿,8.082389831542969,88157571,093333,093333,0,纺织制造
7,利通电子,603629,2,2天2板,10.004189491271973,131.29,18.83 亿,337.22 亿,344.40 亿,5.613770484924316,414553951,093137,093222,1,消费电子
8,扬子新材,002652,2,2天2板,9.964412689208984,6.18,2.10 亿,31.65 亿,31.65 亿,6.798033237457275,71057145,093136,093242,1,装修建材
9,金 螳 螂,002081,2,9天7板,10.061601638793945,5.36,16.27 亿,141.73 亿,142.33 亿,11.876731872558594,150169528,094809,094809,0,装修装饰
10,永杉锂业,603399,2,2天2板,9.981285095214844,17.63,10.38 亿,90.32 亿,90.32 亿,12.013779640197754,116613635,095659,095844,2,能源金属
11,天味食品,603317,2,2天2板,9.993634223937988,17.28,8.68 亿,183.98 亿,183.98 亿,4.824728965759277,28348289,094022,094946,5,调味发酵
12,金 融 街,000402,1,首板,9.923664093017578,2.88,6815.45 万,86.07 亿,86.08 亿,0.7918204069137573,75401648,092500,092500,0,房地产开
13,睿能科技,603933,1,首板,10.023640632629395,23.27,1.86 亿,48.30 亿,48.30 亿,3.8748302459716797,64485824,093045,093410,3,其他电子
14,亚普股份,603013,1,首板,9.994508743286133,20.03,1.06 亿,101.80 亿,101.80 亿,1.0478935241699219,64799053,093039,093915,4,汽车零部
15,绿地控股,600606,1,首板,9.701492309570312,1.47,1.72 亿,206.60 亿,206.60 亿,0.8363913893699646,39473629,093034,093407,1,房地产开
16,誉帆科技,001396,1,首板,10.006916999816895,47.71,2.05 亿,10.60 亿,51.00 亿,19.442548751831055,6226393,093109,141648,9,基础建设
17,日联科技,688531,1,首板,20.0,100.5,2.42 亿,115.35 亿,166.42 亿,2.093881845474243,443928198,092503,092503,0,专用设备
18,光莆股份,300632,1,首板,20.01177215576172,20.39,1.80 亿,45.10 亿,62.23 亿,4.001328945159912,221446369,092500,092500,0,光学光电
19,百润股份,002568,1,首板,10.0,18.26,2.92 亿,139.34 亿,190.20 亿,2.09944224357605,27699379,093027,093709,4,非白酒
20,威海广泰,002111,1,首板,10.02087688446045,10.54,2.05 亿,51.51 亿,56.07 亿,3.9784839153289795,17405724,093000,093433,3,航空装备
21,比音勒芬,002832,1,首板,10.011185646057129,19.67,5.59 亿,76.60 亿,112.26 亿,7.319746017456055,4138568,093157,133000,14,服装家纺
22,麦格米特,002851,1,首板,10.0,115.61,26.11 亿,529.60 亿,672.42 亿,4.962140083312988,234270485,093142,102033,3,其他电源
23,丰元股份,002805,1,首板,10.01059341430664,20.77,5.05 亿,57.91 亿,58.17 亿,8.78300952911377,78666645,093224,095830,3,电池
24,游族网络,002174,1,首板,10.054054260253906,10.18,2.83 亿,99.69 亿,99.74 亿,2.8671112060546875,115977686,093209,093209,0,游戏Ⅱ
25,安井食品,603345,1,首板,9.995993614196777,109.82,8.84 亿,322.10 亿,366.02 亿,2.758028030395508,17158166,093449,133801,2,食品加工
26,日发精机,002520,1,首板,9.942638397216797,5.75,1.86 亿,41.25 亿,43.14 亿,4.5532941818237305,104805020,093454,093454,0,通用设备
27,八方股份,603489,1,首板,9.997007369995117,36.75,3.11 亿,86.22 亿,86.22 亿,3.638810157775879,10135907,093506,105721,12,电机Ⅱ
28,惠天热电,000692,1,首板,9.977827072143555,4.96,9292.39 万,26.43 亿,26.43 亿,3.562532901763916,74027752,093309,093309,0,电力
29,周大生,002867,1,首板,10.032894134521484,13.38,4.01 亿,144.38 亿,145.24 亿,2.790309429168701,32092384,093627,093627,0,饰品
30,山东玻纤,605006,1,3天2板,9.97280216217041,12.13,4.93 亿,72.79 亿,72.79 亿,6.885828495025635,39599112,093656,093714,1,玻璃玻纤
31,西麦食品,002956,1,首板,10.01692008972168,32.51,2.79 亿,72.57 亿,72.58 亿,3.888317346572876,5497441,093733,131606,15,休闲食品
32,思维列控,603508,1,首板,10.008410453796387,26.16,4.40 亿,99.74 亿,99.74 亿,4.450807571411133,9000635,093704,140155,5,计算机设
33,瑞斯康达,603803,1,首板,9.985206604003906,14.87,3.11 亿,63.18 亿,63.18 亿,4.959554672241211,84805082,093122,093146,1,通信设备
34,众泰汽车,000980,1,首板,10.096153259277344,2.29,3.49 亿,115.47 亿,115.47 亿,3.048281669616699,54687325,093121,093506,1,汽车零部
35,创元科技,000551,1,首板,9.97906494140625,15.76,3.37 亿,76.36 亿,76.39 亿,4.425663948059082,139076090,093027,093257,2,环保设备
36,天娱数科,002354,1,首板,9.981515884399414,5.95,3.12 亿,96.73 亿,98.45 亿,3.230830192565918,126388710,093000,093000,0,广告营销
37,淳中科技,603516,1,首板,10.001392364501953,158.05,8.94 亿,321.27 亿,321.27 亿,2.8167715072631836,151514000,093914,093914,0,计算机设
38,海德股份,000567,1,首板,9.981851577758789,6.06,3.06 亿,118.08 亿,118.45 亿,2.608116865158081,98566433,093909,093909,0,多元金融
39,共创草坪,605099,1,首板,9.995002746582031,44.02,2.69 亿,176.72 亿,177.20 亿,1.542631983757019,17998765,093825,094243,2,家居用品
40,苏州固锝,002079,1,首板,9.97177791595459,11.69,7.16 亿,94.76 亿,106.16 亿,7.642827033996582,120959469,093739,093739,0,电池
41,金瑞矿业,600714,1,首板,10.021905899047852,20.09,3.75 亿,57.89 亿,57.89 亿,6.6133832931518555,47954809,094057,094357,1,化学原料
42,中安科,600654,1,首板,10.027100563049316,4.06,8.82 亿,94.09 亿,116.83 亿,9.513545989990234,83488622,094105,094202,1,软件开发
43,亚泰集团,600881,1,首板,9.722222328186035,1.58,1.35 亿,51.07 亿,51.07 亿,2.654712438583374,11178643,094206,102848,1,综合Ⅱ
44,航锦科技,000818,1,首板,9.985734939575195,15.42,11.51 亿,101.50 亿,101.77 亿,11.486445426940918,48605382,094027,103554,9,化学原料
45,宏和科技,603256,1,首板,10.004559516906738,120.62,18.37 亿,1061.13 亿,1091.11 亿,1.777848482131958,131427552,094306,094306,0,玻璃玻纤
46,银宝山新,002786,1,首板,10.056657791137695,7.77,1.62 亿,38.39 亿,38.51 亿,4.292609691619873,88710090,094448,094448,0,专用设备
47,盐津铺子,002847,1,首板,10.0,59.62,3.56 亿,145.38 亿,162.59 亿,2.4964380264282227,68822943,094457,094457,0,休闲食品
48,黑芝麻,000716,1,首板,9.978768348693848,5.18,2.30 亿,38.26 亿,39.00 亿,6.10552453994751,43431710,094700,100430,3,休闲食品
49,莲花控股,600186,1,首板,9.959349632263184,10.82,24.20 亿,193.58 亿,193.98 亿,12.872392654418945,121213819,095111,095938,1,调味发酵
50,金新农,002548,1,首板,9.956709861755371,5.08,1.71 亿,40.87 亿,42.07 亿,4.279592514038086,70735438,095127,095127,0,饲料
51,中衡设计,603017,1,8天4板,10.0,15.29,4.25 亿,42.23 亿,42.23 亿,10.321832656860352,18419863,095552,100031,1,工程咨询
52,XD舒华体,605299,1,首板,10.013973236083984,23.62,7.63 亿,96.66 亿,96.66 亿,8.04273509979248,47450218,094020,100753,2,文娱用品
53,富森美,002818,1,首板,9.982014656066895,12.23,2.99 亿,36.49 亿,91.54 亿,8.319239616394043,38903752,095633,095633,0,一般零售
54,安奈儿,002875,1,首板,10.00446605682373,24.63,3.22 亿,44.93 亿,52.47 亿,7.310779571533203,9620478,095842,141103,6,服装家纺
55,航天科技,000901,1,首板,9.99526309967041,23.22,9.63 亿,185.34 亿,185.34 亿,5.264340877532959,92431854,095957,095957,0,汽车零部
56,康惠股份,603139,1,首板,9.988038063049316,36.78,2.45 亿,36.74 亿,36.74 亿,6.805272102355957,42491934,100345,135645,1,中药Ⅱ
57,卓郎智能,600545,1,4天2板,9.919028282165527,5.43,7.92 亿,97.08 亿,97.08 亿,8.397430419921875,33048609,100725,100840,1,专用设备
58,北方稀土,600111,1,首板,9.995682716369629,50.95,93.53 亿,1841.88 亿,1841.88 亿,5.178156852722168,717552134,101514,101514,0,小金属
59,嘉美包装,002969,1,首板,10.024212837219238,22.72,17.10 亿,248.17 亿,249.58 亿,7.075590133666992,76171072,101848,101957,1,包装印刷
60,汉缆股份,002498,1,首板,10.0,9.02,14.97 亿,300.08 亿,300.08 亿,5.1214375495910645,135513746,101936,101936,0,电网设备
61,华宏科技,002645,1,首板,10.0,23.43,5.62 亿,130.96 亿,147.05 亿,4.427727222442627,110317671,102109,102109,0,环保设备
62,乐凯胶片,600135,1,首板,10.020039558410645,10.98,2.50 亿,60.75 亿,60.75 亿,4.227822780609131,56934594,103036,103036,0,塑料
63,三峡旅游,002627,1,首板,10.043667793273926,7.56,2.23 亿,54.21 亿,54.78 亿,4.247830867767334,119205475,103924,103924,0,旅游及景
64,翔鹭钨业,002842,1,首板,9.996855735778809,34.99,19.17 亿,93.93 亿,114.48 亿,21.20592498779297,180603894,104745,104745,0,小金属
65,德方纳米,300769,1,首板,20.0,63.72,32.69 亿,160.42 亿,178.54 亿,21.808929443359375,208821272,105109,105109,0,电池
66,中国稀土,000831,1,首板,9.995928764343262,54.03,31.45 亿,573.38 亿,573.38 亿,5.624524116516113,127364000,105154,110024,1,小金属
67,高乐股份,002348,1,首板,9.968847274780273,10.59,5.30 亿,95.68 亿,100.31 亿,5.704977035522461,2167773,105309,143954,23,文娱用品
68,丽岛新材,603937,1,4天2板,10.0,13.86,1.67 亿,28.95 亿,28.95 亿,5.825974464416504,71692236,094042,094042,0,工业金属
69,剑桥科技,603083,1,首板,10.00064468383789,170.71,48.82 亿,470.46 亿,602.01 亿,10.804583549499512,310252792,110106,110106,0,通信设备
70,永兴材料,002756,1,4天2板,10.00262451171875,83.8,16.25 亿,324.37 亿,451.77 亿,5.193597316741943,161765006,110327,110327,0,能源金属
71,宇环数控,002903,1,首板,9.996997833251953,36.64,5.16 亿,39.08 亿,57.41 亿,13.717329025268555,119627768,111324,112712,1,通用设备
72,沃格光电,603773,1,15天8板,10.0,69.74,13.97 亿,156.68 亿,156.73 亿,9.115484237670898,82709687,110516,110516,0,光学光电
73,江钨装备,600397,1,首板,10.0,14.52,6.87 亿,143.74 亿,143.74 亿,4.944363594055176,66132792,111814,111814,0,专用设备
74,中钨高新,000657,1,首板,10.0,57.31,45.51 亿,832.67 亿,1305.87 亿,5.689398288726807,378295286,130133,130345,1,小金属
75,浙江众成,002522,1,首板,10.085470199584961,6.44,4.42 亿,58.28 亿,58.33 亿,7.753955364227295,81210177,130151,130151,0,塑料
76,龙蟠科技,603906,1,首板,10.003334045410156,32.99,19.62 亿,186.42 亿,226.01 亿,11.059744834899902,60233076,111336,111427,1,电池
77,苏文电能,300982,1,首板,19.989904403686523,23.77,4.90 亿,46.09 亿,49.20 亿,11.00598430633545,72331587,130439,130439,0,基础建设
78,光明地产,600708,1,首板,10.0,3.74,2.42 亿,83.23 亿,83.35 亿,3.0194790363311768,18412461,130524,130524,0,房地产开
79,石大胜华,603026,1,首板,9.999077796936035,119.25,30.98 亿,277.50 亿,277.50 亿,11.917604446411133,52756200,130824,134045,3,电池
80,鹏辉能源,300438,1,首板,20.0,81.0,55.24 亿,327.37 亿,407.71 亿,18.26896858215332,113422518,130806,130903,1,电池
81,红星发展,600367,1,首板,9.99526309967041,23.22,9.27 亿,74.76 亿,79.21 亿,12.725260734558105,61481892,131207,131207,0,化学原料
82,佛塑科技,000973,1,4天2板,10.025839805603027,21.29,23.57 亿,205.96 亿,523.36 亿,12.101801872253418,79270142,131430,132748,4,塑料
83,天赐材料,002709,1,首板,9.994437217712402,59.32,103.01 亿,895.15 亿,1209.27 亿,11.966409683227539,184512309,131512,134009,6,电池
84,共达电声,002655,1,首板,9.996417045593262,30.7,26.61 亿,111.47 亿,111.69 亿,25.15170669555664,3512080,131539,145024,22,消费电子
85,章源钨业,002378,1,首板,9.98997688293457,32.92,35.49 亿,393.43 亿,395.51 亿,9.332847595214844,63043610,131954,142006,3,小金属
86,中集集团,000039,1,首板,10.0,12.43,10.39 亿,286.06 亿,670.29 亿,3.7641429901123047,48618950,132018,134757,5,通用设备
87,盛和资源,600392,1,首板,9.995800018310547,26.19,28.29 亿,459.07 亿,459.07 亿,6.33109712600708,57299791,132124,133018,3,小金属
88,大中矿业,001203,1,首板,9.991423606872559,51.3,15.91 亿,669.96 亿,786.47 亿,2.45515775680542,53228880,132242,140142,11,冶钢原料
