序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4107.5144,28.877,0.708,4078.6374,4061.8221,4112.1518,4061.8221,614221451.0,1126615371065,11266.15 亿
2,sz399001,深证成指,15120.923,290.468,1.959,14830.455,14751.418,15139.711,14751.418,73638039843.0,1463521736269,14635.22 亿
3,Total,沪深总成交额,,,,,,,,,2590137107334,25901.37 亿
