序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4057.74,-10.829,-0.266,4068.5691,4067.1578,4093.0405,4045.6898,676025806.0,1319801913951,13198.02 亿
2,sz399001,深证成指,15340.356,-234.778,-1.507,15575.134,15601.03,15717.455,15316.022,76039303257.0,1557686047539,15576.86 亿
3,Total,沪深总成交额,,,,,,,,,2877487961490,28774.88 亿
