序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业
1,605289,罗曼股份,-10.00168514251709,106.81,7.44 亿,162.00 亿,163.00 亿,87.5809097290039,4.4364800453186035,1287594,150000,26288069,1,2,专业工程
2,600578,京能电力,-10.021322250366211,8.44,31.52 亿,565.03 亿,565.03 亿,12.826008796691895,5.441944599151611,5662396,145635,494630439,1,5,电力
3,001259,利仁科技,-10.002413749694824,74.59,4.27 亿,35.46 亿,54.89 亿,261.19036865234375,10.990270614624023,15343163,143239,22302410,1,0,小家电
4,002733,雄韬股份,-9.99401569366455,30.08,10.20 亿,110.95 亿,115.57 亿,136.5723876953125,8.820416450500488,17717120,143727,46088576,1,0,电池
5,605055,迎丰股份,-10.0,12.96,1.31 亿,57.02 亿,57.02 亿,-77.94901275634766,2.2445454597473145,20361456,095106,41705280,1,2,纺织制造
6,605006,山东玻纤,-9.989082336425781,16.49,11.10 亿,103.62 亿,103.62 亿,256.9264831542969,10.260185241699219,34403087,142036,70397128,1,3,玻璃玻纤
7,603255,鼎际得,-10.0,28.98,1994.11 万,17.58 亿,39.00 亿,87.23250579833984,1.1340703964233398,45423252,092503,171181962,1,0,化学制品
8,603459,红板科技,-10.000981330871582,91.7,17.88 亿,72.49 亿,691.19 亿,139.5835418701172,23.77372932434082,57544867,144145,76826260,1,0,元件
9,601231,环旭电子,-9.995537757873535,40.34,20.62 亿,963.76 亿,963.76 亿,57.74431228637695,2.0769035816192627,57835417,140732,213852706,1,10,消费电子
10,002943,宇晶股份,-10.002416610717773,74.5,8.02 亿,108.50 亿,153.19 亿,-196.4564971923828,7.1271891593933105,59343943,104515,62609800,1,0,通用设备
11,605580,恒盛能源,-10.003301620483398,27.26,4.12 亿,76.33 亿,76.33 亿,39.26191329956055,5.3369011878967285,77841011,102452,219652054,1,7,电力
12,603989,艾华集团,-9.997207641601562,32.23,9.25 亿,128.53 亿,128.53 亿,46.68783187866211,6.944920539855957,81588021,104918,72391803,1,0,元件
13,000586,汇源通信,-9.994086265563965,15.22,3682.17 万,29.10 亿,29.44 亿,-132.75070190429688,1.265390396118164,103322233,092500,111214062,1,0,通信设备
14,002428,云南锗业,-10.002193450927734,82.06,79.04 亿,535.88 亿,535.95 亿,1471.2413330078125,14.51819133758545,117912588,142448,1407880771,1,14,小金属
15,002080,中材科技,-9.992972373962402,64.04,40.44 亿,1074.67 亿,1074.67 亿,52.942298889160156,3.6507961750030518,136931480,135030,175194228,1,1,玻璃玻纤
16,603618,杭电股份,-9.997658729553223,38.44,29.67 亿,265.76 亿,265.76 亿,82.18657684326172,11.018744468688965,177330331,131433,3596998753,1,11,电网设备
17,002173,创新医疗,-9.979101181030273,17.23,7999.37 万,72.52 亿,76.03 亿,-75.58074951171875,1.103132724761963,380168681,092500,481390693,2,0,医疗服务
18,603256,宏和科技,-9.997526168823242,181.94,11.14 亿,1600.58 亿,1645.80 亿,293.4100646972656,0.6863943934440613,473416795,093454,1652651990,1,0,玻璃玻纤
19,300427,红相股份,-19.978046417236328,7.29,3643.03 万,36.67 亿,37.07 亿,260.749267578125,0.9934893250465393,504711551,092500,134131626,1,0,电网设备
20,603601,再升科技,-10.009443283081055,19.06,1.54 亿,217.73 亿,217.73 亿,380.46746826171875,0.7093153595924377,2399562454,092502,3697213056,2,0,专业工程
21,603629,利通电子,-9.998753547668457,216.66,5.82 亿,559.05 亿,568.34 亿,52.37736511230469,1.0411927700042725,3052569105,092501,24764736318,1,0,消费电子
