序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3934.0929,-32.501,-0.819,3966.5935,3950.7078,3966.391,3930.6386,529490944.0,1066737091823,10667.37亿
2,sz399001,深证成指,14259.44,-57.521,-0.402,14316.961,14266.442,14447.098,14201.293,64301199248.0,1254248825405,12542.49亿
3,Total,沪深总成交额,,,,,,,,,2320985917228,23209.86亿
