序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000779,甘咨询,12.73,22.29,13433.259,146086.1327,振幅值达15%的证券
2,001258,立新能源,15.93,21.6,24369.5148,362898.8251,振幅值达15%的证券
3,002141,贤丰控股,6.88,15.47,38980.2133,276999.5497,振幅值达15%的证券
4,600988,赤峰黄金,40.3,15.55,12202.1107,516780.94,振幅值达15%的证券
5,605288,凯迪股份,63.39,15.26,369.4945,21827.88,振幅值达15%的证券
6,000859,国风新材,10.48,10.46,12532.1393,128029.6177,涨幅偏离值达7%的证券
7,002229,鸿博股份,11.74,10.46,7319.2736,84033.3599,涨幅偏离值达7%的证券
8,002859,洁美科技,81.32,10.46,1935.5746,152109.4494,涨幅偏离值达7%的证券
9,600272,开开实业,15.7,10.85,4843.949,75203.96,涨幅偏离值达7%的证券
10,600611,大众交通,5.02,10.91,19946.6409,98236.33,涨幅偏离值达7%的证券
11,600667,太极实业,21.2,10.84,31986.3087,646675.05,涨幅偏离值达7%的证券
12,603797,联泰环保,5.05,10.85,3166.9942,15724.76,涨幅偏离值达7%的证券
13,603887,城地香江,10.32,10.85,3629.0739,36033.86,涨幅偏离值达7%的证券
14,000802,北京文化,5.17,20.96,15132.8907,73404.6243,连续三个交易日内，涨幅偏离值累计达20%的证券
15,002248,华东数控,11.06,20.89,5661.0122,58144.6601,连续三个交易日内，涨幅偏离值累计达20%的证券
16,002329,皇氏集团,3.82,21.16,14185.344,49656.7474,连续三个交易日内，涨幅偏离值累计达20%的证券
17,002437,誉衡药业,3.51,22.07,127971.4539,439429.8154,连续三个交易日内，涨幅偏离值累计达20%的证券
18,002552,宝鼎科技,54.61,24.69,8361.6967,449646.9273,连续三个交易日内，涨幅偏离值累计达20%的证券
19,600162,香江控股,4.29,21.36,51304.573,193924.96,连续三个交易日内，涨幅偏离值累计达20%的证券
20,600664,哈药股份,8.27,21.06,81051.2421,648494.13,连续三个交易日内，涨幅偏离值累计达20%的证券
21,600683,京投发展,10.68,21.11,1635.2402,16806.36,连续三个交易日内，涨幅偏离值累计达20%的证券
22,600833,第一医药,12.11,21.14,5140.1537,59077.08,连续三个交易日内，涨幅偏离值累计达20%的证券
23,603137,恒尚节能,30.34,20.5,9611.385,264585.85,连续三个交易日内，涨幅偏离值累计达20%的证券
24,603188,亚邦股份,4.88,20.95,5129.0488,23365.22,连续三个交易日内，涨幅偏离值累计达20%的证券
25,603655,朗博科技,33.79,22.87,1271.2514,39088.41,连续三个交易日内，涨幅偏离值累计达20%的证券
26,605179,一鸣食品,27.63,21.13,7263.7302,185636.67,连续三个交易日内，涨幅偏离值累计达20%的证券
27,605286,同力天启,28.17,21.16,1433.2117,37074.03,连续三个交易日内，涨幅偏离值累计达20%的证券
28,000820,神雾节能,4.13,29.39,8726.7631,35170.75,换手率达20%的证券
29,002580,圣阳股份,20.97,30.52,13807.1689,296516.6295,换手率达20%的证券
30,002900,哈三联,14.58,31.61,6256.9771,93571.4692,换手率达20%的证券
31,003032,传智教育,11.74,34.28,9753.1526,117551.8031,换手率达20%的证券
32,603284,林平发展,44.44,25.16,474.3626,20467.5,换手率达20%的证券
33,603407,长裕集团,64.67,33.64,1208.177,81065.9,换手率达20%的证券
34,603538,美诺华,30.3,25.98,8752.5731,264801.69,换手率达20%的证券
35,920038,森合高科,41.61,23.89,816.2287,35155.82,换手率达20%的证券
36,920088,科力股份,48.2,24.62,796.3149,37786.76,换手率达20%的证券
37,920117,龙鑫智能,33.33,53.52,1081.8013,37635.97,换手率达20%的证券
38,920176,维琪科技,68.29,36.12,287.0646,20399.17,换手率达20%的证券
39,920222,益坤电气,28.45,29.14,336.9077,9649.25,换手率达20%的证券
40,002202,金风科技,19.92,-7.66,22665.387,454515.838,跌幅偏离值达7%的证券
41,002350,北京科锐,15.01,-9.54,3455.7115,52799.7615,跌幅偏离值达7%的证券
42,002631,德尔未来,8.38,-8.06,4577.6121,39508.1264,跌幅偏离值达7%的证券
43,002990,盛视科技,52.17,-7.63,1939.43,102779.4967,跌幅偏离值达7%的证券
44,600449,宁夏建材,12.58,-9.0,6468.4065,81533.63,跌幅偏离值达7%的证券
45,601872,招商轮船,16.48,-8.53,16592.8267,284949.62,跌幅偏离值达7%的证券
46,603158,腾龙股份,9.99,-9.01,5048.0244,51308.08,跌幅偏离值达7%的证券
47,603306,华懋科技,70.8,-8.41,2181.2661,157937.22,跌幅偏离值达7%的证券
48,300164,通源石油,11.66,38.36,22369.6729,254518.3736,
49,300534,陇神戎发,15.7,30.95,9349.6308,152797.118,
50,301520,万邦医药,70.39,64.83,2119.9392,140417.0947,
51,301566,达利凯普,28.19,30.84,6657.9421,185718.5545,
52,301583,托伦斯,166.31,46.17,1423.6148,239508.845,
53,300426,华智数媒,7.8,31.3,11464.8365,80598.7564,
54,300862,蓝盾光电,27.37,43.97,150.4758,3716.9973,
55,301047,义翘神州,118.98,30.65,4788.2724,546136.1084,
56,301230,泓博医药,37.97,38.83,10445.9923,361152.2994,
57,301529,福赛科技,96.16,20.0,627.5352,55758.3952,
58,301550,斯菱智驱,87.42,20.0,1455.3569,117306.368,
59,301717,超纯应材,503.0,0.0,1493.9086,704017.035,无价格涨跌幅限制的证券
