序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3956.571,44.048,1.126,3912.5235,3911.8908,3958.0328,3909.3122,516777549.0,1010226573955,10102.27亿
2,sz399001,深证成指,14048.876,207.549,1.499,13841.327,13876.795,14049.988,13808.615,61404728845.0,1115700225234,11157.00亿
3,Total,沪深总成交额,,,,,,,,,2125926799189,21259.27亿
