序号,代码,名称,最新价,涨跌幅,成交额(亿元)
7,sh600183,生益科技,140.97,8.43,143.14亿
16,sz001309,德明利,429.76,10.0,87.62亿
18,sz002428,云南锗业,101.36,8.441,84.58亿
