序号,股票代码,股票名称,收盘价,对应值,成交量,成交额,指标
1,000020,深华发A,14.42,-10.12,784.88,11436.1992,跌幅偏离值达7%的证券
2,000534,万泽股份,39.4,-8.11,3089.6871,123660.3466,跌幅偏离值达7%的证券
3,002140,东华科技,11.7,-8.93,3924.7246,46552.8483,跌幅偏离值达7%的证券
4,002283,天润工业,11.35,-9.4,8557.1883,99053.9742,跌幅偏离值达7%的证券
5,003026,中晶科技,47.2,-7.48,2007.492,95618.6861,跌幅偏离值达7%的证券
6,200020,深华发B,2.68,-9.75,50.61,120.6915,跌幅偏离值达7%的证券
7,601339,百隆东方,8.61,-8.79,2825.3044,24565.48,跌幅偏离值达7%的证券
8,603318,水发燃气,11.85,-9.19,12207.4396,149900.46,跌幅偏离值达7%的证券
9,603507,振江股份,43.64,-7.66,2435.5409,107970.86,跌幅偏离值达7%的证券
10,605158,华达新材,8.15,-9.84,4230.808,35699.15,跌幅偏离值达7%的证券
11,000547,航天发展,27.59,9.88,24623.0303,648444.2306,涨幅偏离值达7%的证券
12,001267,汇绿生态,62.38,9.88,5796.595,346552.8735,涨幅偏离值达7%的证券
13,002222,福晶科技,108.24,9.88,5750.4488,574612.7489,涨幅偏离值达7%的证券
14,002281,光迅科技,180.72,9.88,8218.2396,1376170.5212,涨幅偏离值达7%的证券
15,002865,钧达股份,96.53,9.88,3107.636,286964.4188,涨幅偏离值达7%的证券
16,600076,康欣新材,3.6,10.1,3318.2312,11732.51,涨幅偏离值达7%的证券
17,600222,太龙药业,7.44,10.06,4884.9154,35290.92,涨幅偏离值达7%的证券
18,600480,凌云股份,11.61,10.05,6341.4101,71166.79,涨幅偏离值达7%的证券
19,600724,宁波富达,8.09,10.07,1825.2549,14500.41,涨幅偏离值达7%的证券
20,603028,赛福天,9.63,10.06,2136.1311,19769.03,涨幅偏离值达7%的证券
21,000697,炼石航空,12.58,20.11,11297.069,130970.9109,连续三个交易日内，涨幅偏离值累计达20%的证券
22,000720,新能泰山,5.69,21.74,42061.7322,225635.5313,连续三个交易日内，涨幅偏离值累计达20%的证券
23,002031,巨轮智能,7.06,20.05,35745.2676,235320.1893,连续三个交易日内，涨幅偏离值累计达20%的证券
24,002491,通鼎互联,20.66,27.17,31888.4199,586892.2955,连续三个交易日内，涨幅偏离值累计达20%的证券
25,002552,宝鼎科技,27.65,21.7,3854.69,94785.6493,连续三个交易日内，涨幅偏离值累计达20%的证券
26,002655,共达电声,39.39,21.38,11979.1111,421779.842,连续三个交易日内，涨幅偏离值累计达20%的证券
27,002757,南兴股份,29.02,21.71,19323.5834,521517.9016,连续三个交易日内，涨幅偏离值累计达20%的证券
28,002903,宇环数控,46.34,20.42,4391.8956,199517.5773,连续三个交易日内，涨幅偏离值累计达20%的证券
29,003036,泰坦股份,41.91,24.38,4394.419,159912.5992,连续三个交易日内，涨幅偏离值累计达20%的证券
30,600130,波导股份,6.15,20.59,12664.3438,73033.35,连续三个交易日内，涨幅偏离值累计达20%的证券
31,600396,华电辽能,12.44,23.75,84046.0289,979693.0,连续三个交易日内，涨幅偏离值累计达20%的证券
32,600498,烽火通信,57.0,20.46,37982.8216,1955649.18,连续三个交易日内，涨幅偏离值累计达20%的证券
33,600522,中天科技,40.9,21.84,83563.8234,3118231.01,连续三个交易日内，涨幅偏离值累计达20%的证券
34,600589,大位科技,12.51,22.58,83355.5294,954138.17,连续三个交易日内，涨幅偏离值累计达20%的证券
35,600936,北投科技,5.17,20.6,17563.6844,84743.11,连续三个交易日内，涨幅偏离值累计达20%的证券
36,601991,大唐发电,5.54,20.48,155012.6124,834051.57,连续三个交易日内，涨幅偏离值累计达20%的证券
37,603045,福达合金,62.14,20.54,324.378,19266.26,连续三个交易日内，涨幅偏离值累计达20%的证券
38,603158,腾龙股份,15.88,22.8,14668.0808,223750.72,连续三个交易日内，涨幅偏离值累计达20%的证券
39,603162,海通发展,18.11,20.14,9431.7143,160791.75,连续三个交易日内，涨幅偏离值累计达20%的证券
40,603256,宏和科技,148.87,23.34,5899.3932,831591.49,连续三个交易日内，涨幅偏离值累计达20%的证券
41,603278,大业股份,14.91,20.55,10285.4695,140174.22,连续三个交易日内，涨幅偏离值累计达20%的证券
42,603316,诚邦股份,19.15,21.18,13007.2949,236491.16,连续三个交易日内，涨幅偏离值累计达20%的证券
43,603400,华之杰,83.0,20.97,875.0936,66450.56,连续三个交易日内，涨幅偏离值累计达20%的证券
44,603459,红板科技,81.05,20.53,5183.9894,376850.69,连续三个交易日内，涨幅偏离值累计达20%的证券
45,603618,杭电股份,37.62,20.53,14024.9634,502587.27,连续三个交易日内，涨幅偏离值累计达20%的证券
46,603636,南威软件,11.11,20.55,4546.4106,46023.62,连续三个交易日内，涨幅偏离值累计达20%的证券
47,603738,泰晶科技,47.01,20.53,3159.0933,142880.91,连续三个交易日内，涨幅偏离值累计达20%的证券
48,603937,丽岛新材,18.88,22.15,9599.7609,167479.24,连续三个交易日内，涨幅偏离值累计达20%的证券
49,603950,长源东谷,68.5,21.44,4140.1387,256496.64,连续三个交易日内，涨幅偏离值累计达20%的证券
50,605006,山东玻纤,14.87,20.52,8681.305,118521.14,连续三个交易日内，涨幅偏离值累计达20%的证券
51,605055,迎丰股份,13.64,20.03,4509.0109,56441.63,连续三个交易日内，涨幅偏离值累计达20%的证券
52,605358,立昂微,49.98,20.07,15524.676,706365.15,连续三个交易日内，涨幅偏离值累计达20%的证券
53,000833,粤桂股份,26.51,-20.01,25992.2542,736340.8522,连续三个交易日内，跌幅偏离值累计达20%的证券
54,000889,中嘉博创,5.41,32.48,28249.7984,156814.6207,换手率达20%的证券
55,002297,博云新材,25.71,29.19,16729.0054,424680.744,换手率达20%的证券
56,002342,巨力索具,22.11,35.6,33984.7838,761900.655,换手率达20%的证券
57,002361,神剑股份,21.9,39.88,33676.2994,754737.2005,换手率达20%的证券
58,002591,恒大高新,8.76,34.47,7704.6109,68696.3483,换手率达20%的证券
59,600152,维科技术,15.41,28.59,15127.539,238477.42,换手率达20%的证券
60,600719,大连热电,9.09,27.05,10943.9244,103955.9,换手率达20%的证券
61,603293,埃泰克,55.25,27.95,980.8021,52981.52,换手率达20%的证券
62,603399,永杉锂业,23.99,28.69,14697.6573,350572.02,换手率达20%的证券
63,920011,晨光电机,27.51,38.83,722.1577,19748.37,换手率达20%的证券
64,920012,创达新材,69.65,36.0,477.666,31919.46,换手率达20%的证券
65,920036,觅睿科技,51.85,45.65,596.2837,30900.36,换手率达20%的证券
66,920078,族兴新材,32.6,46.76,967.9104,30521.72,换手率达20%的证券
67,920200,振宏股份,65.82,68.63,1662.0828,115425.55,换手率达20%的证券
68,600736,苏州高新,9.86,15.45,23701.419,234041.74,振幅值达15%的证券
69,300052,中青宝,15.25,31.46,8238.9494,130162.0367,
70,300840,酷特智能,24.51,30.67,5443.7536,135577.7026,
71,301171,易点天下,42.9,30.13,14961.2349,665458.1899,
72,301666,大普微,504.81,37.71,999.9212,471213.2982,
73,301696,三瑞智能,128.22,51.72,1555.9698,189056.5684,
74,688811,有研复材,29.55,31.52,2904.09,84525.42,
75,688818,电科蓝天,85.64,33.96,4482.9422,363391.26,
76,300258,精锻科技,14.06,20.0,7722.9435,101862.4052,
77,300283,温州宏丰,16.98,20.0,10843.5193,168132.6531,
78,300488,恒锋工具,41.56,20.0,2470.6166,96991.1213,
79,301028,鼎熔岩,17.75,20.0,3682.7195,61045.1172,
80,301183,东田微,240.4,20.0,1366.0039,291097.8363,
81,688260,昀冢科技,45.72,20.0,1529.0556,67681.84,
82,300819,聚杰微纤,80.05,34.55,2777.9549,205119.1798,
83,920270,天铭科技,20.64,29.97,976.6601,19079.83,
84,920438,戈碧迦,70.1,22.55,1817.5151,117075.62,
