序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,4179.9524,-0.14,-0.003,4180.0922,4163.8537,4183.0631,4154.2456,697019094.0,1331673066131,13316.73 亿
2,sz399001,深证成指,15563.797,-78.089,-0.499,15641.886,15520.381,15639.388,15466.838,82621847976.0,1716868864518,17168.69 亿
3,Total,沪深总成交额,,,,,,,,,3048541930649,30485.42 亿
