序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,中新集团,601512,0天0板,2.6036643981933594,10.64,11.41,4.44 亿,159.48 亿,159.48 亿,2.728492498397827,0.09407337754964828,093000,1,8.582449913024902,房地产开
2,引力传媒,603598,2天1板,3.6636135578155518,24.9,26.42,17.84 亿,67.08 亿,67.15 亿,25.67008399963379,0.0,093000,3,6.952539920806885,广告营销
3,金圆股份,000546,0天0板,4.122340202331543,7.83,8.27,12.55 亿,54.55 亿,60.89 亿,22.791276931762695,-0.12755101919174194,093157,2,9.042552947998047,环境治理
4,永杉锂业,603399,6天4板,6.24446439743042,23.99,24.84,35.06 亿,122.90 亿,122.90 亿,28.690074920654297,0.16701461374759674,093333,2,8.591673851013184,能源金属
5,甘肃能源,000791,0天0板,5.747126579284668,9.2,9.57,13.87 亿,178.08 亿,298.43 亿,7.679650783538818,0.0,093442,1,10.804597854614258,电力
6,迅捷兴,688655,0天0板,14.709676742553711,53.34,55.8,13.62 亿,71.15 亿,71.15 亿,18.98907470703125,0.0,094105,2,15.010753631591797,元件
7,华电辽能,600396,11天6板,3.6666665077209473,12.44,13.2,44.71 亿,183.20 亿,183.20 亿,23.85533332824707,0.0,094303,1,8.333333969116211,电力
8,百邦科技,300736,0天0板,16.013864517211914,33.47,34.62,8.65 亿,41.74 亿,42.82 亿,21.258852005004883,0.0,094345,1,18.162912368774414,其他电子
9,华远控股,600743,0天0板,6.92307710647583,2.78,2.86,5.72 亿,65.22 亿,65.22 亿,8.87458610534668,0.3610108196735382,094831,1,11.923076629638672,一般零售
10,云南锗业,002428,0天0板,7.319202423095703,86.07,88.22,96.99 亿,562.07 亿,562.14 亿,17.289539337158203,-0.4971098303794861,095106,3,10.872817993164062,小金属
11,酷特智能,300840,0天0板,12.122598648071289,24.51,26.23,13.56 亿,43.40 亿,58.82 亿,30.74088478088379,0.0,100330,1,15.69075870513916,服装家纺
12,维科技术,600152,0天0板,1.9854400157928467,15.41,16.62,23.85 亿,81.53 亿,81.53 亿,28.592191696166992,0.0,101149,1,11.184646606445312,电池
13,京源环保,688096,0天0板,13.915094375610352,9.66,10.18,4.02 亿,22.80 亿,22.80 亿,17.507200241088867,0.0,101432,3,21.34433937072754,环境治理
14,上海港湾,605598,2天1板,8.265682220458984,58.68,59.62,10.16 亿,142.60 亿,142.60 亿,7.248450756072998,0.0,104827,2,11.199261665344238,专业工程
15,花王股份,603007,0天0板,5.279999732971191,6.58,6.88,5.90 亿,45.74 亿,58.21 亿,12.707797050476074,0.15220700204372406,105008,2,10.719999313354492,汽车零部
16,中衡设计,603017,0天0板,3.1520395278930664,16.69,17.8,8.86 亿,46.10 亿,46.10 亿,19.16621971130371,0.0,133451,1,12.978985786437988,工程咨询
17,万盛股份,603010,0天0板,8.459869384765625,15.0,15.21,4.85 亿,85.62 亿,87.75 亿,5.804225921630859,-0.06662225723266602,141930,1,11.424439430236816,化学制品
