序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3957.0527,-49.5,-1.235,4006.5523,4004.5732,4022.7033,3955.7113,666798387.0,964863108629,9648.63 亿
2,sz399001,深证成指,13866.202,-35.365,-0.254,13901.567,14021.456,14144.989,13856.487,73293460405.0,1321947502000,13219.48 亿
3,Total,沪深总成交额,,,,,,,,,2286810610629,22868.11 亿
