序号,名称,代码,涨停统计,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,振幅,所属行业
1,康惠股份,603139,0天0板,-2.9287664890289307,39.11,44.32,5.64亿,39.06亿,41.63亿,13.527973175048828,0.0,092502,1,15.487713813781738,中药Ⅱ
2,上海亚虹,603159,0天0板,-3.327716827392578,22.95,26.11,4.10亿,32.13亿,32.13亿,12.278559684753418,0.0,092502,1,19.96630096435547,专用设备
3,中材科技,002080,0天0板,5.028632640838623,58.69,61.47,58.46亿,984.89亿,984.89亿,5.803260326385498,0.0,093003,1,5.314960479736328,玻璃玻纤
4,黑猫股份,002068,2天1板,-0.9861932992935181,10.04,11.15,13.68亿,73.79亿,73.83亿,17.78322410583496,0.0,093054,1,12.52465534210205,橡胶
5,潍柴重机,000880,0天0板,2.4630541801452637,24.96,26.8,7.18亿,56.67亿,115.78亿,12.473099708557129,0.0,093124,1,9.195402145385742,通用设备
6,西陇科学,002584,3天2板,-0.3141361176967621,9.52,10.51,26.10亿,45.80亿,55.71亿,53.92250061035156,0.0,093124,2,11.413612365722656,电子化学
7,洪兴股份,001209,2天1板,0.15600624680519104,19.26,21.15,3.70亿,18.51亿,25.33亿,19.08910369873047,0.0,093245,2,14.872593879699707,服装家纺
8,实益达,002137,2天1板,4.2682929039001465,8.55,9.02,11.72亿,33.90亿,49.38亿,33.8742561340332,0.0,093251,2,6.707317352294922,光学光电
9,联域股份,001326,2天1板,8.372365951538086,92.55,93.94,5.93亿,22.23亿,67.75亿,26.563657760620117,0.0,094045,17,7.810304164886475,照明设备
10,沃格光电,603773,0天0板,2.591792583465576,95.0,101.86,43.38亿,213.44亿,213.44亿,19.693492889404297,0.0,094059,2,11.090712547302246,光学光电
11,北玻股份,002613,0天0板,6.0171918869018555,3.7,3.84,6.31亿,28.63亿,40.72亿,21.712594985961914,0.0,094612,2,10.601719856262207,玻璃玻纤
12,神奇制药,600613,0天0板,4.146341800689697,8.54,9.02,9.75亿,40.93亿,45.61亿,23.54916763305664,0.0,095256,1,10.853658676147461,化学制药
13,中视传媒,600088,0天0板,7.641196250915527,16.2,16.56,10.84亿,64.43亿,64.43亿,17.0386962890625,0.0,095743,9,13.488371849060059,影视院线
14,和达科技,688296,0天0板,9.831344604492188,26.7,29.17,4.23亿,28.67亿,28.67亿,14.268216133117676,0.0,100110,1,19.1690673828125,软件开发
15,近岸蛋白,688137,0天0板,18.75,99.75,100.8,10.38亿,69.74亿,69.74亿,15.460926055908203,0.0,101417,3,18.5,生物制品
16,模塑科技,000700,0天0板,6.8283915519714355,11.89,12.24,12.15亿,109.15亿,109.15亿,11.143211364746094,0.0,103724,1,10.781671524047852,汽车零部
17,海马汽车,000572,0天0板,7.920792102813721,4.36,4.44,8.81亿,71.60亿,71.71亿,12.84434986114502,0.0,105824,2,14.603960037231445,乘用车
18,天汽模,002510,0天0板,6.642728805541992,5.94,6.13,4.78亿,60.30亿,60.30亿,7.889720439910889,0.0,110151,2,11.131059646606445,汽车零部
19,和胜股份,002824,2天1板,5.660377502441406,29.68,30.9,15.12亿,67.13亿,92.36亿,22.91436767578125,0.0,112239,1,12.566749572753906,工业金属
20,华东数控,002248,0天0板,5.200433254241943,9.71,10.15,4.16亿,29.86亿,29.86亿,13.884522438049316,0.0,130024,1,12.026001930236816,通用设备
