序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
14,688485,九州一轨,40.21,19.99,6.7,146299.0,559292275.0,17.99,40.21,34.18,34.18,33.51,1.16,16.48,-431.25,4.59,6043243813.0,3568958295.0,0.0,0.0,127.82,125.39
15,688112,鼎阳科技,48.48,18.77,7.66,58011.0,268892158.0,16.98,48.74,41.81,41.92,40.82,4.06,3.63,54.26,4.82,7737256888.0,7737256888.0,0.06,-0.02,26.48,29.45
16,920021,流金科技,10.97,18.08,1.68,498010.0,523402524.18,16.47,11.08,9.55,9.55,9.29,2.32,20.12,324.05,5.27,3389729814.0,2715674763.0,-0.09,0.46,63.0,63.24
17,300686,智动力,17.76,18.01,2.71,444402.0,759200958.56,16.35,18.06,15.6,15.65,15.05,6.86,17.16,-53.86,4.92,4628686147.0,4598202883.0,0.51,0.97,18.16,17.93
18,301396,宏景科技,191.25,17.82,28.93,180991.0,3275307030.73,16.38,194.58,168.0,170.0,162.32,1.65,23.79,204.8,22.78,29360230864.0,14550505403.0,0.25,0.03,184.05,188.46
19,300139,晓程科技,61.3,16.83,8.83,612055.0,3616352689.09,10.35,62.32,56.89,57.01,52.47,1.68,26.19,164.02,15.16,16796200000.0,14323310493.0,0.0,-0.16,92.65,101.91
20,301171,易点天下,48.88,16.58,6.95,768984.0,3612624741.57,13.83,48.99,43.19,43.69,41.93,2.29,20.12,145.89,6.22,23065783036.0,18680257021.0,0.35,0.41,13.2,20.69
21,688125,安达智能,249.1,16.48,35.25,15816.0,381276204.0,16.37,254.0,219.0,220.44,213.85,2.14,1.94,-182.96,11.2,20457675280.0,20348913238.0,0.0,-0.65,85.9,84.45
22,688337,普源精电,52.98,16.29,7.42,78726.0,397093935.0,14.84,52.98,46.22,46.53,45.56,2.05,4.23,119.32,3.25,10271466613.0,9849880647.0,0.11,0.3,38.87,43.62
23,300668,杰恩设计,46.54,16.12,6.46,81857.0,364700659.5,14.75,46.68,40.77,40.88,40.08,0.96,8.21,237.73,7.15,5602544445.0,4639752337.0,0.3,1.0,60.37,59.49
24,688392,骄成超声,130.0,16.07,18.0,52534.0,653718507.0,15.19,131.25,114.24,117.0,112.0,1.77,4.54,127.99,8.35,15045336800.0,15045336800.0,-0.19,-0.22,13.27,15.86
25,301018,申菱环境,102.29,15.83,13.98,185195.0,1796888384.34,13.4,102.93,91.1,92.39,88.31,2.48,9.31,135.99,10.26,27214516772.0,20355650058.0,0.05,0.19,54.98,61.04
26,300085,银之杰,39.02,15.79,5.32,887899.0,3339177835.37,16.82,40.2,34.53,34.71,33.7,3.0,13.62,-348.14,55.05,27573113676.0,25441541797.0,0.08,0.0,-5.73,-2.67
27,688229,博睿数据,90.57,15.74,12.32,30995.0,272393068.0,12.12,91.49,82.01,83.98,78.25,1.5,6.98,-42.73,10.87,4021308000.0,4021308000.0,-0.11,-0.09,40.29,44.5
28,300790,宇瞳光学,28.42,15.48,3.81,493277.0,1347658911.09,14.63,28.5,24.9,25.3,24.61,4.52,15.2,42.43,4.1,10632461440.0,9225800239.0,0.11,0.0,-6.33,-4.98
29,920207,众诚科技,30.23,15.34,4.02,87257.0,264436453.52,19.65,32.35,27.2,27.47,26.21,3.3,15.49,3542.17,9.36,2787054850.0,1702386368.0,0.03,0.43,37.47,35.87
30,301133,金钟股份,42.15,15.32,5.6,96348.0,390079887.9,13.93,42.33,37.24,37.24,36.55,2.55,8.67,147.47,4.43,5119818202.0,4684381093.0,0.07,-0.24,5.45,10.02
31,688720,艾森股份,77.5,15.28,10.27,78429.0,581283570.0,15.95,79.67,68.95,69.25,67.23,4.21,13.91,135.35,6.64,6830333385.0,4369784955.0,-0.31,-0.22,7.92,10.12
32,300664,鹏鹞环保,6.19,15.27,0.82,660076.0,388239265.49,16.95,6.29,5.38,5.42,5.37,3.43,8.77,13.0,1.06,4681226695.0,4656398605.0,0.0,0.32,13.79,15.49
33,688270,臻镭科技,155.0,15.1,20.34,212071.0,3204605965.0,11.55,155.55,140.0,140.0,134.66,1.69,9.91,249.03,14.72,33177998000.0,33177998000.0,0.0,0.01,23.63,26.98
34,300166,东方国信,16.93,15.01,2.21,2188595.0,3658995611.29,11.55,17.25,15.55,15.65,14.72,1.57,24.16,-146.81,3.29,19278965514.0,15334814125.0,0.06,0.06,62.48,65.66
35,688813,泰金新能,48.63,14.94,6.32,139094.0,656397824.0,16.62,50.77,43.74,43.74,42.31,1.04,46.25,38.12,7.52,7780800000.0,1462643343.0,-1.16,-1.16,85.05,85.05
36,300063,天龙集团,12.63,14.82,1.63,1388985.0,1697822032.65,13.36,12.8,11.33,11.37,11.0,2.7,22.17,64.78,5.51,9580197905.0,7913382615.0,0.16,0.24,41.75,47.37
37,300017,网宿科技,18.42,14.77,2.37,3549319.0,6286197990.8,9.72,18.47,16.91,16.91,16.05,1.95,15.39,55.15,4.47,45303064892.0,42479128806.0,0.05,0.11,74.1,79.71
38,688683,莱尔科技,35.7,14.53,4.53,36089.0,123173769.0,13.38,35.96,31.79,31.79,31.17,3.23,2.33,135.44,4.82,5751191460.0,5539852065.0,0.03,-0.2,11.67,12.62
39,688676,金盘科技,81.05,14.53,10.28,236420.0,1869004260.0,10.02,81.19,74.1,74.1,70.77,2.71,5.14,56.5,7.4,37265522702.0,37265522702.0,-0.01,0.12,-9.96,-10.28
40,300606,金太阳,40.08,14.48,5.07,230903.0,883702126.0,15.68,40.9,35.41,36.0,35.01,2.08,19.62,198.28,8.21,5544980866.0,4716393399.0,0.0,0.28,74.11,70.48
41,301500,飞南资源,24.6,14.47,3.11,359904.0,849718024.21,13.26,24.85,22.0,22.84,21.49,2.93,24.98,51.76,2.95,13824019274.0,3543646433.0,0.08,0.12,55.21,56.79
42,688702,盛科通信-U,218.99,14.24,27.29,96886.0,2036732642.0,11.6,222.22,199.98,203.0,191.7,1.5,4.77,-599.2,40.26,89785900000.0,44453170559.0,0.0,0.12,54.94,54.56
43,301200,大族数控,174.73,14.05,21.52,70947.0,1197162712.57,14.29,178.9,157.0,157.49,153.21,1.62,1.68,102.5,12.25,84486961364.0,73628549155.0,0.1,-0.38,40.01,47.12
44,300986,志特新材,27.93,14.0,3.43,838055.0,2306554549.41,18.78,29.4,24.8,25.18,24.5,2.45,20.36,73.22,5.4,11506433122.0,11496938821.0,0.0,0.14,108.12,149.82
45,300548,长芯博创,206.39,13.96,25.29,334937.0,6631619424.79,9.83,207.8,190.0,190.0,181.1,1.32,12.44,179.71,30.63,60177695332.0,55576746257.0,-0.43,-0.44,48.38,45.35
46,688158,优刻得-W,45.98,13.95,5.63,643885.0,2884183244.0,8.92,46.0,42.4,42.77,40.35,1.48,15.88,-273.61,8.69,20980907624.0,18643690290.0,0.0,0.13,49.67,63.69
47,301468,博盈特焊,51.8,13.77,6.27,105638.0,533420799.21,11.2,52.3,47.2,47.2,45.53,2.17,14.08,121.47,2.99,6739898829.0,3885134991.0,0.39,0.21,2.49,-0.92
48,688150,莱特光电,45.6,13.66,5.48,207464.0,914233148.0,13.93,46.32,40.73,41.6,40.12,1.87,5.16,83.48,9.58,18351153876.0,18351153876.0,0.04,0.15,67.46,68.7
49,688343,云天励飞-U,85.8,13.63,10.29,205454.0,1696020249.0,10.01,86.08,78.52,78.99,75.51,1.95,5.71,-76.67,8.09,30853970004.0,30853970004.0,-0.03,-0.06,11.3,12.78
50,688535,华海诚科,120.0,13.41,14.19,43888.0,505660627.0,10.84,120.35,108.88,110.8,105.81,2.23,5.44,475.08,5.39,11521718760.0,9683574360.0,-0.02,-0.22,2.93,7.07
51,688316,青云科技-U,73.04,13.31,8.58,67504.0,476799085.0,9.25,73.26,67.3,68.0,64.46,1.83,14.09,-57.68,128.14,3498479342.0,3498479342.0,-0.05,0.0,16.05,21.39
52,300113,顺网科技,28.59,13.23,3.34,938074.0,2590413692.53,9.47,28.7,26.31,26.53,25.25,1.55,18.09,45.27,7.74,19543154284.0,14821699304.0,0.0,-0.1,37.25,41.25
53,688066,航天宏图,18.75,13.09,2.17,167944.0,305538832.0,11.28,18.87,17.0,17.0,16.58,1.32,6.43,-4.19,-14.76,4898969175.0,4898969175.0,-0.27,-0.05,-41.13,-42.41
54,688396,华润微,50.15,12.98,5.76,471121.0,2293525089.0,12.48,51.27,45.73,45.73,44.39,5.05,3.55,100.71,2.9,66609765602.0,66609765602.0,0.22,0.14,-6.94,-5.13
55,300854,中兰环保,30.44,12.82,3.46,56456.0,167182797.23,12.49,30.45,27.08,27.66,26.98,1.15,6.94,-110.73,3.18,3046092750.0,2476016235.0,0.76,0.26,76.87,80.76
56,300170,汉得信息,20.76,12.76,2.35,982323.0,1974247506.95,9.18,20.78,19.09,19.1,18.41,2.31,10.05,109.59,3.83,21221436900.0,20284749811.0,0.05,0.24,1.57,9.73
57,301479,弘景光电,100.8,12.75,11.4,65419.0,639258145.44,11.29,102.97,92.88,92.88,89.4,2.6,12.85,46.5,7.0,8967705566.0,5133665678.0,-0.1,-0.19,13.9,15.84
58,688603,天承科技,87.3,12.57,9.75,68551.0,580949785.0,13.4,89.49,79.1,80.15,77.55,2.43,14.46,130.19,9.13,10888450945.0,4139906291.0,0.16,-0.08,11.1,16.46
59,300322,硕贝德,26.31,12.53,2.93,417563.0,1059456956.27,10.65,26.45,23.96,24.0,23.38,2.71,9.48,187.12,11.99,12103603805.0,11587733375.0,0.08,0.08,-6.64,-3.59
60,301099,雅创电子,50.19,12.51,5.58,127400.0,622485032.42,10.8,50.59,45.77,46.3,44.61,1.8,14.19,66.7,5.68,7361155348.0,4506077122.0,-0.04,-0.16,10.79,17.93
61,301053,远信工业,50.0,12.49,5.55,113061.0,535286938.63,11.41,50.03,44.96,44.98,44.45,1.18,13.29,234.41,6.19,4598252900.0,4253160450.0,-0.06,0.04,42.78,41.64
62,300227,光韵达,12.28,12.45,1.36,376667.0,445222898.6,10.81,12.38,11.2,11.25,10.92,2.38,8.7,-26.63,5.05,7318528681.0,5318071712.0,0.0,0.08,23.54,33.33
63,688480,赛恩斯,88.8,12.41,9.8,57596.0,513943365.0,9.57,92.22,84.66,89.0,79.0,1.45,6.04,76.96,7.36,8464964695.0,8464964695.0,0.23,0.59,69.14,72.46
64,688031,星环科技-U,142.26,12.31,15.59,95381.0,1322674753.0,7.6,142.63,133.0,133.88,126.67,1.39,7.87,-70.29,19.98,17232795410.0,17232795410.0,0.04,-0.06,35.14,31.49
65,920184,国源科技,16.13,12.25,1.76,48447.0,76180735.9,12.53,16.5,14.7,14.97,14.37,3.39,5.42,98.73,3.4,2139059126.0,1441503453.0,0.0,0.37,-10.29,-7.93
66,688818,电科蓝天,62.69,12.25,6.84,272770.0,1631760285.0,11.01,62.95,56.8,57.16,55.85,1.74,20.66,332.65,25.48,108887758664.0,8276104292.0,0.05,-0.3,561.99,561.99
67,688371,菲沃泰,21.03,12.22,2.29,45063.0,91768298.0,10.41,21.1,19.15,19.77,18.74,3.32,1.34,232.64,3.57,7054983647.0,7054983647.0,0.1,-0.28,8.91,13.86
68,300846,首都在线,30.4,12.22,3.31,723274.0,2133743524.58,7.68,30.5,28.42,28.42,27.09,1.56,18.45,-89.91,19.46,15288038886.0,11917005170.0,0.07,0.1,29.47,33.16
69,300785,值得买,52.49,12.21,5.71,200320.0,1025530705.88,9.83,52.6,48.0,48.0,46.78,2.71,16.37,582.1,5.53,10437911705.0,6421326620.0,0.0,0.13,14.56,19.79
70,688365,光云科技,19.67,12.21,2.14,216057.0,412483350.0,9.24,19.67,18.05,18.3,17.53,2.42,5.07,-317.51,8.86,8375971534.0,8375971534.0,0.25,0.56,11.13,16.6
71,301489,思泉新材,182.3,12.16,19.76,57537.0,1020800530.98,10.64,185.0,167.7,168.6,162.54,1.96,12.09,173.89,13.59,14721429954.0,8677557842.0,0.14,0.11,-10.89,-8.39
72,688039,当虹科技,44.01,12.13,4.76,38908.0,165529677.0,8.38,44.07,40.78,41.5,39.25,2.64,3.52,-54.9,4.57,4867568670.0,4867568670.0,0.11,0.05,-18.04,-1.65
73,300364,中文在线,29.83,12.1,3.22,1359370.0,3918854533.12,11.42,30.24,27.2,27.45,26.61,2.97,20.58,-31.32,45.97,21731158520.0,19700071257.0,0.03,-0.03,15.66,18.75
74,301317,鑫磊股份,53.4,12.07,5.75,59421.0,310933251.8,13.14,54.85,48.59,48.59,47.65,1.38,11.38,16.59,6.24,8393946000.0,2787305542.0,-0.15,-0.28,60.99,65.63
75,300738,奥飞数据,23.08,12.04,2.48,1305504.0,2919815715.99,7.43,23.08,21.55,21.61,20.6,1.98,13.26,117.25,6.47,22738004945.0,22730851068.0,0.09,0.17,20.77,24.82
76,688668,鼎通科技,165.72,11.99,17.74,99445.0,1591124116.0,10.28,166.59,151.38,153.37,147.98,1.25,7.14,95.96,11.66,23079924826.0,23079924826.0,0.0,0.01,35.95,33.65
77,688183,生益电子,90.58,11.91,9.64,301048.0,2647692453.0,8.92,91.0,83.78,84.28,80.94,2.53,3.62,51.15,12.98,75346362032.0,75346362032.0,0.0,0.02,-8.15,-5.34
78,688258,卓易信息,119.27,11.89,12.67,53926.0,631770602.0,9.08,120.5,110.82,112.8,106.6,1.64,4.45,175.94,16.03,14448634607.0,14448634607.0,0.58,0.43,29.81,55.77
79,300480,光力科技,31.1,11.87,3.3,253694.0,762600825.94,9.71,31.27,28.57,29.4,27.8,1.64,9.47,234.92,8.56,11439259784.0,8327372387.0,0.23,0.19,82.08,86.12
80,300780,德恩精工,23.32,11.79,2.46,179240.0,406258511.0,13.23,23.96,21.2,21.24,20.86,1.31,16.67,-79.03,3.34,3420344400.0,2507716480.0,-0.26,-0.3,23.06,20.95
81,301387,光大同创,59.76,11.78,6.3,38073.0,216704062.38,10.48,59.87,54.27,54.76,53.46,2.85,8.92,169.88,3.87,6379212911.0,2550815202.0,-0.02,0.57,8.38,7.87
82,300857,协创数据,230.85,11.67,24.13,166436.0,3720481914.94,8.83,233.1,214.84,217.0,206.72,2.08,4.84,68.62,18.2,79901979524.0,79410165141.0,0.0,-0.09,24.29,36.86
83,300249,依米康,16.96,11.58,1.76,456312.0,755955154.86,8.42,17.05,15.77,15.8,15.2,1.86,12.22,202.66,22.36,7470676378.0,6333305418.0,0.12,0.12,11.95,15.93
84,300499,高澜股份,37.4,11.58,3.88,390252.0,1413146729.36,8.32,37.56,34.77,34.99,33.52,1.73,14.38,250.1,8.25,11416296294.0,10150495986.0,0.11,0.19,17.65,21.9
85,920790,联迪信息,27.97,11.57,2.9,25780.0,70390107.18,10.25,28.27,25.7,26.5,25.07,3.54,4.74,292.9,7.07,2208707549.0,1520140355.0,-0.04,0.29,-15.58,-15.24
86,301188,力诺药包,23.67,11.55,2.45,406388.0,908185852.27,12.72,23.89,21.19,21.65,21.22,1.08,15.19,93.34,3.73,6332591677.0,6332591677.0,0.0,0.17,32.53,34.49
87,300634,彩讯股份,26.31,11.44,2.7,254313.0,645945293.89,8.47,26.33,24.33,24.35,23.61,2.32,5.86,45.34,4.07,11871358779.0,11425735785.0,-0.04,0.08,0.69,4.28
88,301085,亚康股份,61.35,11.32,6.24,68976.0,413567334.63,8.66,61.65,56.88,56.94,55.11,1.83,11.71,1474.52,4.96,5323687661.0,3614235372.0,0.0,-0.2,11.26,16.33
89,301319,唯特偶,47.2,11.29,4.79,58992.0,272651066.46,8.3,47.35,43.83,43.83,42.41,2.99,6.31,63.36,5.01,5874082338.0,4415062654.0,-0.08,0.0,-10.93,-14.86
90,300184,力源信息,11.64,11.28,1.18,1730119.0,1963971662.92,8.7,11.68,10.77,10.77,10.46,2.92,16.54,64.45,3.27,13398013900.0,12177854369.0,0.0,0.0,14.01,16.52
91,300454,深信服,106.7,11.27,10.81,147524.0,1526471886.32,8.0,106.87,99.2,99.2,95.89,1.77,5.12,117.23,4.68,46047351169.0,30729913485.0,0.02,0.01,-11.14,-7.35
92,688123,聚辰股份,112.8,11.26,11.42,113210.0,1224720469.0,8.76,112.88,104.0,105.0,101.38,2.08,7.15,49.1,6.81,17852973763.0,17852973763.0,-0.02,0.03,-17.06,-10.18
93,688638,誉辰智能,42.24,11.16,4.24,21509.0,88668909.0,11.34,42.88,38.57,39.05,38.0,1.47,8.13,-15.96,2.91,2365440000.0,1117713569.0,-0.02,-0.02,14.78,16.27
94,300602,飞荣达,32.62,11.14,3.27,248746.0,786860963.67,8.55,32.78,30.27,30.3,29.35,2.19,6.29,49.74,4.78,18980385119.0,12898074337.0,0.06,0.22,-1.95,-1.63
95,300308,中际旭创,688.14,11.07,68.61,396630.0,26479882606.71,7.31,688.26,643.0,653.53,619.53,1.62,3.59,70.81,25.69,764604970359.0,760738138287.0,-0.01,0.02,10.37,12.81
96,300900,广联航空,39.0,11.02,3.87,382500.0,1467223680.4,8.82,39.5,36.4,36.6,35.13,0.88,14.9,551.28,8.98,12781093026.0,10014613401.0,0.05,0.23,5.43,-0.18
97,301181,标榜股份,44.46,11.01,4.41,31838.0,138128148.87,9.66,44.48,40.61,40.61,40.05,2.28,3.53,42.59,3.59,5136951660.0,4009457175.0,0.18,0.14,2.68,0.63
98,688456,有研粉材,56.05,10.99,5.55,44129.0,241547020.0,8.02,56.3,52.25,52.25,50.5,2.22,4.26,81.94,4.58,5810143000.0,5810143000.0,0.18,0.02,-20.72,-27.86
99,300418,昆仑万维,52.4,10.97,5.18,900741.0,4600764536.92,7.39,52.41,48.92,49.0,47.22,1.85,7.18,-74.15,4.68,65780704337.0,65735312837.0,0.04,0.06,19.72,25.66
100,688226,威腾电气,53.08,10.93,5.23,181292.0,933141484.0,12.2,53.96,48.12,48.33,47.85,1.36,9.6,315.1,5.85,10020204602.0,10020204602.0,0.02,0.28,42.76,43.07
101,688141,杰华特,61.34,10.92,6.04,186061.0,1100660450.0,8.93,61.76,56.82,57.01,55.3,1.64,4.13,-38.52,18.11,27622727496.0,27622727496.0,0.13,0.31,34.67,41.24
102,300975,商络电子,20.05,10.9,1.97,650171.0,1252412748.19,9.85,20.2,18.42,19.0,18.08,1.41,13.21,73.08,6.05,13774462360.0,9866069444.0,0.05,0.05,53.17,58.0
103,688701,卓锦股份,10.03,10.83,0.98,42105.0,41511859.0,12.93,10.28,9.11,9.18,9.05,1.75,3.14,-23.48,9.46,1346802041.0,1346802041.0,-0.2,-0.5,20.84,23.07
104,688531,日联科技,72.75,10.81,7.1,42932.0,303755198.0,7.63,72.75,67.74,68.0,65.65,2.14,3.74,69.01,3.09,12046959062.0,8350159664.0,0.04,0.07,10.36,10.18
105,301563,云汉芯城,156.01,10.8,15.21,29370.0,455217770.74,8.52,161.0,149.0,149.0,140.8,2.24,19.95,102.74,8.36,10158762605.0,2296430694.0,-0.01,0.01,-15.17,1.8
106,688318,财富趋势,113.86,10.72,11.02,55266.0,614720529.0,9.43,115.35,105.65,105.88,102.84,3.15,2.16,92.46,7.59,29161763082.0,29161763082.0,-0.04,-0.01,-16.73,-13.95
107,300988,津荣天宇,27.27,10.72,2.64,113992.0,306164681.47,11.45,28.03,25.21,25.28,24.63,2.37,10.69,32.66,3.01,3825908925.0,2908886728.0,-0.11,0.0,18.1,19.87
108,688787,海天瑞声,133.42,10.67,12.86,34106.0,442291276.0,7.67,134.23,124.98,124.98,120.56,1.43,5.65,571.86,10.86,8048585516.0,8048585516.0,-0.01,-0.13,8.08,15.03
109,688355,明志科技,23.04,10.66,2.22,55580.0,126496533.0,8.74,23.22,21.4,21.4,20.82,2.76,4.48,35.81,2.59,2855947899.0,2855947899.0,0.17,0.0,25.22,29.44
110,688022,瀚川智能,15.88,10.66,1.53,78544.0,120076316.0,9.9,16.0,14.58,14.7,14.35,2.69,4.47,78.92,4.09,2792947785.0,2792947785.0,-0.5,-0.5,2.98,3.79
111,688455,科捷智能,28.84,10.58,2.76,62103.0,176053283.0,9.05,28.9,26.54,26.59,26.08,0.95,3.7,152.52,5.09,4846004407.0,4846004407.0,-0.14,0.56,43.7,43.55
112,301005,超捷股份,154.99,10.54,14.78,116794.0,1780257961.75,10.13,158.66,144.45,144.46,140.21,1.0,8.82,548.99,27.06,20809114095.0,20516117124.0,0.01,0.17,2.72,-0.18
113,688536,思瑞浦,186.24,10.53,17.74,71491.0,1307504433.0,8.07,186.6,173.0,174.7,168.5,1.64,5.27,148.65,4.13,25715177954.0,25263265849.0,-0.19,-0.12,14.74,16.49
114,301362,民爆光电,126.0,10.52,11.99,64346.0,788216717.0,11.9,128.66,115.09,116.29,114.01,2.27,21.69,65.88,5.29,13188420000.0,3738420000.0,-0.13,0.09,200.14,202.96
115,688530,欧莱新材,31.33,10.51,2.98,97433.0,299713894.0,8.75,31.88,29.4,30.0,28.35,1.36,14.38,-123.82,6.22,5014204336.0,2123491131.0,0.0,0.42,85.82,90.57
116,688387,信科移动-U,15.25,10.51,1.45,872633.0,1308579025.0,6.16,15.3,14.45,14.45,13.8,1.5,4.33,-193.15,8.71,52135937500.0,30755852300.0,0.13,0.07,20.08,18.22
117,688020,方邦股份,88.9,10.5,8.45,24137.0,208552653.0,7.81,89.27,82.99,83.3,80.45,1.56,2.93,-85.82,5.51,7324382100.0,7324382100.0,0.0,0.16,14.59,30.7
118,301291,明阳电气,53.08,10.45,5.02,136356.0,708614487.18,10.15,53.88,49.0,49.5,48.06,2.21,8.44,26.58,3.37,16571576000.0,8579689571.0,0.3,0.11,25.43,27.57
119,688590,新致软件,14.4,10.43,1.36,161622.0,227836032.0,6.67,14.4,13.53,13.59,13.04,3.05,5.74,-33.91,2.76,4053847450.0,4053847450.0,0.28,0.49,-25.04,-22.83
120,920227,美登科技,62.2,10.38,5.85,14423.0,87598721.61,8.06,62.2,57.66,57.66,56.35,2.4,8.14,55.57,5.82,2422161300.0,1102073097.0,0.34,0.52,0.57,3.84
121,301389,隆扬电子,53.3,10.35,5.0,112189.0,577962777.88,9.07,53.48,49.1,50.0,48.3,1.56,13.27,145.81,6.8,15110550000.0,4507530205.0,0.02,0.0,-3.72,-2.35
122,300617,安靠智电,56.95,10.35,5.34,88826.0,493827829.3,7.3,57.07,53.3,53.3,51.61,1.24,6.39,95.88,3.24,9437051465.0,7911706082.0,0.02,0.04,68.34,78.53
123,688692,达梦数据,236.2,10.29,22.04,23750.0,545257775.0,8.33,236.83,219.0,219.0,214.16,2.62,3.25,51.75,7.23,26747288000.0,17274876730.0,-0.02,0.0,-11.28,-9.6
124,920092,汉鑫科技,31.1,10.28,2.9,17522.0,53522381.69,8.12,31.5,29.21,29.66,28.2,2.32,5.32,-49.61,5.47,1930678670.0,1024850336.0,-0.51,-0.58,-17.31,-16.93
125,688272,富吉瑞,52.87,10.24,4.91,56440.0,287736011.0,12.3,54.5,48.6,50.96,47.96,1.45,7.43,-50.82,9.68,4018120000.0,4018120000.0,-0.25,-0.34,77.3,61.88
126,300042,朗科科技,46.42,10.24,4.31,345523.0,1550777572.01,7.65,46.69,43.47,43.7,42.11,1.59,17.24,-245.11,9.29,9302568000.0,9301711551.0,0.17,0.02,72.12,80.62
127,920045,蘅东光,372.0,10.22,34.5,22309.0,805048761.87,8.58,374.95,346.0,353.0,337.5,2.16,11.08,83.9,23.51,25322615856.0,7487443020.0,0.53,0.54,6.59,20.39
128,300071,福石控股,5.19,10.19,0.48,998762.0,511770823.07,10.4,5.31,4.82,4.83,4.71,3.27,10.56,-69.88,35.66,5002559704.0,4906370995.0,0.0,0.0,-25.43,-20.52
129,000727,冠捷科技,2.82,10.16,0.26,2104437.0,581913204.2,8.59,2.82,2.6,2.61,2.56,2.47,4.65,-15.92,5.52,12773378884.0,12773378884.0,0.0,0.0,9.73,11.02
130,000889,中嘉博创,3.59,10.12,0.33,306138.0,108721843.36,7.98,3.59,3.33,3.35,3.26,1.42,3.52,-85.93,47.36,3361285106.0,3122760337.0,0.0,0.0,-0.83,-0.28
131,300065,海兰信,24.17,10.11,2.22,728814.0,1716428631.76,8.2,24.33,22.53,22.6,21.95,1.52,11.09,328.56,9.92,17439601497.0,15877154374.0,0.04,0.12,29.39,33.02
132,002421,达实智能,2.73,10.08,0.25,627770.0,167432850.86,7.66,2.73,2.54,2.54,2.48,1.8,3.13,-10.47,1.95,5789187874.0,5478270539.0,0.0,0.0,-7.46,-4.21
133,002797,第一创业,7.76,10.07,0.71,4072452.0,3094975295.52,8.65,7.76,7.15,7.16,7.05,3.09,9.69,31.74,1.91,32610624000.0,32610624000.0,0.0,0.0,11.17,12.95
134,688545,兴福电子,49.2,10.07,4.5,73252.0,352777101.0,8.61,49.45,45.6,46.05,44.7,2.34,4.02,85.64,5.99,17712000000.0,8966700000.0,0.12,0.04,26.02,31.03
135,600356,恒丰纸业,9.41,10.06,0.86,221933.0,205957348.0,8.3,9.41,8.7,8.7,8.55,4.65,7.43,15.68,1.05,3100938503.0,2811062267.0,0.0,0.0,7.05,7.18
