序号,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额,成交额(亿元)
1,sh000001,上证指数,3994.9975,104.833,2.695,3890.1645,3930.2507,3994.9975,3926.2489,644135352.0,1074211701270,10742.12 亿
2,sz399001,深证成指,14042.496,642.084,4.792,13400.412,13717.221,14042.496,13694.91,74738321191.0,1360286670490,13602.87 亿
3,Total,沪深总成交额,,,,,,,,,2434498371760,24344.98 亿
